,artista,data,ano,nome_local,nome,Capacidade,Categoria_Local,Tipo_Espaco,Latitude,Longitude,id_spotify,generos,popularidade,seguidores,imagem,fonte,festival,headliners
322,MC Hariel,2022-08-27,2022,ESTADIO DO CANINDE,MC HARIEL,21000.0,GRANDES CASAS,ESTADIO MULTIUSO,-23.52019,-46.61875,0pcoadNMmvrUyab1RxWBoV,"BRAZILIAN FUNK, FUNK CONSCIENTE, TRAP FUNK",73.0,7851275.0,https://i.scdn.co/image/ab6761610000e5eb59e2797b4c1efe8aea377f20,LETTER_1,False,False
323,MC Hariel,2022-12-23,2022,ESPACO UNIMED,MC HARIEL,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,0pcoadNMmvrUyab1RxWBoV,"BRAZILIAN FUNK, FUNK CONSCIENTE, TRAP FUNK",73.0,7851275.0,https://i.scdn.co/image/ab6761610000e5eb59e2797b4c1efe8aea377f20,LETTER_1,False,False
324,MC Hariel,2025-11-23,2025,SUHAI MUSIC HALL,MC HARIEL,9000.0,MEDIAS CASAS,CASA DE SHOWS,-23.68026,-46.69805,0pcoadNMmvrUyab1RxWBoV,"BRAZILIAN FUNK, FUNK CONSCIENTE, TRAP FUNK",73.0,7851275.0,https://i.scdn.co/image/ab6761610000e5eb59e2797b4c1efe8aea377f20,LETTER_1,False,False
325,Jonas Brothers,2024-04-16,2024,ALLIANZ PARQUE,JONAS BROTHERS,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,7gOdHgIoIKoe4i9Tta6qdD,POP,77.0,7773336.0,https://i.scdn.co/image/ab6761610000e5eb8023e30c92f7937da19db362,GENRE_1,False,False
326,João Gomes,2021-12-04,2021,ARENA ANHEMBI,JOAO GOMES,30000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.51611,-46.64320,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
327,João Gomes,2022-05-21,2022,ARENA ANHEMBI,JOAO GOMES,30000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.51611,-46.64320,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
328,João Gomes,2021-12-02,2021,CENTRO DE TRADICOES NORDESTINAS,JOAO GOMES,5000.0,MEDIAS CASAS,CASA DE SHOWS,-23.4723,-46.6299,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
329,João Gomes,2021-12-03,2021,CENTRO DE TRADICOES NORDESTINAS,JOAO GOMES,5000.0,MEDIAS CASAS,CASA DE SHOWS,-23.4723,-46.6299,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
330,João Gomes,2024-02-04,2024,MEMORIAL DA AMERICA LATINA,JOAO GOMES,15000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.5274091,-46.6656539,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
331,João Gomes,2023-01-25,2023,VALE DO ANHANGABAU,JOAO GOMES,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.54429,-46.63623,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
332,João Gomes,2025-05-25,2025,VALE DO ANHANGABAU,JOAO GOMES,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.54429,-46.63623,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
333,João Gomes,2023-04-30,2023,SAMBODROMO DO ANHEMBI,JOAO GOMES,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.5079,-46.6379,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
334,João Gomes,2023-08-19,2023,SAMBODROMO DO ANHEMBI,JOAO GOMES,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.5079,-46.6379,4JNo6Q5KdcRf1vtSX9mB0S,"PISEIRO, FORRO, ARROCHA, SERTANEJO, BREGA",75.0,7732274.0,https://i.scdn.co/image/ab6761610000e5ebe099848b88cd1d3fca223616,GENRE_1,False,False
335,NCT 127,2023-01-18,2023,VIBRA SAO PAULO,NCT 127,7000.0,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,-23.6475,-46.7239,7f4ignuCJhLXfZ9giKT7rH,"K-POP, NOISE MUSIC",64.0,7710444.0,https://i.scdn.co/image/ab6761610000e5ebdc904dcc7399f1fd90107392,LETTER_1,False,False
336,NCT 127,2023-01-19,2023,VIBRA SAO PAULO,NCT 127,7000.0,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,-23.6475,-46.7239,7f4ignuCJhLXfZ9giKT7rH,"K-POP, NOISE MUSIC",64.0,7710444.0,https://i.scdn.co/image/ab6761610000e5ebdc904dcc7399f1fd90107392,LETTER_1,False,False
337,NCT 127,2023-01-20,2023,VIBRA SAO PAULO,NCT 127,7000.0,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,-23.6475,-46.7239,7f4ignuCJhLXfZ9giKT7rH,"K-POP, NOISE MUSIC",64.0,7710444.0,https://i.scdn.co/image/ab6761610000e5ebdc904dcc7399f1fd90107392,LETTER_1,False,False
338,Don Toliver,2025-09-06,2025,AUTODROMO DE INTERLAGOS,DON TOLIVER,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.7000,-46.6972,4Gso3d4CscCijv0lmajZWs,0,86.0,7577756.0,https://i.scdn.co/image/ab6761610000e5eb52258b97639c24efe49fbf9e,LETTER_1,THE TOWN,TRAVIS SCOTT
339,Don Toliver,2023-12-09,2023,NEO QUIMICA ARENA,DON TOLIVER,49000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.54534,-46.47476,4Gso3d4CscCijv0lmajZWs,0,86.0,7577756.0,https://i.scdn.co/image/ab6761610000e5eb52258b97639c24efe49fbf9e,LETTER_1,False,False
340,Skrillex,2023-03-26,2023,AUTODROMO DE INTERLAGOS,SKRILLEX,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.7000,-46.6972,5he5w2lnU9x7JFhnwcekXX,"DUBSTEP, EDM, ELECTRO, ELECTRONIC",75.0,7529942.0,https://i.scdn.co/image/ab6761610000e5eb4b7641931a85c5f8d42714cf,LETTER_2,LOLLAPALOOZA,"DRAKE, ROSALIA"
341,ANAVITÓRIA,2023-03-24,2023,AUTODROMO DE INTERLAGOS,ANAVITORIA,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.7000,-46.6972,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,LOLLAPALOOZA,"BILLIE EILISH, LIL NAS X"
342,ANAVITÓRIA,2022-09-11,2022,TOKIO MARINE HALL,ANAVITORIA,4000.0,MEDIAS CASAS,CASA DE SHOWS,-23.6383,-46.7203,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,False,False
343,ANAVITÓRIA,2022-06-09,2022,ESPACO UNIMED,ANAVITORIA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,False,False
344,ANAVITÓRIA,2023-12-03,2023,ESPACO UNIMED,ANAVITORIA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,False,False
345,ANAVITÓRIA,2025-06-06,2025,ESPACO UNIMED,ANAVITORIA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,False,False
346,ANAVITÓRIA,2025-10-04,2025,ESPACO UNIMED,ANAVITORIA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,False,False
347,ANAVITÓRIA,2025-10-05,2025,ESPACO UNIMED,ANAVITORIA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,1sPg5EHuQXTMElpZ4iUgXe,"MPB, NOVA MPB, BRAZILIAN POP",72.0,7470640.0,https://i.scdn.co/image/ab6761610000e5eb7bf0675e8644f27233931f91,GENRE_1,False,False
348,Legião Urbana,2023-05-06,2023,ESPACO UNIMED,LEGIAO URBANA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,6tw6EpC9RgmSRZiZg0n22t,"BRAZILIAN ROCK, MPB, BRAZILIAN POP",69.0,7288447.0,https://i.scdn.co/image/cd410bc7c6e3591f65d9c9ee9516d2e96acfed42,GENRE_1,False,False
349,Legião Urbana,2024-08-31,2024,ESPACO UNIMED,LEGIAO URBANA,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,6tw6EpC9RgmSRZiZg0n22t,"BRAZILIAN ROCK, MPB, BRAZILIAN POP",69.0,7288447.0,https://i.scdn.co/image/cd410bc7c6e3591f65d9c9ee9516d2e96acfed42,GENRE_1,False,False
350,Legião Urbana,2023-09-23,2023,DISTRITO ANHEMBI,LEGIAO URBANA,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.51611,-46.64320,6tw6EpC9RgmSRZiZg0n22t,"BRAZILIAN ROCK, MPB, BRAZILIAN POP",69.0,7288447.0,https://i.scdn.co/image/cd410bc7c6e3591f65d9c9ee9516d2e96acfed42,GENRE_1,False,False
351,Florence + the Machine,2023-06-04,2023,NOVO ANHANGABAU,FLORENCE + THE MACHINE,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.54429,-46.63623,1moxjboGR7GNWYIMWsRjgG,BAROQUE POP,80.0,7268554.0,https://i.scdn.co/image/ab6761610000e5eb836eb0a7a82eb8f4133ee04d,GENRE_1,MITA FESTIVAL,FLORENCE + THE MACHINE
352,LANY,2024-05-07,2024,AUDIO,LANY,3200.0,MEDIAS CASAS,CASA DE SHOWS,-23.52822,-46.66968,49tQo2QULno7gxHutgccqF,0,78.0,7256542.0,https://i.scdn.co/image/ab6761610000e5eb8218332656745840f9ed0a50,GENRE_1,False,False
353,Gustavo Mioto,2021-11-27,2021,PAVILHAO DO TRANSAMERICA EXPO CENTER,GUSTAVO MIOTO,10000.0,MEDIAS CASAS,CENTRO DE EXPOSICOES,-23.6069,-46.7005,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
354,Gustavo Mioto,2022-01-22,2022,SAO PAULO EXPO,GUSTAVO MIOTO,100000.0,ARENAS E ESTADIOS,CENTRO DE EXPOSICOES,-23.64595,-46.62967,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
355,Gustavo Mioto,2022-11-24,2022,VALE DO ANHANGABAU,GUSTAVO MIOTO,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.54429,-46.63623,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
356,Gustavo Mioto,2023-08-19,2023,SAMBODROMO DO ANHEMBI,GUSTAVO MIOTO,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.5079,-46.6379,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
357,Gustavo Mioto,2025-11-01,2025,ESPACO UNIMED,GUSTAVO MIOTO,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
358,Gustavo Mioto,2023-04-06,2023,VIBRA SAO PAULO,GUSTAVO MIOTO,7000.0,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,-23.6475,-46.7239,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
359,Gustavo Mioto,2022-08-20,2022,DISTRITO ANHEMBI,GUSTAVO MIOTO,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.51611,-46.64320,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
360,Gustavo Mioto,2024-08-17,2024,DISTRITO ANHEMBI,GUSTAVO MIOTO,35000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.51611,-46.64320,1X6ORK7IekgmyjV6IFPszP,"SERTANEJO, SERTANEJO UNIVERSITARIO, ARROCHA, AGRONEJO",72.0,7222416.0,https://i.scdn.co/image/ab6761610000e5eb3563c0a96d80f9c29e97f568,GENRE_1,False,False
361,Benson Boone,2025-03-29,2025,AUTODROMO DE INTERLAGOS,BENSON BOONE,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.7000,-46.6972,22wbnEMDvgVIAGdFeek6ET,0,84.0,7180300.0,https://i.scdn.co/image/ab6761610000e5ebb68234e1a673acc3d873d3e6,GENRE_2,LOLLAPALOOZA,SHAWN MENDES
362,Louis Tomlinson,2024-05-11,2024,ALLIANZ PARQUE,LOUIS TOMLINSON,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,57WHJIHrjOE3iAxpihhMnp,POP,65.0,7087065.0,https://i.scdn.co/image/ab6761610000e5ebc39e1d45f466dd9f7d3411a3,LETTER_1,False,False
363,Louis Tomlinson,2022-05-28,2022,ESPACO UNIMED,LOUIS TOMLINSON,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,57WHJIHrjOE3iAxpihhMnp,POP,65.0,7087065.0,https://i.scdn.co/image/ab6761610000e5ebc39e1d45f466dd9f7d3411a3,LETTER_1,False,False
364,Louis Tomlinson,2022-05-29,2022,ESPACO UNIMED,LOUIS TOMLINSON,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,57WHJIHrjOE3iAxpihhMnp,POP,65.0,7087065.0,https://i.scdn.co/image/ab6761610000e5ebc39e1d45f466dd9f7d3411a3,LETTER_1,False,False
365,Tarcísio do Acordeon,2022-05-21,2022,ARENA ANHEMBI,TARCISIO DO ACORDEON,30000.0,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,-23.51611,-46.64320,48HORs6F9P7IgdyKrk4MZC,"PISEIRO, FORRO, ARROCHA, SERTANEJO, SERESTA, BREGA",69.0,6991460.0,https://i.scdn.co/image/ab6761610000e5eb162108bd6e7e1e30718fa206,GENRE_1,False,False
366,Tarcísio do Acordeon,2021-12-02,2021,CENTRO DE TRADICOES NORDESTINAS,TARCISIO DO ACORDEON,5000.0,MEDIAS CASAS,CASA DE SHOWS,-23.4723,-46.6299,48HORs6F9P7IgdyKrk4MZC,"PISEIRO, FORRO, ARROCHA, SERTANEJO, SERESTA, BREGA",69.0,6991460.0,https://i.scdn.co/image/ab6761610000e5eb162108bd6e7e1e30718fa206,GENRE_1,False,False
367,Tarcísio do Acordeon,2021-12-03,2021,CENTRO DE TRADICOES NORDESTINAS,TARCISIO DO ACORDEON,5000.0,MEDIAS CASAS,CASA DE SHOWS,-23.4723,-46.6299,48HORs6F9P7IgdyKrk4MZC,"PISEIRO, FORRO, ARROCHA, SERTANEJO, SERESTA, BREGA",69.0,6991460.0,https://i.scdn.co/image/ab6761610000e5eb162108bd6e7e1e30718fa206,GENRE_1,False,False
368,Tarcísio do Acordeon,2023-04-30,2023,SAMBODROMO DO ANHEMBI,TARCISIO DO ACORDEON,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.5079,-46.6379,48HORs6F9P7IgdyKrk4MZC,"PISEIRO, FORRO, ARROCHA, SERTANEJO, SERESTA, BREGA",69.0,6991460.0,https://i.scdn.co/image/ab6761610000e5eb162108bd6e7e1e30718fa206,GENRE_1,False,False
369,Roberto Carlos,2024-11-27,2024,ALLIANZ PARQUE,ROBERTO CARLOS,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
370,Roberto Carlos,2025-08-16,2025,TOKIO MARINE HALL,ROBERTO CARLOS,4000.0,MEDIAS CASAS,CASA DE SHOWS,-23.6383,-46.7203,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
371,Roberto Carlos,2022-11-05,2022,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
372,Roberto Carlos,2022-11-06,2022,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
373,Roberto Carlos,2022-11-09,2022,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
374,Roberto Carlos,2022-11-17,2022,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
375,Roberto Carlos,2023-10-26,2023,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
376,Roberto Carlos,2023-10-28,2023,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
377,Roberto Carlos,2023-10-29,2023,ESPACO UNIMED,ROBERTO CARLOS,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
378,Roberto Carlos,2023-07-07,2023,VIBRA SAO PAULO,ROBERTO CARLOS,7000.0,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,-23.6475,-46.7239,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
379,Roberto Carlos,2023-07-08,2023,VIBRA SAO PAULO,ROBERTO CARLOS,7000.0,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,-23.6475,-46.7239,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
380,Roberto Carlos,2025-11-14,2025,SUHAI MUSIC HALL,ROBERTO CARLOS,9000.0,MEDIAS CASAS,CASA DE SHOWS,-23.68026,-46.69805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
381,Roberto Carlos,2025-11-15,2025,SUHAI MUSIC HALL,ROBERTO CARLOS,9000.0,MEDIAS CASAS,CASA DE SHOWS,-23.68026,-46.69805,7fAKtXSdNInWAIf0jVUz65,"MPB, BREGA, BOLERO",70.0,6969995.0,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,LETTER_1,False,False
382,Michael Bublé,2022-11-05,2022,ALLIANZ PARQUE,MICHAEL BUBLE,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,1GxkXlMwML1oSg5eLPiAz3,CHRISTMAS,79.0,6917873.0,https://i.scdn.co/image/ab6761610000e5ebecf79fd5be85dabb0f489107,LETTER_1,False,False
383,Michael Bublé,2022-11-06,2022,ALLIANZ PARQUE,MICHAEL BUBLE,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,1GxkXlMwML1oSg5eLPiAz3,CHRISTMAS,79.0,6917873.0,https://i.scdn.co/image/ab6761610000e5ebecf79fd5be85dabb0f489107,LETTER_1,False,False
384,Bruno & Marrone,2022-12-10,2022,ALLIANZ PARQUE,BRUNO & MARRONE,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,5JXhkyafynxCvxtov7C1PV,"SERTANEJO, SERTANEJO TRADICIONAL, SERTANEJO UNIVERSITARIO",74.0,6907725.0,https://i.scdn.co/image/ab6761610000e5eb89ab81f9f79756a4127d6224,LETTER_1,False,False
385,Bruno & Marrone,2022-12-10,2022,ALLIANZ PARQUE,BRUNO & MARRONE,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,5JXhkyafynxCvxtov7C1PV,"SERTANEJO, SERTANEJO TRADICIONAL, SERTANEJO UNIVERSITARIO",74.0,6907725.0,https://i.scdn.co/image/ab6761610000e5eb89ab81f9f79756a4127d6224,LETTER_1,False,False
386,Bruno & Marrone,2023-08-19,2023,SAMBODROMO DO ANHEMBI,BRUNO & MARRONE,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.5079,-46.6379,5JXhkyafynxCvxtov7C1PV,"SERTANEJO, SERTANEJO TRADICIONAL, SERTANEJO UNIVERSITARIO",74.0,6907725.0,https://i.scdn.co/image/ab6761610000e5eb89ab81f9f79756a4127d6224,LETTER_1,False,False
387,Bruno & Marrone,2023-08-19,2023,SAMBODROMO DO ANHEMBI,BRUNO & MARRONE,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.5079,-46.6379,5JXhkyafynxCvxtov7C1PV,"SERTANEJO, SERTANEJO TRADICIONAL, SERTANEJO UNIVERSITARIO",74.0,6907725.0,https://i.scdn.co/image/ab6761610000e5eb89ab81f9f79756a4127d6224,LETTER_1,False,False
388,Os Barões da Pisadinha,2022-02-04,2022,CENTRO DE TRADICOES NORDESTINAS,OS BAROES DA PISADINHA,5000.0,MEDIAS CASAS,CASA DE SHOWS,-23.4723,-46.6299,5Lv2GUVwqmQBPwrTrxucE5,"PISEIRO, FORRO, SERTANEJO, ARROCHA, BREGA, AGRONEJO, TECNOBREGA, SERTANEJO UNIVERSITARIO",66.0,6810254.0,https://i.scdn.co/image/ab6761610000e5ebe3a03c0ae301118c4c887abf,GENRE_1,False,False
389,Ado,2025-08-13,2025,ESPACO UNIMED,ADO,8000.0,MEDIAS CASAS,CASA DE SHOWS,-23.52812,-46.66805,6mEQK9m2krja6X1cfsAjfl,"J-POP, ANIME, VOCALOID, J-ROCK",76.0,6797031.0,https://i.scdn.co/image/ab6761610000e5ebbcb1c184c322688f10cdce7a,GENRE_1,False,False
390,Backstreet Boys,2025-09-12,2025,AUTODROMO DE INTERLAGOS,BACKSTREET BOYS,100000.0,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,-23.7000,-46.6972,5rSXSAkZ67PYJSvpUpkOr7,POP,77.0,6749149.0,https://i.scdn.co/image/ab6761610000e5eb7b3634864a78ab6bd1d77c36,GENRE_1,THE TOWN,BACKSTREET BOYS
391,Backstreet Boys,2023-01-27,2023,ALLIANZ PARQUE,BACKSTREET BOYS,45000.0,ARENAS E ESTADIOS,ESTADIO MULTIUSO,-23.5276207,-46.6784662,5rSXSAkZ67PYJSvpUpkOr7,POP,77.0,6749149.0,https://i.scdn.co/image/ab6761610000e5eb7b3634864a78ab6bd1d77c36,GENRE_1,False,False
