ano,popularidade,lotacao,tipo_dia,mes,distancia_dias_anterior,genero_cluster
2025,66.0,7000.0,DIA UTIL,OUTUBRO,199.8,Outros
2024,60.0,2500.0,FIM DE SEMANA,MARÇO,-11.0,3.0
2022,73.0,45000.0,FIM DE SEMANA,ABRIL,249.75,Outros
2024,68.0,2465.0,FERIADO NACIONAL,NOVEMBRO,499.5,Outros
2022,65.0,42000.0,FIM DE SEMANA,JUNHO,-625.5,8.0
2022,77.0,8000.0,FIM DE SEMANA,NOVEMBRO,999.0,Outros
2025,63.0,2400.0,DIA UTIL,NOVEMBRO,478.0,Outros
2022,64.0,3200.0,FIM DE SEMANA,ABRIL,999.0,9.0
2022,64.0,3200.0,FIM DE SEMANA,ABRIL,1.0,9.0
2022,64.0,4000.0,FIM DE SEMANA,MAIO,41.0,9.0
2023,64.0,8000.0,DIA UTIL,JUNHO,209.5,9.0
2024,64.0,8000.0,DIA UTIL,JUNHO,182.0,9.0
2025,64.0,8000.0,FIM DE SEMANA,AGOSTO,200.0,9.0
2025,64.0,8000.0,DIA UTIL,OUTUBRO,31.0,9.0
2025,64.0,60000.0,DIA UTIL,OUTUBRO,14.0,9.0
2025,64.0,60000.0,FIM DE SEMANA,NOVEMBRO,0.5,9.0
2024,78.0,2639.0666666666666,DIA UTIL,MAIO,-162.33333333333334,3.0
2024,74.0,5111.0,FIM DE SEMANA,MARÇO,170.33333333333334,6.0
2024,74.0,4500.0,FIM DE SEMANA,MARÇO,0.3333333333333333,6.0
2023,69.0,7700.0,FIM DE SEMANA,MAIO,333.0,9.0
2024,69.0,7000.0,FIM DE SEMANA,AGOSTO,161.0,9.0
2024,63.0,20000.0,DIA UTIL,SETEMBRO,672.0,11.0
2024,72.0,17720.0,FIM DE SEMANA,NOVEMBRO,2.8,14.0
2023,69.0,4000.0,DIA UTIL,FEVEREIRO,-237.5,Outros
2024,69.0,21188.0,FIM DE SEMANA,JUNHO,199.8,Outros
2024,67.0,24000.0,FIM DE SEMANA,AGOSTO,-53.0,13.0
2025,67.0,45000.0,FIM DE SEMANA,AGOSTO,-30.33333333333333,13.0
2023,65.0,20000.0,FIM DE SEMANA,JUNHO,-409.0,9.0
2024,65.0,8000.0,DIA UTIL,NOVEMBRO,258.5,9.0
2024,65.0,8000.0,DIA UTIL,NOVEMBRO,2.5,9.0
2024,65.0,8000.0,DIA UTIL,NOVEMBRO,3.0,9.0
2024,65.0,17720.0,FIM DE SEMANA,NOVEMBRO,-57.16666666666666,9.0
2025,65.0,6800.0,FIM DE SEMANA,MARÇO,39.0,9.0
2024,89.0,48900.0,FERIADO NACIONAL,NOVEMBRO,166.5,4.0
2024,89.0,48027.0,FIM DE SEMANA,NOVEMBRO,0.1666666666666666,4.0
2025,89.0,68000.0,FIM DE SEMANA,NOVEMBRO,71.4,4.0
2022,65.0,8203.0,FIM DE SEMANA,MAIO,-357.0,6.0
2022,65.0,0.0,FIM DE SEMANA,MAIO,0.5,6.0
2024,65.0,16406.0,FIM DE SEMANA,MAIO,5.0,6.0
2023,63.0,40000.0,FIM DE SEMANA,MAIO,-107.0,9.0
2023,66.0,2800.0,DIA UTIL,FEVEREIRO,47.0,3.0
2024,74.0,21188.0,FIM DE SEMANA,JUNHO,199.8,Outros
2022,77.0,3000.0,DIA UTIL,FEVEREIRO,-1265.0,10.0
2025,77.0,40000.0,FIM DE SEMANA,MARÇO,375.0,10.0
2025,77.0,40000.0,FIM DE SEMANA,AGOSTO,121.33333333333331,10.0
2022,74.0,3000.0,FIM DE SEMANA,FEVEREIRO,-166.6,1.0
2022,74.0,6500.0,FERIADO NACIONAL,MARÇO,199.8,1.0
2022,74.0,20000.0,DIA UTIL,JUNHO,-237.0,1.0
2022,74.0,45000.0,FIM DE SEMANA,AGOSTO,-31.25,1.0
2022,74.0,10000.0,FIM DE SEMANA,DEZEMBRO,22.4,1.0
2022,74.0,7800.0,DIA UTIL,DEZEMBRO,-182.2,1.0
2024,74.0,21188.0,FIM DE SEMANA,JUNHO,144.6,1.0
2025,74.0,15000.0,FIM DE SEMANA,JUNHO,605.0,1.0
2023,79.0,4000.0,FIM DE SEMANA,MARÇO,166.5,Outros
2024,83.0,24207.0,FIM DE SEMANA,MARÇO,166.5,Outros
2022,73.0,20000.0,FERIADO NACIONAL,JUNHO,-592.0,1.0
2022,73.0,6500.0,DIA UTIL,JULHO,-330.3333333333333,1.0
2023,73.0,8000.0,DIA UTIL,JANEIRO,-23.25,1.0
2023,73.0,20000.0,FIM DE SEMANA,FEVEREIRO,77.66666666666667,1.0
2023,73.0,20000.0,FIM DE SEMANA,ABRIL,-90.0,1.0
2024,73.0,20000.0,FERIADO MUNICIPAL,JANEIRO,-68.0,1.0
2024,73.0,7800.0,DIA UTIL,MAIO,161.0,1.0
2024,73.0,7550.0,FIM DE SEMANA,MAIO,0.3333333333333333,1.0
2024,73.0,21188.0,FIM DE SEMANA,JUNHO,98.2,1.0
2024,73.0,25000.0,DIA UTIL,SETEMBRO,773.0,1.0
2025,73.0,6500.0,FIM DE SEMANA,ABRIL,107.33333333333331,1.0
2025,73.0,25000.0,DIA UTIL,OUTUBRO,406.0,1.0
2022,63.0,6500.0,DIA UTIL,ABRIL,-192.33333333333331,11.0
2023,63.0,0.0,FIM DE SEMANA,JUNHO,-134.5,11.0
2023,63.0,3800.0,DIA UTIL,NOVEMBRO,-100.66666666666669,11.0
2024,63.0,7452.542372881356,FIM DE SEMANA,MAIO,84.0,11.0
2024,63.0,15000.0,FIM DE SEMANA,SETEMBRO,862.0,11.0
2024,63.0,4000.0,DIA UTIL,NOVEMBRO,189.0,11.0
2023,73.0,7000.0,DIA UTIL,SETEMBRO,249.75,Outros
2025,68.0,3000.0,FIM DE SEMANA,AGOSTO,-14.0,6.0
2022,72.0,8000.0,FERIADO NACIONAL,ABRIL,-213.75,10.0
2022,72.0,7000.0,FIM DE SEMANA,ABRIL,0.5,10.0
2022,72.0,7500.0,DIA UTIL,ABRIL,3.6666666666666665,10.0
2022,72.0,3000.0,DIA UTIL,NOVEMBRO,-140.5,10.0
2022,72.0,49250.0,FIM DE SEMANA,NOVEMBRO,70.66666666666667,10.0
2023,72.0,90000.0,FIM DE SEMANA,AGOSTO,-26.83333333333333,10.0
2024,72.0,40000.0,FIM DE SEMANA,JANEIRO,71.16666666666667,10.0
2024,72.0,24000.0,FIM DE SEMANA,AGOSTO,92.14285714285714,10.0
2025,64.0,21000.0,FIM DE SEMANA,NOVEMBRO,-1.0,8.0
2022,77.0,7092.0,DIA UTIL,SETEMBRO,-14.25,3.0
2023,77.0,7912.0,DIA UTIL,NOVEMBRO,105.0,3.0
2024,60.0,20000.0,FERIADO MUNICIPAL,JANEIRO,333.0,Outros
2023,61.0,2839.1304347826085,DIA UTIL,JUNHO,41.333333333333336,9.0
2024,61.0,2500.0,FIM DE SEMANA,OUTUBRO,249.0,9.0
2025,63.0,8500.0,FIM DE SEMANA,JUNHO,110.83333333333331,10.0
2022,69.0,45000.0,FIM DE SEMANA,AGOSTO,-91.0,7.0
2023,69.0,10000.0,FIM DE SEMANA,FEVEREIRO,-476.0,7.0
2023,69.0,20000.0,FIM DE SEMANA,ABRIL,23.33333333333333,7.0
2023,69.0,90000.0,FIM DE SEMANA,AGOSTO,22.2,7.0
2022,64.0,6000.0,FIM DE SEMANA,ABRIL,-103.6,11.0
2024,64.0,3200.0,FIM DE SEMANA,MARÇO,-119.2,11.0
2024,64.0,3200.0,FIM DE SEMANA,MARÇO,0.2,11.0
2025,64.0,3900.0,FIM DE SEMANA,OUTUBRO,181.0,11.0
2025,64.0,3900.0,FIM DE SEMANA,OUTUBRO,0.1428571428571428,11.0
2025,64.0,3900.0,FIM DE SEMANA,OUTUBRO,0.8571428571428571,11.0
2025,64.0,3900.0,FIM DE SEMANA,OUTUBRO,0.1428571428571428,11.0
2025,64.0,3900.0,FIM DE SEMANA,OUTUBRO,1.0,11.0
2025,64.0,3500.0,FIM DE SEMANA,OUTUBRO,0.8571428571428571,11.0
2025,64.0,3600.0,FIM DE SEMANA,OUTUBRO,0.1428571428571428,11.0
2024,82.0,50126.0,DIA UTIL,SETEMBRO,-89.5,Outros
2022,69.0,3200.0,FIM DE SEMANA,AGOSTO,45.0,1.0
2023,69.0,3200.0,DIA UTIL,MAIO,136.0,1.0
2023,69.0,20000.0,FIM DE SEMANA,JUNHO,-818.0,1.0
2023,69.0,50000.0,FIM DE SEMANA,DEZEMBRO,42.0,1.0
2024,69.0,3200.0,DIA UTIL,NOVEMBRO,279.5,1.0
2025,69.0,7913.85,FIM DE SEMANA,ABRIL,171.5,1.0
2022,68.0,3000.0,DIA UTIL,FEVEREIRO,-119.25,11.0
2022,68.0,3000.0,FIM DE SEMANA,FEVEREIRO,0.25,11.0
2022,68.0,3000.0,DIA UTIL,FEVEREIRO,1.5,11.0
2022,68.0,8000.0,FIM DE SEMANA,FEVEREIRO,0.25,11.0
2022,68.0,8000.0,DIA UTIL,JULHO,-99.8,11.0
2022,68.0,7700.0,DIA UTIL,JULHO,0.2,11.0
2022,68.0,8000.0,FIM DE SEMANA,JULHO,0.2,11.0
2022,68.0,8000.0,DIA UTIL,JULHO,1.0,11.0
2022,68.0,8000.0,DIA UTIL,JULHO,0.2,11.0
2023,68.0,7500.0,DIA UTIL,JULHO,70.0,11.0
2023,68.0,7700.0,FIM DE SEMANA,JULHO,0.2,11.0
2023,68.0,7400.0,DIA UTIL,JULHO,1.2,11.0
2023,68.0,7500.0,FIM DE SEMANA,JULHO,0.2,11.0
2023,68.0,50000.0,FIM DE SEMANA,DEZEMBRO,219.33333333333331,11.0
2022,86.0,46881.0,DIA UTIL,ABRIL,-520.0,6.0
2025,70.0,8000.0,DIA UTIL,NOVEMBRO,249.75,Outros
2022,77.0,6500.0,DIA UTIL,JULHO,-221.0,8.0
2023,77.0,40000.0,FIM DE SEMANA,MAIO,142.0,8.0
2024,77.0,20000.0,FIM DE SEMANA,MAIO,-160.0,8.0
2024,77.0,10000.0,FIM DE SEMANA,OUTUBRO,-105.0,8.0
2025,77.0,25000.0,FIM DE SEMANA,JUNHO,-37.0,8.0
2025,77.0,25000.0,DIA UTIL,AGOSTO,11.333333333333334,8.0
2025,77.0,0.0,FIM DE SEMANA,NOVEMBRO,932.0,8.0
2023,74.0,40000.0,FIM DE SEMANA,MAIO,-427.0,8.0
2024,67.0,21188.0,FIM DE SEMANA,JUNHO,12.833333333333334,12.0
2024,70.0,21188.0,FIM DE SEMANA,JUNHO,89.0,12.0
2022,74.0,7800.0,DIA UTIL,DEZEMBRO,-89.0,12.0
2024,74.0,21188.0,FIM DE SEMANA,JUNHO,45.66666666666666,12.0
2022,73.0,10000.0,FIM DE SEMANA,AGOSTO,-163.0,12.0
2022,73.0,7800.0,DIA UTIL,DEZEMBRO,23.6,12.0
2024,73.0,21188.0,FIM DE SEMANA,JUNHO,-90.8,12.0
2025,73.0,8500.0,FIM DE SEMANA,NOVEMBRO,266.5,12.0
2022,72.0,7800.0,DIA UTIL,DEZEMBRO,-199.0,12.0
2025,72.0,25000.0,DIA UTIL,OUTUBRO,1029.0,12.0
2025,72.0,8500.0,FIM DE SEMANA,NOVEMBRO,9.25,12.0
2024,71.0,8000.0,DIA UTIL,ABRIL,249.75,9.0
2024,68.0,0.0,DIA UTIL,FEVEREIRO,41.75,3.0
2022,83.0,55000.0,DIA UTIL,MAIO,249.75,Outros
2022,79.0,0.0,DIA UTIL,MARÇO,-367.0,3.0
2023,79.0,35000.0,FIM DE SEMANA,NOVEMBRO,117.8,3.0
2022,79.0,31000.0,FIM DE SEMANA,NOVEMBRO,-137.0,Outros
2022,79.0,20429.0,FIM DE SEMANA,NOVEMBRO,0.2,Outros
2024,71.0,3000.0,FIM DE SEMANA,MAIO,785.0,3.0
2022,63.0,8000.0,DIA UTIL,AGOSTO,-4.4,11.0
2022,63.0,8000.0,FIM DE SEMANA,AGOSTO,0.2,11.0
2022,63.0,8000.0,DIA UTIL,SETEMBRO,1.0,11.0
2022,63.0,8000.0,DIA UTIL,SETEMBRO,0.2,11.0
2022,63.0,8000.0,FIM DE SEMANA,SETEMBRO,4.4,11.0
2022,63.0,8000.0,FIM DE SEMANA,SETEMBRO,0.2,11.0
2022,63.0,8000.0,DIA UTIL,NOVEMBRO,7.4,11.0
2022,63.0,8000.0,DIA UTIL,NOVEMBRO,0.4,11.0
2022,63.0,8000.0,DIA UTIL,NOVEMBRO,0.2,11.0
2022,62.0,2800.0,DIA UTIL,ABRIL,499.5,Outros
2025,62.0,3900.0,FIM DE SEMANA,NOVEMBRO,262.8,Outros
2025,79.0,3800.0,DIA UTIL,MARÇO,499.5,Outros
2024,70.0,3900.0,DIA UTIL,OUTUBRO,115.8,3.0
2024,70.0,46572.0,FIM DE SEMANA,NOVEMBRO,10.25,0.0
2023,71.0,30000.0,DIA UTIL,MARÇO,142.71428571428572,Outros
2022,62.0,10000.0,FIM DE SEMANA,DEZEMBRO,-71.6,8.0
2023,62.0,50000.0,FIM DE SEMANA,DEZEMBRO,-55.5,8.0
2024,60.0,60000.0,FIM DE SEMANA,OUTUBRO,-34.6,4.0
2022,65.0,2000.0,FIM DE SEMANA,MAIO,-186.66666666666663,11.0
2022,65.0,6500.0,DIA UTIL,JUNHO,-171.0,11.0
2022,65.0,10000.0,FIM DE SEMANA,OUTUBRO,59.333333333333336,11.0
2024,65.0,8000.0,FIM DE SEMANA,OUTUBRO,242.33333333333331,11.0
2025,65.0,7000.0,DIA UTIL,JUNHO,274.75,11.0
2025,65.0,9000.0,FIM DE SEMANA,JUNHO,7.5,11.0
2025,65.0,8800.0,DIA UTIL,OUTUBRO,62.5,11.0
2024,69.0,50000.0,FIM DE SEMANA,AGOSTO,249.75,0.0
2024,69.0,50000.0,FIM DE SEMANA,AGOSTO,0.25,0.0
2024,69.0,50000.0,DIA UTIL,AGOSTO,1.25,0.0
2024,69.0,50000.0,FIM DE SEMANA,AGOSTO,0.25,0.0
2025,69.0,0.0,DIA UTIL,JULHO,64.2,0.0
2025,69.0,50000.0,FIM DE SEMANA,JULHO,0.2,0.0
2022,74.0,2200.0,FIM DE SEMANA,MAIO,-45.5,7.0
2023,74.0,7000.0,FIM DE SEMANA,FEVEREIRO,273.0,7.0
2023,74.0,20000.0,FIM DE SEMANA,ABRIL,23.666666666666668,7.0
2024,74.0,24000.0,FIM DE SEMANA,AGOSTO,79.16666666666667,7.0
2023,64.0,7000.0,DIA UTIL,JANEIRO,-33.4,9.0
2023,64.0,7000.0,DIA UTIL,JANEIRO,0.2,9.0
2023,64.0,7000.0,DIA UTIL,JANEIRO,0.2,9.0
2023,73.0,6600.0,DIA UTIL,JULHO,-85.2,9.0
2024,73.0,8000.0,DIA UTIL,SETEMBRO,89.25,9.0
2024,82.0,7808.0,DIA UTIL,SETEMBRO,94.5,6.0
2025,64.0,4000.0,DIA UTIL,AGOSTO,-0.2,Outros
2022,65.0,8000.0,DIA UTIL,OUTUBRO,249.75,Outros
2025,82.0,66000.0,FIM DE SEMANA,NOVEMBRO,333.0,Outros
2025,82.0,66000.0,FIM DE SEMANA,NOVEMBRO,0.3333333333333333,Outros
2025,64.0,3200.0,DIA UTIL,OUTUBRO,1009.0,Outros
2025,71.0,7002.0,FIM DE SEMANA,ABRIL,499.5,Outros
2022,76.0,42000.0,FIM DE SEMANA,JUNHO,-440.0,8.0
2023,76.0,40000.0,FIM DE SEMANA,MAIO,160.5,8.0
2022,66.0,4700.0,DIA UTIL,FEVEREIRO,-450.0,7.0
2025,60.0,3200.0,FERIADO NACIONAL,NOVEMBRO,550.0,9.0
2022,65.0,3500.0,FIM DE SEMANA,MARÇO,-910.0,9.0
2022,65.0,8000.0,FIM DE SEMANA,MARÇO,-580.5,9.0
2022,65.0,5000.0,FIM DE SEMANA,NOVEMBRO,-1070.0,9.0
2023,65.0,7000.0,DIA UTIL,NOVEMBRO,363.0,9.0
2024,65.0,8000.0,FIM DE SEMANA,ABRIL,378.0,9.0
2024,65.0,15000.0,FIM DE SEMANA,SETEMBRO,895.0,9.0
2025,65.0,44516.0,FIM DE SEMANA,MAIO,199.25,9.0
2025,65.0,7500.0,DIA UTIL,OUTUBRO,283.0,9.0
2024,62.0,60000.0,FIM DE SEMANA,OUTUBRO,0.2,4.0
2023,66.0,4000.0,DIA UTIL,JULHO,-91.85714285714286,9.0
2025,66.0,7000.0,DIA UTIL,OUTUBRO,137.66666666666666,9.0
2022,67.0,3200.0,DIA UTIL,FEVEREIRO,-94.0,1.0
2022,67.0,0.0,DIA UTIL,MARÇO,-310.6666666666667,1.0
2022,67.0,20000.0,DIA UTIL,JUNHO,-90.0,1.0
2023,67.0,50000.0,FIM DE SEMANA,JUNHO,358.0,1.0
2023,67.0,5600.0,DIA UTIL,NOVEMBRO,153.0,1.0
2024,67.0,0.0,DIA UTIL,JANEIRO,70.0,1.0
2024,67.0,2900.0,DIA UTIL,OUTUBRO,959.0,1.0
2024,67.0,6500.0,DIA UTIL,NOVEMBRO,287.0,1.0
2025,67.0,7000.0,FIM DE SEMANA,OUTUBRO,358.0,1.0
2022,72.0,7000.0,DIA UTIL,DEZEMBRO,-0.75,Outros
2022,72.0,45000.0,FIM DE SEMANA,DEZEMBRO,999.0,Outros
2022,61.0,50000.0,DIA UTIL,AGOSTO,-557.0,9.0
2025,71.0,2700.0,DIA UTIL,MARÇO,999.0,Outros
2023,72.0,49742.0,DIA UTIL,DEZEMBRO,-21.4,14.0
2023,72.0,49742.0,FIM DE SEMANA,DEZEMBRO,0.4,14.0
2023,72.0,49742.0,FIM DE SEMANA,DEZEMBRO,0.2,14.0
2024,72.0,49071.0,DIA UTIL,OUTUBRO,62.0,14.0
2024,72.0,49070.0,DIA UTIL,OUTUBRO,0.2,14.0
2022,74.0,6500.0,DIA UTIL,JULHO,-389.0,12.0
2022,74.0,45000.0,FIM DE SEMANA,AGOSTO,6.25,12.0
2022,74.0,2800.0,DIA UTIL,DEZEMBRO,-543.0,12.0
2022,74.0,45000.0,FIM DE SEMANA,DEZEMBRO,-152.25,12.0
2023,74.0,10000.0,FIM DE SEMANA,FEVEREIRO,-476.0,12.0
2023,74.0,90000.0,FIM DE SEMANA,AGOSTO,36.2,12.0
2024,74.0,21188.0,FIM DE SEMANA,JUNHO,-92.0,12.0
2024,74.0,24000.0,FIM DE SEMANA,AGOSTO,121.33333333333331,12.0
2022,71.0,4000.0,FIM DE SEMANA,MAIO,-612.5,1.0
2023,71.0,7930.0,DIA UTIL,ABRIL,-28.0,1.0
2023,71.0,2800.0,DIA UTIL,JUNHO,-172.5,1.0
2024,71.0,2800.0,DIA UTIL,JUNHO,116.66666666666669,1.0
2024,71.0,3200.0,DIA UTIL,NOVEMBRO,186.66666666666663,1.0
2023,69.0,50000.0,FIM DE SEMANA,DEZEMBRO,-1.0,Outros
2023,69.0,3200.0,DIA UTIL,DEZEMBRO,499.5,Outros
2023,77.0,3000.0,FIM DE SEMANA,ABRIL,-218.5,Outros
2022,63.0,2000.0,FIM DE SEMANA,MAIO,-299.5,9.0
2022,63.0,0.0,FIM DE SEMANA,JULHO,-124.0,9.0
2023,63.0,50000.0,DIA UTIL,NOVEMBRO,107.0,9.0
2024,63.0,8000.0,DIA UTIL,ABRIL,10.25,9.0
2024,63.0,8000.0,FIM DE SEMANA,ABRIL,0.5,9.0
2024,63.0,3000.0,DIA UTIL,JUNHO,-136.5,9.0
2025,63.0,8000.0,DIA UTIL,MARÇO,85.25,9.0
2022,66.0,4000.0,DIA UTIL,JUNHO,-435.0,1.0
2022,87.0,34000.0,DIA UTIL,JUNHO,999.0,Outros
2025,61.0,2400.0,DIA UTIL,NOVEMBRO,333.0,Outros
2024,68.0,60000.0,FIM DE SEMANA,OUTUBRO,-31.8,3.0
2025,68.0,68000.0,FIM DE SEMANA,NOVEMBRO,76.8,3.0
2024,87.0,33921.0,FIM DE SEMANA,DEZEMBRO,238.0,Outros
2023,67.0,8000.0,DIA UTIL,OUTUBRO,119.0,1.0
2024,67.0,7000.0,FIM DE SEMANA,JUNHO,-158.33333333333334,1.0
2025,67.0,8000.0,DIA UTIL,SETEMBRO,143.2,1.0
2022,71.0,6000.0,DIA UTIL,ABRIL,-234.0,9.0
2022,71.0,42000.0,FIM DE SEMANA,JUNHO,-220.0,9.0
2023,71.0,25000.0,FIM DE SEMANA,MAIO,-190.66666666666663,9.0
2024,71.0,8000.0,DIA UTIL,NOVEMBRO,295.6666666666667,9.0
2024,71.0,8000.0,DIA UTIL,NOVEMBRO,2.333333333333333,9.0
2024,74.0,3900.0,DIA UTIL,MARÇO,499.5,Outros
2025,62.0,15000.0,FIM DE SEMANA,AGOSTO,361.6666666666667,8.0
2022,61.0,4000.0,FIM DE SEMANA,JULHO,-423.0,9.0
2022,61.0,2500.0,FIM DE SEMANA,NOVEMBRO,-337.0,9.0
2023,61.0,3200.0,DIA UTIL,JUNHO,236.0,9.0
2023,61.0,7000.0,DIA UTIL,OUTUBRO,-140.5,9.0
2024,61.0,3875.0,FIM DE SEMANA,JULHO,363.5,9.0
2024,61.0,12500.0,FIM DE SEMANA,NOVEMBRO,-116.66666666666669,9.0
2025,61.0,49107.0,FIM DE SEMANA,OUTUBRO,424.5,9.0
2025,90.0,7000.0,DIA UTIL,OUTUBRO,5.428571428571429,Outros
2023,67.0,54316.0,FIM DE SEMANA,NOVEMBRO,-1.4,6.0
2023,67.0,54316.0,DIA UTIL,NOVEMBRO,0.2,6.0
2023,67.0,54316.0,DIA UTIL,NOVEMBRO,-27.0,6.0
2023,67.0,54316.0,DIA UTIL,NOVEMBRO,0.25,6.0
2023,67.0,54316.0,FIM DE SEMANA,NOVEMBRO,0.25,6.0
2023,67.0,54316.0,FIM DE SEMANA,NOVEMBRO,0.25,6.0
2023,84.0,71239.0,DIA UTIL,NOVEMBRO,199.8,Outros
2024,63.0,5400.0,DIA UTIL,JUNHO,333.0,Outros
2025,70.0,37608.0,FIM DE SEMANA,MARÇO,238.33333333333331,Outros
2022,70.0,3425.0,FIM DE SEMANA,NOVEMBRO,-338.3333333333333,11.0
2022,70.0,3425.0,FIM DE SEMANA,NOVEMBRO,0.3333333333333333,11.0
2022,70.0,3425.0,DIA UTIL,NOVEMBRO,1.0,11.0
2022,70.0,3425.0,DIA UTIL,NOVEMBRO,2.6666666666666665,11.0
2023,70.0,7000.0,DIA UTIL,JULHO,-57.0,11.0
2023,70.0,7000.0,FIM DE SEMANA,JULHO,0.5,11.0
2023,70.0,8000.0,DIA UTIL,OUTUBRO,68.6,11.0
2023,70.0,8000.0,FIM DE SEMANA,OUTUBRO,0.4,11.0
2023,70.0,8000.0,FIM DE SEMANA,OUTUBRO,0.2,11.0
2024,70.0,30000.0,DIA UTIL,NOVEMBRO,-44.57142857142857,11.0
2025,70.0,3000.0,FIM DE SEMANA,AGOSTO,52.4,11.0
2025,70.0,9000.0,DIA UTIL,NOVEMBRO,143.33333333333334,11.0
2025,70.0,8800.0,FIM DE SEMANA,NOVEMBRO,0.1666666666666666,11.0
2023,74.0,30160.0,FIM DE SEMANA,SETEMBRO,199.8,Outros
2022,88.0,8594.0,DIA UTIL,AGOSTO,-54.0,Outros
2023,63.0,5800.0,FIM DE SEMANA,JANEIRO,-282.6666666666667,11.0
2024,62.0,2700.0,FIM DE SEMANA,ABRIL,375.0,Outros
2022,73.0,2700.0,DIA UTIL,DEZEMBRO,-169.0,3.0
2023,92.0,50000.0,DIA UTIL,NOVEMBRO,90.0,6.0
2023,92.0,50000.0,FIM DE SEMANA,NOVEMBRO,0.2,6.0
2023,92.0,50000.0,FIM DE SEMANA,NOVEMBRO,0.2,6.0
2022,61.0,3200.0,FIM DE SEMANA,FEVEREIRO,-197.0,9.0
2022,61.0,45000.0,FIM DE SEMANA,DEZEMBRO,-66.0,9.0
2024,61.0,8000.0,DIA UTIL,SETEMBRO,104.66666666666669,9.0
2024,61.0,8000.0,FIM DE SEMANA,SETEMBRO,0.1666666666666666,9.0
2024,61.0,8000.0,FIM DE SEMANA,SETEMBRO,0.1666666666666666,9.0
2022,67.0,4000.0,DIA UTIL,JUNHO,-276.6666666666667,11.0
2023,67.0,8000.0,FIM DE SEMANA,FEVEREIRO,75.66666666666667,11.0
2024,67.0,14750.0,FIM DE SEMANA,SETEMBRO,130.66666666666666,11.0
2025,67.0,7000.0,FIM DE SEMANA,SETEMBRO,-26.0,11.0
2025,67.0,8000.0,DIA UTIL,NOVEMBRO,339.3333333333333,11.0
2025,70.0,3500.0,DIA UTIL,MAIO,183.33333333333331,3.0
2022,61.0,8500.0,DIA UTIL,MAIO,-282.75,10.0
2024,79.0,24000.0,FIM DE SEMANA,AGOSTO,-19.666666666666668,10.0
2024,79.0,7000.0,DIA UTIL,DEZEMBRO,316.0,10.0
2025,79.0,40000.0,FIM DE SEMANA,ABRIL,77.33333333333333,10.0
2025,66.0,3500.0,FIM DE SEMANA,MAIO,255.0,Outros
2024,69.0,7000.0,DIA UTIL,MARÇO,-0.3333333333333333,Outros
2025,71.0,35000.0,FIM DE SEMANA,MARÇO,97.4,14.0
2022,67.0,8000.0,DIA UTIL,MARÇO,-226.0,9.0
2022,67.0,8000.0,FIM DE SEMANA,MARÇO,0.25,9.0
2022,67.0,8000.0,FIM DE SEMANA,MARÇO,0.25,9.0
2022,67.0,6500.0,DIA UTIL,JULHO,-78.66666666666667,9.0
2022,67.0,8000.0,DIA UTIL,OUTUBRO,55.5,9.0
2022,67.0,8000.0,FIM DE SEMANA,OUTUBRO,0.25,9.0
2023,67.0,8000.0,DIA UTIL,MARÇO,48.66666666666666,9.0
2023,67.0,8000.0,FIM DE SEMANA,MARÇO,0.3333333333333333,9.0
2023,67.0,8000.0,FIM DE SEMANA,MARÇO,0.3333333333333333,9.0
2025,76.0,0.0,FIM DE SEMANA,NOVEMBRO,999.0,Outros
2025,76.0,3200.0,DIA UTIL,OUTUBRO,499.5,Outros
2022,79.0,45000.0,FIM DE SEMANA,DEZEMBRO,-672.0,4.0
2024,79.0,60000.0,FIM DE SEMANA,OUTUBRO,-77.0,4.0
2024,79.0,60000.0,FIM DE SEMANA,OUTUBRO,0.2,4.0
2023,66.0,50000.0,FIM DE SEMANA,DEZEMBRO,499.5,Outros
2024,60.0,40000.0,FIM DE SEMANA,ABRIL,-91.0,1.0
2022,61.0,34000.0,DIA UTIL,JUNHO,0.0,Outros
2023,66.0,40000.0,FIM DE SEMANA,NOVEMBRO,225.0,3.0
2024,66.0,46572.0,FIM DE SEMANA,NOVEMBRO,145.0,0.0
2025,69.0,3000.0,FIM DE SEMANA,MAIO,375.0,0.0
2025,70.0,2800.0,DIA UTIL,MAIO,251.33333333333331,Outros
2025,85.0,55239.0,FIM DE SEMANA,ABRIL,70.5,9.0
2025,85.0,55240.0,FIM DE SEMANA,ABRIL,0.1666666666666666,9.0
2025,72.0,37608.0,FIM DE SEMANA,MARÇO,333.0,Outros
2023,63.0,7950.0,DIA UTIL,FEVEREIRO,-97.5,9.0
2023,77.0,35000.0,FIM DE SEMANA,NOVEMBRO,117.4,Outros
2025,81.0,47645.0,FIM DE SEMANA,MAIO,-0.6666666666666666,4.0
2025,81.0,47645.0,FIM DE SEMANA,MAIO,0.1666666666666666,4.0
2025,81.0,70000.0,DIA UTIL,MAIO,439.0,4.0
2022,69.0,2200.0,FIM DE SEMANA,MAIO,-227.5,7.0
2023,69.0,20000.0,FIM DE SEMANA,ABRIL,114.66666666666669,7.0
2025,62.0,3200.0,DIA UTIL,NOVEMBRO,378.0,3.0
2022,61.0,42000.0,FIM DE SEMANA,JUNHO,-89.0,9.0
2023,61.0,7500.0,FIM DE SEMANA,ABRIL,143.5,9.0
2023,61.0,40000.0,FIM DE SEMANA,MAIO,91.0,9.0
