nome,generos,popularidade,seguidores,imagem,genero_cluster
HARD GZ,0,61,364646,https://i.scdn.co/image/ab6761610000e5eb466d020d467740377fb29f4b,3.0
HUDSON WESTBROOK,COUNTRY,72,364427,https://i.scdn.co/image/ab6761610000e5eb4281e9533b3d9b5765feca69,2.0
NETTSPEND,UNDERGROUND HIP HOP,63,363649,https://i.scdn.co/image/ab6761610000e5eb6bc255a221b2d2db4c1de21f,5.0
EKKSTACY,0,62,363600,https://i.scdn.co/image/ab6761610000e5eb588107c79bcbeb284d2ef895,3.0
ANTHONY DAASAN,TAMIL DANCE,60,363026,https://i.scdn.co/image/ab6761610000e5eba5588c6da80fb83ab503cb64,5.0
OUTLAWZ,WEST COAST HIP HOP,64,363014,https://i.scdn.co/image/ab6761610000e5eb6c0bf02007c6dee703ab3c45,Outros
SYDNEY ROSE,0,64,362199,https://i.scdn.co/image/ab6761610000e5eb58cf0937223e435e34e29afb,3.0
LSD,0,61,361758,https://i.scdn.co/image/ab6761610000e5eb9923e913151e48529710edb2,3.0
ANDREW LLOYD WEBBER,MUSICALS,66,361098,https://i.scdn.co/image/ab6761610000e5eb1246c5886ac87c6334cd3a33,7.0
MARTINA STOESSEL,0,60,360714,https://i.scdn.co/image/ab67616d0000b2739198ad3781af28c9bfc7de2a,3.0
DJAY W,BRAZILIAN FUNK,62,360407,https://i.scdn.co/image/ab6761610000e5ebeaf48bd7a74b5cebfb130090,12.0
VANESSA PARADIS,VARIETE FRANCAISE,60,360071,https://i.scdn.co/image/ab6761610000e5eb0ed21d575f90079f2c7e4117,5.0
ADRIATIQUE,MELODIC TECHNO,65,359871,https://i.scdn.co/image/ab6761610000e5ebf79457bd44fc38d78dca1e97,7.0
NATE RUESS,0,65,359631,https://i.scdn.co/image/5d5dec419f704181b9a23dd9c55562632817c442,3.0
BIBI BLOCKSBERG,0,78,359128,https://i.scdn.co/image/ab6761610000e5ebe83f3be9f66d84bfd7afba29,3.0
TRINIX,0,67,358471,https://i.scdn.co/image/ab6761610000e5eb497a81cdc9c49a1c118539b3,3.0
RACHEL CHINOURIRI,0,61,358381,https://i.scdn.co/image/ab6761610000e5eb1cbc805e89343f30e20fb066,3.0
MEG DONNELLY,0,67,357906,https://i.scdn.co/image/ab6761610000e5eb3850cee23134834d50f1e6fb,3.0
SMA$HER,PHONK,72,357867,https://i.scdn.co/image/ab6761610000e5ebfd62f9075059f435ac9211bd,2.0
EL PAYASO PLIM PLIM,LULLABY,69,357791,https://i.scdn.co/image/ab6761610000e5eb0c1893cac7e715300dc0e65a,7.0
TRINIDAD CARDONA,0,61,357474,https://i.scdn.co/image/ab6761610000e5eb00cba750d86a605dad7f662a,3.0
MARCOS VILLALOBOS,ELECTRO CORRIDOS,65,357334,https://i.scdn.co/image/ab6761610000e5eb5881afd4ba59c21053d9d7a0,7.0
RAFA PABON,REGGAETON,65,357180,https://i.scdn.co/image/ab6761610000e5ebbb850ef582e83269a8831f88,Outros
DALLASS,BRAZILIAN TRAP,72,357134,https://i.scdn.co/image/ab6761610000e5eb9b36de3852c1c803e2934258,8.0
HANZEL LA H,TRAP LATINO,61,357071,https://i.scdn.co/image/ab6761610000e5eb395b6d618f024809e6de9ed0,5.0
MK,HOUSE,69,356689,https://i.scdn.co/image/ab6761610000e5eb05e35cc099dfdf207bdce2ae,7.0
TOMMEE PROFITT,0,65,356563,https://i.scdn.co/image/ab6761610000e5ebd55d2a63e1452757b332ff83,3.0
EBONY,0,63,356110,https://i.scdn.co/image/ab6761610000e5eb07f2470fe2912086a7fd0aae,3.0
MR. PROBZ,0,64,356040,https://i.scdn.co/image/ab6761610000e5eb4665e17c6cad3616d170dfeb,3.0
WAYLON WYATT,COUNTRY,67,355890,https://i.scdn.co/image/ab6761610000e5eb7731748498f58eea03d95a2d,7.0
NOBUO UEMATSU,SOUNDTRACK,60,355786,https://i.scdn.co/image/e5ac7ec5636e8c29e376eba45256c756b2879bf7,5.0
VOILA,0,68,355415,https://i.scdn.co/image/ab6761610000e5eb2b8c0a420a952a14a2e23c9c,3.0
BLUEY,CHILDREN'S MUSIC,64,354911,https://i.scdn.co/image/ab6761610000e5ebab63f9546d1869dd288d94b1,7.0
RAPHAELA SANTOS,BREGA,61,354839,https://i.scdn.co/image/ab6761610000e5eb85bc1e2b89251419bb5b98a1,0.0
WHATSAHEART,SHOEGAZE,60,354416,https://i.scdn.co/image/ab6761610000e5eb465423bf709bf268d590fe3f,Outros
ALEE,BRAZILIAN TRAP,70,354116,https://i.scdn.co/image/ab6761610000e5eb3a73517b20ba60b63324457c,8.0
DAESUNG,K-POP,61,353874,https://i.scdn.co/image/ab6761610000e5ebcebb44ed3b29601d68cac28a,9.0
LONDON SYMPHONY ORCHESTRA,CLASSICAL,74,353849,https://i.scdn.co/image/ab6761610000e5eb5a5d168879568c94e86c61aa,Outros
ROXY DEKKER,NEDERPOP,63,353408,https://i.scdn.co/image/ab6761610000e5ebc3323ad55a56ccfa4d4e6b78,5.0
LOST SKY,0,60,353283,https://i.scdn.co/image/ab6761610000e5ebc5a27c631d60a8b0c99eff59,3.0
YOUNG ADZ,GRIME,60,353141,https://i.scdn.co/image/ab6761610000e5ebc5e66de277e7753d6e479fb0,Outros
PROVINZ,GERMAN INDIE,66,352848,https://i.scdn.co/image/ab6761610000e5eb95f5676381c5df9ec9135645,Outros
JAMES HORNER,SOUNDTRACK,64,352665,https://i.scdn.co/image/cf3b34dae12d2d8147b8c2b39387047778d587e3,7.0
GALVAN REAL,FLAMENCO,60,352600,https://i.scdn.co/image/ab6761610000e5eba3540fcfa3129f0dfb683d54,5.0
LABI SIFFRE,0,64,352420,https://i.scdn.co/image/ab6761610000e5ebbac42447a71cc398fad2efac,3.0
HITEN,DESI HIP HOP,61,352071,https://i.scdn.co/image/ab6761610000e5ebf829ee502046c2d4e095ac08,Outros
SYLEENA JOHNSON,NEO SOUL,65,351968,https://i.scdn.co/image/ab6761610000e5ebdf8de935670b720d05a68179,Outros
ECCO2K,CLOUD RAP,61,350118,https://i.scdn.co/image/ab6761610000e5eba4caf4073b40cef9206c8012,Outros
GLOKK40SPAZ,UNDERGROUND HIP HOP,66,349687,https://i.scdn.co/image/ab6761610000e5eb8a9e99eb3d0dd4c6a5b7209b,7.0
GLAIVE,HYPERPOP,64,349422,https://i.scdn.co/image/ab6761610000e5ebbd09e61276a442f8c61f85b4,Outros
NITTY GRITTY DIRT BAND,BLUEGRASS,60,348663,https://i.scdn.co/image/ab6761610000e5ebaafa59a70d44b77d41b5fd50,Outros
FROU FROU,0,63,348489,https://i.scdn.co/image/ab6761610000e5eb36e26b5e16a105ddc4e238f6,3.0
BRENNO & MATHEUS,AGRONEJO,65,347959,https://i.scdn.co/image/ab6761610000e5ebbf19b1044d152d7aa06dfc13,Outros
MILO MANHEIM,0,67,347952,https://i.scdn.co/image/ab6772690000c46c85e07473b5ebf868e46b81f5,3.0
DEL THE FUNKY HOMOSAPIEN,0,67,347887,https://i.scdn.co/image/37ddb345143488175cef180b553253a467ec5362,3.0
EDWARD MAYA,EDM,67,347538,https://i.scdn.co/image/ab6761610000e5ebc45b5b51508a9d2c15c250df,Outros
DR. ALBAN,EURODANCE,63,347479,https://i.scdn.co/image/ab6761610000e5eb65df8d8faf6b4e828a33117d,5.0
ALEXANDRE DESPLAT,SOUNDTRACK,64,347025,https://i.scdn.co/image/ab6772690000c46cf9a8d4c2fbbdba7962061bf9,7.0
TY MYERS,COUNTRY,70,346994,https://i.scdn.co/image/ab6761610000e5eb557ca576b3672ae5a89ce299,7.0
SNOW STRIPPERS,ELECTROCLASH,67,346950,https://i.scdn.co/image/ab6761610000e5eb2949c67f381d533010389d6a,7.0
CODY CARNES,WORSHIP,66,346611,https://i.scdn.co/image/ab6761610000e5eb4b18d95ac132e7457f7e0e5a,7.0
FLY LO,TRAP,63,346392,https://i.scdn.co/image/ab6761610000e5eb8609bdde790c3e028dda8368,12.0
AZZY,BRAZILIAN HIP HOP,62,345894,https://i.scdn.co/image/ab6761610000e5ebfbfbb1fbe3dd682a67e560dd,9.0
ERNEST,COUNTRY,69,345044,https://i.scdn.co/image/ab6761610000e5eb5a21a7522c9d04f1bf355751,7.0
AARYAN SHAH,DARK R&B,60,345006,https://i.scdn.co/image/ab6761610000e5eb758c2827e9bcd8268fd7d8b0,5.0
KXLLSWXTCH,TRAP METAL,61,344878,https://i.scdn.co/image/ab6761610000e5eb331ab4e3c9903e7bfdb78e32,9.0
DIGGY GRAVES,HORRORCORE,62,344848,https://i.scdn.co/image/ab6761610000e5eb76214b84dc4393e4836a3920,5.0
JORDAN ADETUNJI,SEXY DRILL,63,344297,https://i.scdn.co/image/ab6761610000e5ebb37f3a71a8cd5f70d64b32cc,5.0
THE AVENER,0,61,343590,https://i.scdn.co/image/ab6761610000e5ebcf3d8cbcd375f9ac87b50ea0,3.0
DESAKTA2,CUARTETO,68,343043,https://i.scdn.co/image/ab6761610000e5ebe94a0b1e15fe27b46bd360a1,7.0
NIGHT SKINNY,ITALIAN TRAP,68,340110,https://i.scdn.co/image/ab6761610000e5eb12c0084a75a8e3be3eaa62f2,8.0
RUSOWSKY,NEOPERREO,70,339629,https://i.scdn.co/image/ab6761610000e5eb1ccc31898f2f43623815bac8,7.0
CARPETMAN,0,62,339142,https://i.scdn.co/image/ab6761610000e5ebe7ae7b7b800097eb7b189000,3.0
GILLI,DANSK RAP,64,338843,https://i.scdn.co/image/ab6761610000e5ebcc02e374cfd03a901f5a63c6,7.0
IAN CORDOVA,ELECTRO CORRIDOS,67,338792,https://i.scdn.co/image/ab6761610000e5eb536c100bbba61f6292af3272,7.0
THEUZINHO,ARROCHA,65,338585,https://i.scdn.co/image/ab6761610000e5eb6a8094039372fd4af2e5be65,7.0
NUMBER_I,J-POP,67,338279,https://i.scdn.co/image/ab6761610000e5ebd001052a98a7e17248dda6cf,Outros
ADAM PORT,AFRO HOUSE,72,337919,https://i.scdn.co/image/ab6761610000e5eb722acdd4bb9e3aac45436d08,2.0
MC MENO K,BRAZILIAN FUNK,80,337806,https://i.scdn.co/image/ab6761610000e5ebbb83e0b2decc9e04a0c78c8c,12.0
DFZM,0,70,337635,https://i.scdn.co/image/ab6761610000e5eb501b9582ecc41f4fab0e314c,3.0
PAPA V,ITALIAN TRAP,67,337299,https://i.scdn.co/image/ab6761610000e5eb2b0f79124f085551a984ecbe,8.0
FREYA SKYE,0,67,336397,https://i.scdn.co/image/ab6761610000e5eb98921b5dad95a4398c27b203,3.0
PRASOON JOSHI,BOLLYWOOD,62,336339,https://i.scdn.co/image/ab67616d0000b273f7ef0dd80ad1de8fc1727bd7,5.0
PRIYANKA SINGH,BHOJPURI POP,64,335757,https://i.scdn.co/image/ab6761610000e5eb421e6231ca4ed78fa3506d73,7.0
2WEI,0,62,335283,https://i.scdn.co/image/ab6761610000e5eb722b7deedeb78d3f4482c4d7,3.0
HOT MULLIGAN,MIDWEST EMO,63,334650,https://i.scdn.co/image/ab6761610000e5ebf39d742e60fa4e7246c133d4,5.0
THE WIGGLES,CHILDREN'S MUSIC,68,334010,https://i.scdn.co/image/ab6761610000e5ebd1ae84bcf2859d7d42e422a5,7.0
FLEX,REGGAETON,63,333662,https://i.scdn.co/image/ab6761610000e5eb48f91958697dbd1ca9fd005d,Outros
WHEATUS,0,66,332969,https://i.scdn.co/image/ab6761610000e5ebe8c1fc6fd187531a90190cc3,3.0
NICKY YOURE,0,64,332306,https://i.scdn.co/image/ab6761610000e5ebaf41adb04f91c8f9cc18a3d3,3.0
GENEZIO,FRENCH RAP,68,332254,https://i.scdn.co/image/ab6761610000e5eb900a9c7861196dee9217114a,7.0
CURRENTS,METALCORE,61,331820,https://i.scdn.co/image/ab6761610000e5eb628a3928ad94643d5c389b68,0.0
LEALL,BOOM BAP,61,330517,https://i.scdn.co/image/ab6761610000e5ebaa2f198b34083886b53b0921,5.0
MC LUANNA,BRAZILIAN TRAP,63,330015,https://i.scdn.co/image/ab6761610000e5eb273701ea51b14b0947940898,8.0
CHEZILE,0,68,329844,https://i.scdn.co/image/ab6761610000e5ebb1593dbc8b1c5ee3c62b55a1,3.0
KALPANA PATOWARY,BHOJPURI POP,63,329772,https://i.scdn.co/image/ab6761610000e5ebf7736e6629e79fa422d9418c,5.0
CHE,RAGE RAP,65,329369,https://i.scdn.co/image/ab6761610000e5ebefc665aaf840aff546d743c2,Outros
VINAYAK SASIKUMAR,MALAYALAM POP,68,329261,https://i.scdn.co/image/ab6761610000e5eb9eaf19623207dfe5105c731b,7.0
JAN BLOMQVIST,MELODIC HOUSE,61,329196,https://i.scdn.co/image/ab6761610000e5ebc5d53a4c9c695a758abbe1eb,5.0
MARCELO MARKES,GOSPEL,62,329014,https://i.scdn.co/image/ab6761610000e5eb4784fda5c9b300859b369988,5.0
CHARITY GAYLE,WORSHIP,63,328184,https://i.scdn.co/image/ab6761610000e5eb1ed6748d965beb96e5ba04c1,5.0
WHETHAN,0,64,328146,https://i.scdn.co/image/ab6761610000e5eb5a74d22ee031912d4b46871f,3.0
DJ PREMIER,EAST COAST HIP HOP,67,325968,https://i.scdn.co/image/ab6761610000e5ebba05f3f8bdbb0a9efbf4de6e,Outros
THOMAS BERGERSEN,ORCHESTRAL,63,325806,https://i.scdn.co/image/ab6761610000e5eb2a3c9a13038cce4e5155c28b,5.0
NAFEESISBOUJEE,0,66,325377,https://i.scdn.co/image/ab6761610000e5eb1784aa48f93ad19d59ea2885,3.0
IVAN GREKO,TRAP,62,325230,https://i.scdn.co/image/ab6761610000e5eb53fc4aa06e592d0c38d1e9e7,12.0
DUTCH MELROSE,DARK R&B,65,325186,https://i.scdn.co/image/ab6761610000e5eb3aa6f1cd1bbafb2aafee375c,7.0
DEXYS MIDNIGHT RUNNERS,0,61,325061,https://i.scdn.co/image/ab6761610000e5eb22b24b0c36be490f043d032a,3.0
XDUPPY,AMAPIANO,60,324584,https://i.scdn.co/image/ab6761610000e5eb728306076d13534e33b20c89,5.0
LANG LANG,CLASSICAL PIANO,63,324200,https://i.scdn.co/image/ab6761610000e5eba055dd309c431253b48ee686,5.0
VIKRAM SARKAR,HARYANVI POP,72,323849,https://i.scdn.co/image/ab6761610000e5eb66c49b2a809de1ce4762cc8c,2.0
K3,CHILDREN'S MUSIC,63,323560,https://i.scdn.co/image/ab6761610000e5eb3535c30e034eb7e6918778db,5.0
ESTEVAN PLAZOLA,CORRIDO,67,323419,https://i.scdn.co/image/ab6761610000e5eb79a674933fc41bb9403eb060,7.0
BLOODHOUND LIL JEFF,CHICAGO DRILL,65,323391,https://i.scdn.co/image/ab6761610000e5ebd2fea07df5a63d909e6b0877,7.0
VØJ,PHONK,61,323333,https://i.scdn.co/image/ab6761610000e5eb560279a9a9ca93d0873677fe,5.0
YSEULT,FRENCH R&B,64,323243,https://i.scdn.co/image/ab6761610000e5ebfb0da035dd3739987fcdaeba,7.0
2KE,PHONK,66,323181,https://i.scdn.co/image/ab6761610000e5eba2ae95e3eee9a24d0f54796c,7.0
MY HEAD IS EMPTY,DARK AMBIENT,64,322013,https://i.scdn.co/image/ab6761610000e5eb4b6030be2875fe6f412ddac9,7.0
MC JVILA,BRAZILIAN FUNK,73,321087,https://i.scdn.co/image/ab6761610000e5eb2e7d529e772eb758e00be070,12.0
TOPIC,0,73,320966,https://i.scdn.co/image/ab6761610000e5eb1e054306a04746038131cf7a,3.0
KING & PRINCE,J-POP,63,320769,https://i.scdn.co/image/ab6761610000e5eb27ffa499e94acf91dd4e5231,Outros
SAYFALSE,PHONK,79,320491,https://i.scdn.co/image/ab6761610000e5ebff21d1e99bd2b43cb6107352,2.0
TAYNA,AFRO HOUSE,62,319929,https://i.scdn.co/image/ab6761610000e5eb8a8607fea262f8bc92c37238,5.0
RICHY MITCH & THE COAL MINERS,0,68,318936,https://i.scdn.co/image/ab6761610000e5eb01ec31c861d4faed6ae74a11,3.0
CACHIRULA,REGGAETON MEXA,69,318400,https://i.scdn.co/image/ab6761610000e5eb65f1c2b41959c7f8a7f0aef4,Outros
GRAHAM,0,61,318359,https://i.scdn.co/image/ab6761610000e5eb68433ac169224827b59043a0,3.0
OMORI,0,61,317873,https://i.scdn.co/image/ab6761610000e5eb9d66564a2beec434bc7d830f,3.0
KREAM,0,63,317197,https://i.scdn.co/image/ab6761610000e5eb3b5755d93e148df795007d72,3.0
DJ JAPA NK,BRAZILIAN FUNK,79,317115,https://i.scdn.co/image/ab6761610000e5eba5a47189fc33316c3ef73794,12.0
URIEL LOZANO,CUMBIA,64,316618,https://i.scdn.co/image/ab6761610000e5eb48ab7bcff979d7e2d86753ba,7.0
DYNORO,0,63,316427,https://i.scdn.co/image/ab6761610000e5eb71c0e657e2c507f83aeb1627,3.0
KHAMARI,INDIE R&B,65,315886,https://i.scdn.co/image/ab6761610000e5eb6921bdf2ddc6e84970fd172e,Outros
NEW RADICALS,0,64,315749,https://i.scdn.co/image/181d69eb2191335b136de8993e0c2ef9f381600c,3.0
HAZE,REGGAETON,68,315678,https://i.scdn.co/image/ab6761610000e5eb1e995c033acc8dd01a359850,Outros
TYLER HUBBARD,COUNTRY,61,315505,https://i.scdn.co/image/ab6761610000e5eb2f6f827fdf212575e1c4f646,5.0
DWELE,NEO SOUL,68,315391,https://i.scdn.co/image/aa89f602bf1630354e7e43a977492634e1f77814,Outros
ARASH,AFRO HOUSE,70,315218,https://i.scdn.co/image/ab6761610000e5eb8a1890a7ec43f20b51a8e9e5,7.0
WE THE KINGDOM,WORSHIP,62,315073,https://i.scdn.co/image/ab6761610000e5eb4b79f5e97e9aac4a50a39045,5.0
MALTE MARTEN,0,64,315032,https://i.scdn.co/image/ab6761610000e5eb0a3a52f40ff854a06a13431b,3.0
JOHANN JOHANNSSON,NEOCLASSICAL,61,314884,https://i.scdn.co/image/ab6761610000e5ebd48e69f1a6285f43905ad89b,Outros
FOXES,0,62,314746,https://i.scdn.co/image/ab6761610000e5ebadb663c00fcc431448abfcb4,3.0
WIZZ BAKER,LAGU TIMUR,66,314330,https://i.scdn.co/image/ab67616d0000b2730d4cdac68ebfcf4748115d96,7.0
GEEK MUSIC,ANIME,61,314102,https://i.scdn.co/image/ab6761610000e5eb7c3e821249e3b4455323cc6d,Outros
RAGHAV CHAITANYA,HINDI INDIE,64,313695,https://i.scdn.co/image/ab6761610000e5ebf16aafe18e9e1761a79eb406,7.0
¥ELLOW BUCKS,J-RAP,60,313586,https://i.scdn.co/image/ab6761610000e5eb96f97b5864fba3b21b53bb55,Outros
DANILO E DAVI,SERTANEJO,69,312047,https://i.scdn.co/image/ab6761610000e5ebd6982a422d609e0986ecea5e,10.0
NBSPLV,0,63,312045,https://i.scdn.co/image/ab6761610000e5ebd8556811e8509d9acbf42140,3.0
KUBI PRODUCENT,0,65,312035,https://i.scdn.co/image/ab6761610000e5eb45eee2f28acd654c17040b83,3.0
SONNY FODERA,HOUSE,68,311924,https://i.scdn.co/image/ab6761610000e5eb7b6dc7a1fff395168d88fff7,7.0
CONOCIENDO RUSIA,LATIN INDIE,61,311774,https://i.scdn.co/image/ab6761610000e5eb2d0bdbd19bca408f39f2ac3b,5.0
攬佬SKAI ISYOURGOD,CHINESE HIP HOP,65,311564,https://i.scdn.co/image/ab67616d0000b2735e378db93f143ce29d316528,7.0
MNEK,0,67,311540,https://i.scdn.co/image/ab6761610000e5eb1d3c53f120baf612a3a3e23e,3.0
MARVVILA,PAGODE,65,311018,https://i.scdn.co/image/ab6761610000e5ebb63ad1968eed461c458f9b7a,1.0
SNAP!,EURODANCE,63,310828,https://i.scdn.co/image/ab6761610000e5eb1097cae1ae4199d388081661,5.0
ODEAL,AFROSWING,66,310593,https://i.scdn.co/image/ab6761610000e5eb74ad077c18bcd89234376664,7.0
MC RODRIGO DO CN,BRAZILIAN FUNK,79,310579,https://i.scdn.co/image/ab6761610000e5eb4fd600a930dcee006e63813e,12.0
ARMAND VAN HELDEN,DISCO HOUSE,64,310396,https://i.scdn.co/image/ab6761610000e5ebb22d49b871ccbfa4b31331e8,7.0
JALEN NGONDA,RETRO SOUL,62,310394,https://i.scdn.co/image/ab6761610000e5ebc25c1a242016e8199d9669ea,Outros
DROPS INA,GOSPEL,60,310054,https://i.scdn.co/image/ab6761610000e5ebc4ce932a1cd70958b2d9b571,5.0
BILLY RAY CYRUS,COUNTRY,62,308922,https://i.scdn.co/image/ab6761610000e5ebab35da9e3f7601194760be68,5.0
LOS CHAVALITOS,CORRIDO,62,307951,https://i.scdn.co/image/ab6761610000e5ebf7108e4eb956542c51bc5668,5.0
K'NAAN,0,62,307948,https://i.scdn.co/image/ab6761610000e5ebd38110d8912bd295b0fca352,3.0
ADRIAN L SANTOS,CORRIDOS TUMBADOS,60,307128,https://i.scdn.co/image/ab6761610000e5ebea4b108202d5565a65c96ecb,5.0
SONS OF LEGION,0,62,306966,https://i.scdn.co/image/ab6761610000e5ebbfb4638e8e2cf3f38671d59b,3.0
STACEY KENT,FRENCH JAZZ,60,306947,https://i.scdn.co/image/ab6761610000e5eb7773162cc90fc8dfb720fdfe,5.0
RICCHI E POVERI,ITALO DANCE,63,306696,https://i.scdn.co/image/ab6761610000e5eb56d025ec4efa356f8d72a536,5.0
GERM,HORRORCORE,63,306515,https://i.scdn.co/image/ab6761610000e5eb33dc0d770bc31f3193f0a622,5.0
WILKINSON,DRUM AND BASS,61,305973,https://i.scdn.co/image/ab6761610000e5eb5f15723ab574d7fc2db10a60,5.0
FLEURIE,0,61,305522,https://i.scdn.co/image/ab6761610000e5eb4403081d381857939edaec33,3.0
POL GRANCH,0,68,305219,https://i.scdn.co/image/ab6761610000e5eba8754cf7d085b17bfbb58f4a,3.0
JAZZWRLD,3 STEP,68,304942,https://i.scdn.co/image/ab6761610000e5eb8665a17f908fbe85342b16b5,7.0
JADE,0,64,304654,https://i.scdn.co/image/ab6761610000e5ebb6fff16f1d7f5569cbdf42ac,3.0
6YNTHMANE,PHONK,62,304432,https://i.scdn.co/image/ab6761610000e5eb9081009c6d390e2360e5b1e3,5.0
JUTES,0,63,303243,https://i.scdn.co/image/ab6761610000e5eb15303075894810f3b4deba32,3.0
JOHN POWELL,SOUNDTRACK,65,303230,https://i.scdn.co/image/ab6761610000e5eb7407d140005a90a2fcb34c43,7.0
REI AMI,0,87,302636,https://i.scdn.co/image/ab6761610000e5ebeb39ded0900c3e50e3d7ba68,3.0
BUNT.,STUTTER HOUSE,70,302607,https://i.scdn.co/image/ab6761610000e5eb5b7e8e92c0f81880bf93bc6b,7.0
VEEZE,0,63,302069,https://i.scdn.co/image/ab6761610000e5eb7a96f6990c7005c723b4799f,3.0
LEISURE,INDIE SOUL,66,302006,https://i.scdn.co/image/ab6761610000e5ebf6589d1d011c7568f9d8c113,Outros
YLL LIMANI,0,60,301158,https://i.scdn.co/image/ab6761610000e5eb5fb8a515ea21dc5e08828346,3.0
BENNETT,HYPERTECHNO,68,301036,https://i.scdn.co/image/ab6761610000e5ebceb79513a3973799e2b684d5,7.0
$WERVE,PHONK,62,300685,https://i.scdn.co/image/ab6761610000e5eb6ed87eddbe656d61db237878,5.0
NINO PAID,0,65,299785,https://i.scdn.co/image/ab6761610000e5eb92189ab1e50ef34c0e1480c7,3.0
3 PALAVRINHAS,LULLABY,63,298787,https://i.scdn.co/image/ab6761610000e5eb7cb986b1fe6e3bdebed7e69a,5.0
CLOVIS REYES,PHONK,60,298178,https://i.scdn.co/image/ab6761610000e5ebf3e44c7bfb9be35029bf54eb,5.0
WILD RIVERS,FOLK POP,62,298085,https://i.scdn.co/image/ab6761610000e5eb1741fd1185e0f8f715c34912,Outros
JMILTON,PHONK,77,297790,https://i.scdn.co/image/ab6761610000e5eb07aa3c0da075da8bd63103a9,2.0
GUILHERME SILVA,FORRO,61,297702,https://i.scdn.co/image/ab6761610000e5ebf0634498239389d14131016a,8.0
WEGH,TURKISH HIP HOP,68,297347,https://i.scdn.co/image/ab6761610000e5eb7c3e732a22ece20eb2da8095,7.0
BRADLEY COOPER,0,69,296863,https://i.scdn.co/image/ab6761610000e5eb9400a1dccee9f0df97847c0f,3.0
WILLY WILLIAM,0,65,296701,https://i.scdn.co/image/ab6761610000e5eb2d1a2589cfb209205b84aecb,3.0
REPSAJ,PHONK,71,295937,https://i.scdn.co/image/ab6761610000e5ebfc0888496f8b45d0a261c8d9,2.0
PAUL ELSTAK,HAPPY HARDCORE,60,295889,https://i.scdn.co/image/ab6761610000e5eb5361b06a42db76620304ad27,5.0
MAVERICK SABRE,0,63,295144,https://i.scdn.co/image/ab6761610000e5eb8d28bc19f7b2da51e9a07aba,3.0
TKKG,0,74,294810,https://i.scdn.co/image/ab6761610000e5eb1e8366050ddb70f1267cde51,3.0
KASKA SOCHACKA,0,64,294556,https://i.scdn.co/image/ab6761610000e5eb4a15a698ac8f0b8286bcd4d0,3.0
NAIKA,0,60,294374,https://i.scdn.co/image/ab6761610000e5eb15f1b95979ca89bddebf8d89,3.0
EMIN,0,63,294316,https://i.scdn.co/image/ab6761610000e5eba143e8f8c71d53dd8bb55ebc,3.0
ZARTMANN,GERMAN INDIE,65,294138,https://i.scdn.co/image/ab6761610000e5ebe36387eea6735b920459e21c,Outros
LA BANDA DE CARLITOS,CUARTETO,64,293836,https://i.scdn.co/image/ab67616d0000b273663e9f35f7f7af9e783007d2,7.0
THEODORA,SHATTA,74,293753,https://i.scdn.co/image/ab6761610000e5eb3bfbe791de7b8bb375eb0b63,2.0
THE LA'S,BRITPOP,62,292625,https://i.scdn.co/image/e2657fa7789ec2be647b71076b46f980f7540c73,Outros
MODJO,FRENCH HOUSE,65,292393,https://i.scdn.co/image/ab6761610000e5eb5a109bab2d99052810ba2450,7.0
LULI PAMPIN,LULLABY,67,291434,https://i.scdn.co/image/ab6761610000e5eb49ffc2a5549e64364cdbe5d9,7.0
CHARLOTTE DAY WILSON,ALTERNATIVE R&B,62,291197,https://i.scdn.co/image/ab6761610000e5eb2ccfadb75e9a48c867870c42,3.0
YOUNG STONER LIFE,0,64,290240,https://i.scdn.co/image/ab6761610000e5eb426433c9b6997417d193516c,3.0
ADRIAN KHALIF,INDONESIAN R&B,69,289852,https://i.scdn.co/image/ab6761610000e5ebf522815b12cceaf0bce75c02,7.0
OMEGA,MAMBO,65,289432,https://i.scdn.co/image/ab6761610000e5eb3f320f45c926e2cedfd9452e,7.0
ANNA OF THE NORTH,0,63,288669,https://i.scdn.co/image/ab6761610000e5eb88de210685fe0ef4e4d67c52,3.0
NIL MOLINER,0,60,288634,https://i.scdn.co/image/ab6761610000e5eb24cbb6943f1e907012373fa8,3.0
FURACAO 2000,FUNK MELODY,67,288598,https://i.scdn.co/image/ab6761610000e5eb38fff48149cd2bc468f08f4d,7.0
REGARD,0,64,288341,https://i.scdn.co/image/ab6761610000e5eb3a40d117d52a9fe3aacf304f,3.0
NERISSIMA SERPE,ITALIAN TRAP,66,288009,https://i.scdn.co/image/ab6761610000e5eb501388b8b67cdfee19ce87bd,8.0
AND ONE,EBM,61,287929,https://i.scdn.co/image/ab67616d0000b273cb184ac2977824f989ebad9c,5.0
JIRAYAUAI,AGRONEJO,60,287174,https://i.scdn.co/image/ab6761610000e5eb4b13216c892c07e0206ab904,Outros
ROBERT MILES,TRANCE,64,286803,https://i.scdn.co/image/270333abeb769990ca788d54758ba7eff4488775,7.0
SAM TINNESZ,0,64,286411,https://i.scdn.co/image/ab6761610000e5eb9d5e5c5cefd3853d4ba6324e,3.0
COREY KENT,COUNTRY,61,286374,https://i.scdn.co/image/ab6761610000e5ebdf557655038c816e3bbdb46b,5.0
DISCO LINES,STUTTER HOUSE,76,286163,https://i.scdn.co/image/ab6761610000e5eb965c9bf81cfe9ca329b8a5c7,2.0
