nome,generos,popularidade,seguidores,imagem,genero_cluster
ANTONIO AGUILAR,RANCHERA,71,3967619,https://i.scdn.co/image/ab6761610000e5eb8bc8c8d13db4c3600c8d7549,2.0
SWEDISH HOUSE MAFIA,EDM,77,3964913,https://i.scdn.co/image/ab6761610000e5eb1c6b826381f6866024047bf8,Outros
BON IVER,ROCK,77,3952761,https://i.scdn.co/image/ab6761610000e5eb1a0c1f04c95539fd55ef0ebb,14.0
TARKAN,TURKISH POP,67,3949132,https://i.scdn.co/image/ab6761610000e5eb7addc58dd2bd5e9d83c83cc4,7.0
BLUR,BRITPOP,69,3947944,https://i.scdn.co/image/ab6761610000e5eb00620d736644d2359ce99430,Outros
KEANE,ROCK,75,3944679,https://i.scdn.co/image/ab6761610000e5eb92f6dba2793814a1c5aa8d35,14.0
FLOW G,PINOY HIP HOP,69,3941336,https://i.scdn.co/image/ab6761610000e5ebc3509b8472d6f4141b96fff9,Outros
JJ LIN,MANDOPOP,66,3938117,https://i.scdn.co/image/ab6761610000e5eb181b3f24c2a457e7fa3edb59,7.0
SIMPLE PLAN,POP PUNK,69,3936790,https://i.scdn.co/image/ab6761610000e5ebf8a6c76b696c37d752a6797e,Outros
EDUARDO COSTA,SERTANEJO TRADICIONAL,70,3931413,https://i.scdn.co/image/ab6761610000e5eb724c358805e181037758f986,13.0
TURMA DO PAGODE,PAGODE,72,3930286,https://i.scdn.co/image/ab6761610000e5ebd1152a6c6b63470d024ece42,1.0
G-DRAGON,K-POP,70,3923439,https://i.scdn.co/image/ab6761610000e5eb783a6a578e8eb992bfd74765,9.0
PAPON,BOLLYWOOD,65,3919519,https://i.scdn.co/image/ab6761610000e5eb29f045bb0d86147623b01b24,7.0
THE MARIAS,BEDROOM POP,84,3905040,https://i.scdn.co/image/ab6761610000e5ebaf586afa2b397f1288683a76,Outros
HARICHARAN,MOLLYWOOD,71,3903878,https://i.scdn.co/image/ab6761610000e5eb384fd0e7c27c17a9a21adbe7,2.0
DIEGO & VICTOR HUGO,SERTANEJO,77,3903272,https://i.scdn.co/image/ab6761610000e5eb713d2a5853dcb4e8dc06b6c9,10.0
ILLIT,K-POP,75,3900874,https://i.scdn.co/image/ab6761610000e5eb67a8574e6bf7fa212bb4921b,9.0
HUNTR/X,K-POP,87,3894944,https://i.scdn.co/image/ab67616d0000b2736c1334650ced0e28f0b2e13f,9.0
LUTHER VANDROSS,QUIET STORM,65,3892689,https://i.scdn.co/image/ab6761610000e5ebc609e4ef97e896a2b32b1473,7.0
DAY6,K-ROCK,67,3885364,https://i.scdn.co/image/ab6761610000e5eb6bf26f017d7397f06df7b254,Outros
STING,SOFT ROCK,73,3881065,https://i.scdn.co/image/ab6761610000e5eb9fdb4dab484a9f12e347c216,Outros
JONAS BLUE,TROPICAL HOUSE,73,3880139,https://i.scdn.co/image/ab6761610000e5ebf801dfae9ad055c7e8fd33b8,Outros
SORRISO MAROTO,PAGODE,76,3878792,https://i.scdn.co/image/ab6761610000e5eb3c7fd92646cae6da47d7f092,1.0
STROMAE,FRENCH POP,74,3877300,https://i.scdn.co/image/ab6761610000e5ebcc129f1c9b5047760d66aae2,Outros
YSY A,ARGENTINE TRAP,74,3871297,https://i.scdn.co/image/ab6761610000e5eb03e8f770b7eca91f53e39718,2.0
O RAPPA,BRAZILIAN ROCK,69,3864902,https://i.scdn.co/image/e0524e5db75789613510320d7cf7d97d6d9e89c4,9.0
FOREIGNER,AOR,73,3863411,https://i.scdn.co/image/ab6761610000e5eb8a23eb82ac13bfc05ccc3b5e,Outros
SEETHER,POST-GRUNGE,71,3851621,https://i.scdn.co/image/ab6761610000e5ebbab1b739387a6e515dd2f160,Outros
MC PH,BRAZILIAN FUNK,73,3850325,https://i.scdn.co/image/ab6761610000e5ebe587c436aab7c97e6fd17442,12.0
QUEENS OF THE STONE AGE,STONER ROCK,71,3849933,https://i.scdn.co/image/ab6761610000e5eb73edfbd970917913cfc647c7,Outros
CHALINO SANCHEZ,CORRIDO,71,3841746,https://i.scdn.co/image/ab6761610000e5eb5c2431cad6a50bb95218f856,2.0
NANCY AJRAM,EGYPTIAN POP,66,3836069,https://i.scdn.co/image/ab6761610000e5eb1c81429c45fb96c751f55313,7.0
CHER,POP,69,3826539,https://i.scdn.co/image/ab6761610000e5eb951b9e5d4f1f502691aeef1f,6.0
ANDRES CEPEDA,COLOMBIAN POP,64,3825457,https://i.scdn.co/image/ab6761610000e5eb124b41067dc0139c29150463,7.0
JOEY BADA$$,HIP HOP,71,3825259,https://i.scdn.co/image/ab6761610000e5ebae01fe0d10cd8ebb4707c461,Outros
CARPENTERS,CHRISTMAS,70,3824579,https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a,Outros
KELVIN MOMO,PRIVATE SCHOOL PIANO,64,3824380,https://i.scdn.co/image/ab6761610000e5eb5459fa528a894f1f5631ce7d,7.0
YOUNGOHM,THAI HIP HOP,70,3822886,https://i.scdn.co/image/ab6761610000e5ebae5e02b462ee6517e378a502,Outros
ARETHA FRANKLIN,SOUL,69,3820677,https://i.scdn.co/image/ab6761610000e5ebf12270128127ba170f90097d,7.0
ED MAVERICK,MEXICAN INDIE,70,3820512,https://i.scdn.co/image/ab6761610000e5eb5afdda54261b90d2959c5f2a,Outros
SANTANA,0,71,3818168,https://i.scdn.co/image/ab6761610000e5eb09882b1b7b33732abd60fc38,3.0
NATTAN,PISEIRO,74,3808307,https://i.scdn.co/image/ab6761610000e5eb9239e9fe9e24fbc33ea7a9fd,7.0
GLORIA GROOVE,BRAZILIAN POP,67,3807906,https://i.scdn.co/image/ab6761610000e5ebaad09ce7fdb0906a834a204e,1.0
SIMONE MENDES,SERTANEJO,79,3807595,https://i.scdn.co/image/ab6761610000e5eb82f8ed27ed944af47c747a0c,10.0
KANY GARCIA,LATIN POP,72,3803868,https://i.scdn.co/image/ab6761610000e5eb775e2743b08d67049264e7ec,6.0
SEAN KINGSTON,HIP HOP,72,3797389,https://i.scdn.co/image/ab6761610000e5ebee205e5029a04bd0460e16e4,Outros
LEONA LEWIS,POP,67,3796257,https://i.scdn.co/image/ab6761610000e5eb0db526734de33dfced0d4f39,6.0
EASON CHAN,CANTOPOP,67,3793448,https://i.scdn.co/image/ab6761610000e5eb438e5730e9e86121f329d2dd,7.0
GHOST,METAL,74,3791998,https://i.scdn.co/image/ab6761610000e5eb2d972470f1f8110be7c07017,Outros
SHANTI DOPE,PINOY HIP HOP,68,3791339,https://i.scdn.co/image/ab6761610000e5eb57139f4c3601e9bb12be933e,Outros
STEVE AOKI,ELECTRO HOUSE,71,3790860,https://i.scdn.co/image/ab6761610000e5ebcf85b39d94c486218a687248,2.0
TAYC,FRENCH R&B,71,3790757,https://i.scdn.co/image/ab6761610000e5eb986f5e1c6f66dc40537407c3,2.0
THE XX,HIP HOP,65,3790374,https://i.scdn.co/image/ab6761610000e5eb3a96db4736ef035e1fcb2516,Outros
NELLY,HIP HOP,75,3789797,https://i.scdn.co/image/3677690af58abb70a5c5fd58d69db4d1ad705d4f,Outros
WHY DON'T WE,0,66,3789494,https://i.scdn.co/image/ab6761610000e5eb9160fac7a1ecb8ee89a633ac,3.0
C-KAN,MEXICAN HIP HOP,70,3786693,https://i.scdn.co/image/ab6761610000e5ebca62afe2c6df23438399972f,7.0
IV OF SPADES,OPM,68,3783728,https://i.scdn.co/image/ab6761610000e5eb5537941008ec8fb6add8238b,7.0
CAFE TACVBA,ROCK EN ESPANOL,68,3779525,https://i.scdn.co/image/ab6761610000e5ebaf5c3b9d45898eb08abfb42f,7.0
PASSENGER,FOLK POP,69,3769690,https://i.scdn.co/image/ab6761610000e5eba340be7e0bd2c71a3f2ca9ce,Outros
ISRAEL & RODOLFFO,SERTANEJO,69,3762128,https://i.scdn.co/image/ab6761610000e5eb49af489b11377736ccc8e6cd,10.0
TREASURE,K-POP,66,3756508,https://i.scdn.co/image/ab6761610000e5eba83f04109c3425a9ee0f00ff,9.0
GENESIS,PROGRESSIVE ROCK,70,3755046,https://i.scdn.co/image/ab6761610000e5eba6a5c327ebbc1131effef2e0,Outros
KELLY ROWLAND,0,70,3754490,https://i.scdn.co/image/ab6761610000e5eb7c614a2b3cedfc53e4679c2e,3.0
YURA YUNITA,INDONESIAN POP,63,3754400,https://i.scdn.co/image/ab6761610000e5eb50fe6d9b4037208aa8e52269,5.0
TOTO,YACHT ROCK,74,3754253,https://i.scdn.co/image/ab6761610000e5eba59a5bcab211f964fe9bfb06,Outros
CHEFIN,BRAZILIAN TRAP,69,3749245,https://i.scdn.co/image/ab6761610000e5eb07e1a1071c675094d8138c3f,8.0
DJAVAN,MPB,70,3748285,https://i.scdn.co/image/ab6761610000e5ebe699e9c224d7602835111180,11.0
BIRDY,0,70,3740191,https://i.scdn.co/image/ab6761610000e5eb778483686ae247c1906f02fb,3.0
SOFIA CARSON,0,68,3738128,https://i.scdn.co/image/ab6761610000e5eba26cb5b1e204b1049ec4d6cb,3.0
GILBERTO SANTA ROSA,SALSA,69,3729508,https://i.scdn.co/image/ab6761610000e5ebda43f09b826bdd96ae1110a4,7.0
WU-TANG CLAN,EAST COAST HIP HOP,67,3728618,https://i.scdn.co/image/ab6761610000e5ebe60866298962b71792b2bf1a,Outros
LADY A,COUNTRY,68,3724444,https://i.scdn.co/image/ab6761610000e5ebe5dd14e370550b29c4a8b0bd,7.0
YILDIZ TILBE,ARABESK,67,3716040,https://i.scdn.co/image/ab6761610000e5eb9dca7a4849a5d3c4ac20bc3d,7.0
LEONARD COHEN,SINGER-SONGWRITER,65,3714823,https://i.scdn.co/image/ab6761610000e5ebd09c1295779cfb71683cee99,7.0
BOOBA,FRENCH RAP,72,3713214,https://i.scdn.co/image/ab6761610000e5eb96b3ab10e89bad078d125c3a,2.0
MIRANDA LAMBERT,COUNTRY,67,3713065,https://i.scdn.co/image/ab6761610000e5eb88989ce8f824f1aa19d059c4,7.0
SHILPA RAO,BOLLYWOOD,75,3712769,https://i.scdn.co/image/ab6761610000e5ebada368118a052fb40d3f1a68,2.0
FOURTWNTY,INDONESIAN INDIE,69,3705627,https://i.scdn.co/image/ab6761610000e5ebd56a4e114e63de49e1458707,7.0
GODSMACK,ALTERNATIVE METAL,68,3704524,https://i.scdn.co/image/ab6761610000e5ebe024531c06e7de54f84ea6fd,Outros
GHOSTEMANE,TRAP METAL,66,3702761,https://i.scdn.co/image/ab6761610000e5eb05fe4ce6473b6f00ad5aca73,9.0
ABEL PINTOS,FOLKLORE ARGENTINO,66,3701305,https://i.scdn.co/image/ab6761610000e5eb8ada8d1327e4979244fd6519,7.0
ROB ZOMBIE,INDUSTRIAL METAL,68,3693150,https://i.scdn.co/image/ab6761610000e5ebf0e838d90c5a7b7676ff4c43,7.0
SANTHOSH NARAYANAN,TAMIL POP,72,3691769,https://i.scdn.co/image/ab6761610000e5eba52538772891f66547e1ebc3,2.0
TOVE LO,0,73,3685010,https://i.scdn.co/image/ab6761610000e5eb2360c963315739fc33b01687,3.0
JASLEEN ROYAL,HINDI POP,70,3680963,https://i.scdn.co/image/ab6761610000e5eb852737800de564b2c0efe165,Outros
RASCAL FLATTS,COUNTRY,69,3676952,https://i.scdn.co/image/ab6761610000e5eb6772748e5cd3c3de721f8c03,7.0
AJR,0,71,3675508,https://i.scdn.co/image/ab6761610000e5ebccd633470e8b93efcd8f9246,3.0
DJ MAPHORISA,AMAPIANO,70,3673753,https://i.scdn.co/image/ab6761610000e5eb175fef8bea1c4dcde8141a46,7.0
JORJA SMITH,0,72,3665395,https://i.scdn.co/image/ab6761610000e5eba6524d02e26778b0b99a33d5,3.0
PERICLES,PAGODE,71,3664863,https://i.scdn.co/image/ab6761610000e5eb138a065983331bd82b67a23f,1.0
TZ DA CORONEL,BRAZILIAN TRAP,70,3660894,https://i.scdn.co/image/ab6761610000e5eb725669891cb9b61edf74806a,8.0
INCUBUS,NU METAL,70,3658670,https://i.scdn.co/image/ab6761610000e5eb83512923cb6ea021f8bb1b3b,4.0
LABRINTH,0,74,3655405,https://i.scdn.co/image/ab6761610000e5ebe06bc05ace04b055edeeff8d,3.0
TYLA,AFROBEATS,79,3633207,https://i.scdn.co/image/ab6761610000e5eb7977176556d71cbc7fcbe6b4,2.0
BOYZ II MEN,NEW JACK SWING,69,3631984,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb,7.0
LENNY KRAVITZ,ROCK,72,3624292,https://i.scdn.co/image/ab6761610000e5ebe0cf058473839f1c9f49937e,14.0
OF MONSTERS AND MEN,FOLK POP,70,3620913,https://i.scdn.co/image/ab6761610000e5ebe4dd88af4c7ea59464728229,Outros
LISA,ANIME,69,3620237,https://i.scdn.co/image/ab6761610000e5eb6bf3e9d8fce49ad343eba79c,Outros
JULIO IGLESIAS,BOLERO,71,3617087,https://i.scdn.co/image/ab6761610000e5ebeb26b397cfc1d5b785296cdd,2.0
PETERPAN,INDONESIAN POP,66,3613565,https://i.scdn.co/image/ab6761610000e5eb19fd0c20ed2bed2ea04754cf,7.0
VAN MORRISON,ROCK,70,3613350,https://i.scdn.co/image/ab6761610000e5eb5885f6c2d3ecf8e08bdfa472,14.0
NATIRUTS,REGGAE,69,3611661,https://i.scdn.co/image/ab6761610000e5eb764999c0589ff0cb6eedc4f1,0.0
TIAKOLA,FRENCH RAP,74,3610648,https://i.scdn.co/image/ab6761610000e5eb4d4f46d8b3b786409a8c3219,2.0
NAPS,FRENCH RAP,66,3609928,https://i.scdn.co/image/ab6761610000e5eb301657b8cb877183b9bc7a77,7.0
DURAN DURAN,NEW WAVE,73,3608066,https://i.scdn.co/image/ab6761610000e5eb873c478913e5a70527b9442a,Outros
JOAO NETO & FREDERICO,SERTANEJO,62,3607221,https://i.scdn.co/image/ab6761610000e5ebc8bac4ca384913ab8495ac01,10.0
MAES,FRENCH RAP,71,3604599,https://i.scdn.co/image/ab6761610000e5eb94d3aff5f84dfc8bf111f157,2.0
HARDWELL,BIG ROOM,66,3598053,https://i.scdn.co/image/ab6761610000e5eb950dafd5978fad2718f4aeb6,7.0
NO.1,TURKISH HIP HOP,64,3593696,https://i.scdn.co/image/ab6761610000e5eb411422110634da0cd958b719,7.0
JANIS JOPLIN,CLASSIC ROCK,61,3592787,https://i.scdn.co/image/ab6761610000e5ebbf0ee2c099003f6886e4da0c,5.0
DIMITRI VEGAS & LIKE MIKE,BIG ROOM,72,3591608,https://i.scdn.co/image/ab6761610000e5ebc67ffae065558fd7f08a845c,2.0
ALEX G,0,75,3590978,https://i.scdn.co/image/ab6761610000e5ebcfa32469a372188d27bd17b7,3.0
MGMT,INDIE,74,3588795,https://i.scdn.co/image/ab6761610000e5eb9dccdc8f4087cbe2bdedc9d3,Outros
VIJAY,TAMIL DANCE,61,3586451,https://i.scdn.co/image/ab67616d0000b273f4ed7fcf0ad41f416974dc6d,5.0
POISON,GLAM METAL,62,3585398,https://i.scdn.co/image/70ed0b201cafa20fc3e3cb30a916f91adbb604ed,Outros
LEFTY SM,MEXICAN HIP HOP,70,3583325,https://i.scdn.co/image/ab6761610000e5eb6ea2920b3615db7f8d7c1adb,7.0
NIPSEY HUSSLE,WEST COAST HIP HOP,66,3581514,https://i.scdn.co/image/ab6761610000e5ebe9edae8fe232af1d2995c991,Outros
LENNY TAVAREZ,REGGAETON,77,3580698,https://i.scdn.co/image/ab6761610000e5eb3afda6e209cde491e2ec3ace,Outros
VAUNDY,J-POP,72,3579594,https://i.scdn.co/image/ab6761610000e5ebf6be169899c276073de46a1b,Outros
FREDERIC CHOPIN,CLASSICAL PIANO,74,3577515,https://i.scdn.co/image/ab6761610000e5ebe55372097569b7b56b439365,2.0
ASHANTI,R&B,71,3577429,https://i.scdn.co/image/ab6761610000e5eb1ebb81323a96e465ad20b932,2.0
PIXIES,ALTERNATIVE ROCK,70,3573264,https://i.scdn.co/image/ab6761610000e5eb419ffe5eb82b7460c76a986a,3.0
ARMADA,INDONESIAN POP,67,3568541,https://i.scdn.co/image/ab6761610000e5ebf9848fb41f797729e7e80a2c,7.0
NAV,MELODIC RAP,70,3567276,https://i.scdn.co/image/ab6761610000e5eb6c786d705c8c7e20c877d114,Outros
ATI242,TURKISH HIP HOP,74,3562887,https://i.scdn.co/image/ab6761610000e5ebc7545923a2c33f92fce13bae,2.0
AITANA,0,77,3559772,https://i.scdn.co/image/ab6761610000e5ebf70cb5cef7d3848570900de5,3.0
THE WHITE STRIPES,GARAGE ROCK,70,3555375,https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9,Outros
TEMS,AFROBEATS,78,3553143,https://i.scdn.co/image/ab6761610000e5eb22d7d6f8981c7a27bf68a382,2.0
LA ORIGINAL BANDA EL LIMON DE SALVADOR LIZARRAGA,BANDA,65,3552908,https://i.scdn.co/image/ab6761610000e5eb77305c6c9eccc6c5bbac5730,7.0
THE GOO GOO DOLLS,ALTERNATIVE ROCK,77,3545256,https://i.scdn.co/image/ab6761610000e5ebe7b66b8c4ba729848574df7a,3.0
AFGAN,INDONESIAN POP,70,3544418,https://i.scdn.co/image/ab6761610000e5eb8d58eb4a3cd3941609327ec4,7.0
JACQUEES,R&B,68,3537753,https://i.scdn.co/image/ab6761610000e5eb3243b248b95343e0053c030a,2.0
JUICY LUICY,INDONESIAN POP,73,3531644,https://i.scdn.co/image/ab6761610000e5ebd966b59ac3edc236b907b33e,2.0
UNGU,INDONESIAN POP,65,3531093,https://i.scdn.co/image/ab6761610000e5eb4676bf0055044fa227ca4d1a,7.0
G.E.M.,MANDOPOP,66,3528909,https://i.scdn.co/image/ab6761610000e5eb8b385b6aa7b47570adbeff7b,7.0
MILIONARIO & JOSE RICO,SERTANEJO TRADICIONAL,66,3521984,https://i.scdn.co/image/ab6761610000e5eb26c5c8d56a8979c644f37de7,13.0
LA QUINTA ESTACION,LATIN POP,67,3520287,https://i.scdn.co/image/ab6761610000e5eb7d744f844ffd5d7bddf0abd8,6.0
BULLET FOR MY VALENTINE,METALCORE,67,3516097,https://i.scdn.co/image/ab6761610000e5eb18219fa877c67b4eda00550c,0.0
D12,HIP HOP,63,3515333,https://i.scdn.co/image/ab6761610000e5eb4f52827861ae9b860a5e62f6,Outros
NATHANIEL BASSEY,AFRICAN GOSPEL,62,3508481,https://i.scdn.co/image/ab6761610000e5eb11de9e26d17433c5d960c15f,5.0
TIMBALAND,HIP HOP,81,3508465,https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b,Outros
WIU,BRAZILIAN TRAP,73,3505650,https://i.scdn.co/image/ab6761610000e5eba99239905a1149b25c8a69ad,8.0
BABY RASTA Y GRINGO,REGGAETON,64,3505543,https://i.scdn.co/image/ab6761610000e5ebbc346ec065b191dc86d0272e,Outros
MS. LAURYN HILL,NEO SOUL,72,3500549,https://i.scdn.co/image/ccb108f19352e88d6e69b1093d75a2be5efa1c99,Outros
VANCE JOY,FOLK POP,75,3493060,https://i.scdn.co/image/ab6761610000e5eb4be87c6d504aa62024a87f48,Outros
RICH THE KID,TRAP,65,3489586,https://i.scdn.co/image/ab6761610000e5eb831fd7e9e9fe1b0217791b94,12.0
EMMANUEL,LATIN POP,69,3486662,https://i.scdn.co/image/ab6761610000e5eb134c0b81bf75f4f6ec01b316,6.0
YG,HYPHY,72,3484513,https://i.scdn.co/image/ab6761610000e5eb29831a7ff6177ec357478850,2.0
PAYAL DEV,BHAJAN,69,3483263,https://i.scdn.co/image/ab6761610000e5ebad471d68dd2bb62e7d0ebb49,7.0
ESLAM KABONGA,MAHRAGANAT,65,3482720,https://i.scdn.co/image/ab67616d0000b273067bcd726035de324f6680d3,7.0
PANCHO BARRAZA,BANDA,68,3476783,https://i.scdn.co/image/ab6761610000e5eb6497d57d47123d5dd440f428,7.0
FONSECA,COLOMBIAN POP,69,3472998,https://i.scdn.co/image/ab6761610000e5eb21d70693185e467dad0e1d8f,7.0
GALANTIS,0,69,3472742,https://i.scdn.co/image/ab6761610000e5eb7bda087d6fb48d481efd3344,3.0
TAINY,REGGAETON,78,3470306,https://i.scdn.co/image/ab6761610000e5eba0d42a558309507a6a3b3311,Outros
FIDEL RUEDA,BANDA,64,3464925,https://i.scdn.co/image/ab6761610000e5eb0d1091acb6e69d0a5e656a36,7.0
MHRAP,ANIME RAP,63,3459929,https://i.scdn.co/image/ab6761610000e5eb33d7900d20299dec06580af1,Outros
LUDACRIS,SOUTHERN HIP HOP,77,3445061,https://i.scdn.co/image/adcc1cb654e89f2e404688ae0d1bbc942ce02e5d,2.0
JAO,BRAZILIAN POP,63,3435550,https://i.scdn.co/image/ab6761610000e5ebc4bed49b3a6321d7a2097ace,1.0
ALT-J,INDIE,68,3428277,https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b,Outros
OUTKAST,SOUTHERN HIP HOP,75,3423833,https://i.scdn.co/image/ab6761610000e5eb0cb3f95b9f8f7337e135a925,2.0
SUBLIME,REGGAE ROCK,72,3413570,https://i.scdn.co/image/ab6761610000e5ebe726280500259dbdb97a8be4,Outros
LENIN RAMIREZ,CORRIDO,67,3413404,https://i.scdn.co/image/ab6761610000e5eb4bdcdef3654fa9eb75cf7496,7.0
JOAQUIN SABINA,TROVA,68,3406412,https://i.scdn.co/image/ab6761610000e5ebd30f9a429e2aa4eb9d1ddf21,Outros
RIO ROMA,LATIN POP,65,3403624,https://i.scdn.co/image/ab6761610000e5eb52554236750882fc799e0472,6.0
BEELE,LATIN AFROBEATS,87,3402955,https://i.scdn.co/image/ab6761610000e5eb8e10d05db45e77a86256fc5d,2.0
SHANIA TWAIN,COUNTRY,72,3398553,https://i.scdn.co/image/ab6761610000e5eb909899cd7ed1cd7353ac24f1,2.0
ALAN JACKSON,COUNTRY,73,3397897,https://i.scdn.co/image/ab6772690000c46c1dce50b93ca0b1e2f459d9e6,2.0
GEOLIER,CANZONE NAPOLETANA,74,3396004,https://i.scdn.co/image/ab6761610000e5ebc6e744c0e69ece980291a42a,2.0
LOS FABULOSOS CADILLACS,ROCK EN ESPANOL,67,3395517,https://i.scdn.co/image/ab6761610000e5ebacc7c838bf4dddcc86106b0f,7.0
XAND AVIAO,FORRO,71,3394438,https://i.scdn.co/image/ab6761610000e5ebf1989218233094ddf832f7ff,8.0
LOS CADETES DE LINARES,NORTENO,71,3392426,https://i.scdn.co/image/ab6761610000e5eb426584cae08769645b2ddfa6,2.0
NORAH JONES,JAZZ POP,73,3376896,https://i.scdn.co/image/ab6761610000e5ebed83d3ea063d87ce7e708f00,Outros
MANUEL MEDRANO,COLOMBIAN POP,72,3375221,https://i.scdn.co/image/ab6761610000e5eb1994179351ebdd2553effa3f,2.0
LUAN PEREIRA,AGRONEJO,74,3362344,https://i.scdn.co/image/ab6761610000e5eb05f209fb2372ef4e828b3cbe,Outros
JULIETA VENEGAS,LATIN POP,75,3362279,https://i.scdn.co/image/ab6761610000e5eb44270f00ab4402b3fd91bad1,6.0
STEVE MILLER BAND,CLASSIC ROCK,66,3361277,https://i.scdn.co/image/ab6761610000e5eb624ddceb90bdf808ed4e2e35,7.0
NEIL YOUNG,CLASSIC ROCK,71,3358875,https://i.scdn.co/image/ab6761610000e5ebbae8276dffd864ebac759b76,2.0
YOUNG DOLPH,SOUTHERN HIP HOP,72,3356194,https://i.scdn.co/image/ab6761610000e5eb392af601eddfa5a0c705141d,2.0
MARIA JOSE,LATIN POP,68,3354534,https://i.scdn.co/image/ab6761610000e5ebfc4826785978a18d14076b15,6.0
BROOKS & DUNN,COUNTRY,71,3354388,https://i.scdn.co/image/ab6761610000e5eb3ef457349ecbd1285b4a0d81,2.0
GHALI,ITALIAN TRAP,64,3346070,https://i.scdn.co/image/ab6761610000e5ebac3cd217755a2158a38f7ecc,8.0
WHITESNAKE,GLAM METAL,66,3344415,https://i.scdn.co/image/ab6761610000e5eb1cc545458190efc44f48035f,Outros
NAYEON,K-POP,62,3335981,https://i.scdn.co/image/ab6761610000e5eb70f34c0aeb5787411803adc4,9.0
AMENAZZY,TRAP LATINO,63,3334695,https://i.scdn.co/image/ab6761610000e5eb44d8d8c4aae6566154253895,5.0
GRUPO BRYNDIS,GRUPERA,73,3332248,https://i.scdn.co/image/ab6761610000e5eba3ed536aa62b89016ea54656,2.0
SKANK,BRAZILIAN ROCK,67,3332207,https://i.scdn.co/image/ab6761610000e5eb2b61503716c9cbb86f6a0658,9.0
ROBBIE WILLIAMS,ROCK,72,3328266,https://i.scdn.co/image/ab6761610000e5ebec4b5ff594ae3d7c5622cf23,14.0
XAMA,BRAZILIAN HIP HOP,70,3327005,https://i.scdn.co/image/ab6761610000e5eb367afe9e5b30fbb6a67a8807,9.0
FAIRUZ,0,65,3326315,https://i.scdn.co/image/ab6761610000e5eb63b2323e94f912f0f7be4051,3.0
HUGO & GUILHERME,SERTANEJO,75,3324800,https://i.scdn.co/image/ab6761610000e5ebbdf7f38935298ee22ff675bb,10.0
DIERKS BENTLEY,COUNTRY,66,3323894,https://i.scdn.co/image/ab6761610000e5ebc3552e14b485998e7bbba38b,7.0
CRYSTAL CASTLES,WITCH HOUSE,71,3323534,https://i.scdn.co/image/5419a05563a9ba8cb16fe207199c298f621eef85,2.0
CUCO,BEDROOM POP,69,3315476,https://i.scdn.co/image/ab6761610000e5eb35869fcd31b5d3252d636595,Outros
BONE THUGS-N-HARMONY,GANGSTER RAP,66,3312833,https://i.scdn.co/image/ab6761610000e5ebf8363f2ab45a545928ea29cd,Outros
SNOW PATROL,ALTERNATIVE ROCK,70,3311530,https://i.scdn.co/image/ab6761610000e5eb9b328846dc38b0a620da1ce2,3.0
JAMES BLUNT,POP,71,3309919,https://i.scdn.co/image/ab6761610000e5eb3863fa2fdb07fb4fe1a9607d,6.0
ヨルシカ,J-POP,71,3308820,https://i.scdn.co/image/ab6761610000e5ebe62cff9c6018ae5616b01eab,Outros
CYNDI LAUPER,POP,71,3302162,https://i.scdn.co/image/ab6761610000e5eb7e43679c3022f9310645078b,6.0
JUICY J,CRUNK,74,3300969,https://i.scdn.co/image/ab6761610000e5eb116fc50265ef72d7e66723a5,2.0
EDEN MUNOZ,BANDA,76,3298921,https://i.scdn.co/image/ab6761610000e5ebac92824eb3acb40fe677ef99,2.0
OMARION,R&B,61,3297363,https://i.scdn.co/image/ab6761610000e5eb9020730faab3ef6ebd31012a,2.0
APACHE 207,GERMAN HIP HOP,69,3296326,https://i.scdn.co/image/ab6761610000e5ebd8b08d3199d2bd40f909e449,9.0
THE TEMPTATIONS,MOTOWN,66,3295489,https://i.scdn.co/image/ab6761610000e5ebec212a39ffa4182a0fff4e3c,7.0
YOUNG MONEY,0,61,3291113,https://i.scdn.co/image/ca134959a6212f3931540a4c59a08e5c0774978d,3.0
MC G15,BRAZILIAN FUNK,65,3289969,https://i.scdn.co/image/ab6761610000e5eb1e5e8ecf7f0a1e2d34f53486,12.0
BERET,0,69,3288075,https://i.scdn.co/image/ab6761610000e5eb358d0cb7bf7e241430d44308,3.0
ROBIN SCHULZ,TROPICAL HOUSE,76,3284585,https://i.scdn.co/image/ab6761610000e5eb869ddcc058c5ff2a459ad8d5,Outros
FELIPE AMORIM,PISEIRO,75,3272613,https://i.scdn.co/image/ab6761610000e5ebd4b9191d8e3ee4156677d37c,7.0
NEIL DIAMOND,0,67,3257550,https://i.scdn.co/image/f4d0fb18cb338eddee6b482779d946183a743b12,3.0
LOS DOS CARNALES,CORRIDO,70,3256727,https://i.scdn.co/image/ab6761610000e5ebc5aa3d95238d6bbe76f305fe,7.0
ERYKAH BADU,NEO SOUL,68,3255831,https://i.scdn.co/image/ab6761610000e5ebfb1bc9e7ca44d473641b7842,Outros
YUNGBLUD,0,75,3254238,https://i.scdn.co/image/ab6761610000e5eb7c9287712c4355e54c94e0d0,3.0
