nome,id_spotify,generos,popularidade,seguidores,imagem,fonte
George Henrique & Rodrigo,3FlCKtwOEYQQYyGVEbxG2Z,"sertanejo, sertanejo universitário, agronejo, arrocha",65,1940062,https://i.scdn.co/image/ab6761610000e5eb10a5fe0e2313d4b33312da41,nova consulta
BOYNEXTDOOR,4hnHLgMSOiqERWBL4jINP1,k-pop,70,1916715,https://i.scdn.co/image/ab6761610000e5ebc64f94c8865d670cb97ab49e,nova consulta
Cassie,27FGXRNruFoOdf1vP8dqcH,,67,1911041,https://i.scdn.co/image/ab6761610000e5eb9592a41ec193fd20c5372ed3,nova consulta
Humberto & Ronaldo,1zEo6Fk1iaaOYFlFPBHCFn,"sertanejo, sertanejo universitário, arrocha",75,1906508,https://i.scdn.co/image/ab6761610000e5eb52600a1b70dbaa0f63fc7dd5,nova consulta
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,"metalcore, metal",69,1887111,https://i.scdn.co/image/ab6761610000e5eba26ab7baa4a50f469edbfd76,nova consulta
Emicida,2d9LRvQJnAXRijqIJDDs2K,"brazilian hip hop, nova mpb",62,1884338,https://i.scdn.co/image/ab6761610000e5eb1a143a1a56d7fd721eb43fd7,nova consulta
Damian Marley,3QJzdZJYIAcoET1GcfpNGi,"reggae, ragga, roots reggae",68,1882761,https://i.scdn.co/image/f05f2667aac2bbccd9bf8fcc658b647533257f16,nova consulta
K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK,r&b,61,1882569,https://i.scdn.co/image/802accab666236892f3f3bfb102323d59747b164,nova consulta
Midian Lima,1UNm54Ts7vBGKcWjbjEmMw,"gospel, pentecostal, brazilian gospel, worship",60,1875080,https://i.scdn.co/image/ab6761610000e5eb6ac9b25b3d4b07bdbf56e1f4,nova consulta
Rionegro & Solimões,33NrinbbEctw1wsdKNgZeZ,"sertanejo tradicional, sertanejo, agronejo, sertanejo universitário",68,1874697,https://i.scdn.co/image/ab6761610000e5ebf2e621acc61dd7e8c8faa42e,nova consulta
Davi Sacer,6z6iovCkrGvBsRsLOrFbdx,"gospel, brazilian gospel, worship",59,1873656,https://i.scdn.co/image/ab6761610000e5eba4c6eb5f6ab2345208e4cf72,nova consulta
GFRIEND,0qlWcS66ohOIi0M8JZwPft,k-pop,60,1870234,https://i.scdn.co/image/ab6761610000e5eb147d34b8d51da48913a8d023,nova consulta
Seu Jorge,0i1s9WcIu0PrUvHzALgofo,"mpb, samba, pagode",68,1869082,https://i.scdn.co/image/ab6761610000e5eba124f650946041fc26b0379b,nova consulta
Kid Abelha,4bOZtegYNmYOe3gMgPtt0H,"mpb, brazilian rock, brazilian pop",63,1859447,https://i.scdn.co/image/ab6761610000e5ebf25ba98f0de79121ec962369,nova consulta
Cleber & Cauan,6Y8pfJkEdw4EAST4g9C026,"sertanejo, sertanejo universitário, agronejo",65,1858734,https://i.scdn.co/image/ab6761610000e5eb0839f693e8402ad5db001846,nova consulta
Steppenwolf,1WRM9i067hd2ujxxi8FI3m,"classic rock, acid rock",60,1832357,https://i.scdn.co/image/8208d86ed91c50bc9ffbf8f436c6e323e6bda480,nova consulta
PSY,2dd5mrQZvg6SmahdgVKDzh,k-pop,64,1830205,https://i.scdn.co/image/ab6761610000e5eb24b5185226d5b7c6aa91db5a,nova consulta
Edson & Hudson,6zpNfYJcPavd1pqLXKiSvl,"sertanejo, sertanejo tradicional, sertanejo universitário",60,1829429,https://i.scdn.co/image/ab6761610000e5ebe2a4634c932a89727f383ccc,nova consulta
Rick & Renner,0ozdcqmICsOZDe7eJQVzrp,"sertanejo tradicional, sertanejo",62,1826797,https://i.scdn.co/image/ab6761610000e5eb679809b3dd4f94f744ad4721,nova consulta
Iguinho e Lulinha,45MLFvHRAGIOvnslTnzS8C,"forró, piseiro, arrocha, seresta, brega, sertanejo",64,1816790,https://i.scdn.co/image/ab6761610000e5ebe3ef81c3176d4b8e7d6da6c4,nova consulta
KPop Demon Hunters Cast,7mW7Tv7NvywKKXqafZo0Lc,k-pop,90,1814409,https://i.scdn.co/image/ab67616d0000b2736c1334650ced0e28f0b2e13f,nova consulta
KAI,6iVo62B0bdTknRcrktCmak,k-pop,59,1810186,https://i.scdn.co/image/ab6761610000e5eb0020266884faa55685884292,nova consulta
Nívea Soares,7FJXPSSrHgr0YDfeiQ63uk,"gospel, brazilian gospel, worship, devotional",62,1807795,https://i.scdn.co/image/ab6761610000e5eb5f8539c578b4101d9f17e876,nova consulta
Mc Kadu,21ELc2P2rA3Cu6xw3VWqvv,"brazilian funk, funk consciente, trap funk",70,1806585,https://i.scdn.co/image/ab6761610000e5eb48ebde532789781918d43b8f,nova consulta
Culture Club,6kz53iCdBSqhQCZ21CoLcc,,63,1804925,https://i.scdn.co/image/ab6761610000e5eb5903965a15551fd12feb8b87,nova consulta
Chico Buarque,6tOsSffQQIXmK8TqsDck8t,"mpb, bossa nova, samba, brazilian jazz",63,1804442,https://i.scdn.co/image/ab6761610000e5eb1f33f0eccfef05940a1ef879,nova consulta
Ministério Zoe,6bxqwbU9pD8GXcuSmNSSHU,"gospel, worship, brazilian gospel, devotional",62,1799039,https://i.scdn.co/image/ab6761610000e5eb044704fdfe9fa5d57b37531a,nova consulta
Iggy Pop,33EUXrFKGjpUSGacqEHhU4,"proto-punk, glam rock",65,1795817,https://i.scdn.co/image/ab6761610000e5eb21e6d14c3d8aab9887380d00,nova consulta
Rita Lee,7dnT2FUXhjirperXaH22IJ,"mpb, brazilian rock",65,1782212,https://i.scdn.co/image/ab6761610000e5eb4127fac942e5106e3c953c63,nova consulta
Annie Lennox,5MspMQqdVbdwP6ax3GXqum,synthpop,71,1764281,https://i.scdn.co/image/2bf002eded5952f81c6254286d9a2d354586f070,nova consulta
Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,,64,1752603,https://i.scdn.co/image/ab6761610000e5eb8dfb95eb4902b28206963614,nova consulta
Type O Negative,0blJzvevdXrp21YeI2vbco,"gothic metal, gothic rock, doom metal",66,1741859,https://i.scdn.co/image/ab6761610000e5eb843df562d1bad7f5163fd164,nova consulta
Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,soft rock,64,1732933,https://i.scdn.co/image/ab6761610000e5eb94b957255b1e4d4ddcc470ce,nova consulta
Brian McKnight,6k0IBR0lU42s2GYpNX7kA9,"quiet storm, r&b",61,1730947,https://i.scdn.co/image/ab6761610000e5ebccd9085c5dbc5f5a991ae59c,nova consulta
Gaab,2iK1rsbYstkSVn57M4s8ut,"pagode, brazilian funk",65,1714971,https://i.scdn.co/image/ab6761610000e5eb15aab7a8920a4b6f9df4519e,nova consulta
The Bangles,51l0uqRxGaczYr4271pVIC,jangle pop,62,1709075,https://i.scdn.co/image/ab6761610000e5ebff0fb8cdea3f4b4ba33e8b08,nova consulta
Zaz,1mbgj8ERPs8lWi7t5cYrdy,"chanson, french pop, french jazz",64,1695767,https://i.scdn.co/image/ab6761610000e5ebcd2ea058786ee3f85067e3a6,nova consulta
The Alan Parsons Project,2m62cc253Xvd9qYQ8d2X3d,"progressive rock, classic rock",64,1693062,https://i.scdn.co/image/3e90d18b7375a0e78340d23f72822646c4cc3b70,nova consulta
Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,,62,1683011,https://i.scdn.co/image/ab6761610000e5eb98a58862098f8be6496ba9d6,nova consulta
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,"horror punk, punk, psychobilly, hardcore punk, skate punk",64,1680014,https://i.scdn.co/image/ab6761610000e5eb030d67ff9576754ff230b2c0,nova consulta
Rainbow,6SLAMfhOi7UJI0fMztaK0m,"hard rock, aor, metal, heavy metal",59,1662236,https://i.scdn.co/image/e0ad73e5231086142031094d86e8bef61576268c,nova consulta
Ana Carolina,4HP9KltldfmkH2M2pQozzN,"mpb, brazilian pop, nova mpb",60,1658780,https://i.scdn.co/image/ab6761610000e5eb787e90f9431758e97ab8e95d,nova consulta
Nazareth,6fvN9GmMCVKb5LY0WsnjFP,hard rock,60,1658663,https://i.scdn.co/image/ab6761610000e5ebc5bc094a1280845770d009fa,nova consulta
MC LUUKY,70jpkgy5oGT4YjaGFpCpk7,"brazilian funk, trap funk, funk consciente",75,1641755,https://i.scdn.co/image/ab6761610000e5ebec1fef19ee9676f9ce662f39,nova consulta
Raimundos,3CfJckVRuukdJSvK3r89yJ,"brazilian rock, mpb, brazilian pop",61,1637260,https://i.scdn.co/image/ab6761610000e5ebc658c7d04e7d1a107760ecf0,nova consulta
Static-X,7JDSHlDdVTo7aZKdQZ53Vf,"industrial metal, nu metal, industrial rock, industrial, rap metal, metal, alternative metal",59,1633672,https://i.scdn.co/image/ab6761610000e5eb7f4a72d9541571d430c157c7,nova consulta
Matogrosso & Mathias,5he1UTofdFOcdbKqnLixko,"sertanejo tradicional, sertanejo",65,1619879,https://i.scdn.co/image/ab6761610000e5ebc99db2db6ab4e655c4d089f3,nova consulta
Mc Gw,0f1IECbrVV952unZkzrsg2,"phonk, brazilian funk, brazilian phonk, funk carioca",80,1605165,https://i.scdn.co/image/ab6761610000e5eba5c9a915be3bb408e03aa855,nova consulta
Tribalistas,4laQz4PaKeh2Hu6QL6evVD,"mpb, nova mpb",63,1601139,https://i.scdn.co/image/ab6761610000e5ebcaf37072c83daf4d76a7ee42,nova consulta
Eve,4d3yvTptO48nOYTPBcPFZC,,69,1598076,https://i.scdn.co/image/ab6761610000e5eb62423f0aa64340b1fe57c0a3,nova consulta
Molchat Doma,1nVq0hKIVReeaiB3xJgKf0,"post-punk, darkwave, cold wave, gothic rock",62,1597450,https://i.scdn.co/image/ab6761610000e5eb361fadaa6cab897cf6722f72,nova consulta
Mýa,6lHL3ubAMgSasKjNqKb8HF,,62,1594813,https://i.scdn.co/image/ab6761610000e5eb41e8f69cf7a693536fb3155a,nova consulta
Men At Work,0f3EsoviYnRKTkmayI3cux,,68,1592265,https://i.scdn.co/image/ab6761610000e5ebe856945244d104fcef298237,nova consulta
Sabotage,5deK5HnwbEKvge2svL0i0B,"brazilian hip hop, boom bap",59,1588153,https://i.scdn.co/image/ab6761610000e5eb81ae0bfd666267ed9d73c77d,nova consulta
Barão Vermelho,5zq0SGWxrmzpTSXkBEQzMj,"brazilian rock, mpb, brazilian pop",59,1587157,https://i.scdn.co/image/ab6761610000e5eb0a99240de57ca26882e62628,nova consulta
fromis_9,24nUVBIlCGi4twz4nYxJum,"k-pop, bubblegum pop",59,1579226,https://i.scdn.co/image/ab6761610000e5eb9287cd584e823ab3391f0f7e,nova consulta
James Morrison,3LpLGlgRS1IKPPwElnpW35,,63,1564246,https://i.scdn.co/image/ab6761610000e5eb7793e59a0beb24340f6b0e37,nova consulta
Gilberto Gil,7oEkUINVIj1Nr3Wnj8tzqr,"mpb, bossa nova, forró tradicional, samba, brazilian jazz",66,1563981,https://i.scdn.co/image/ab6761610000e5ebdf423bfb01afb1cf3d60d61a,nova consulta
James Blake,53KwLdlmrlCelAZMaLVZqU,,70,1558480,https://i.scdn.co/image/ab6761610000e5eb93fe5fc8fdb5a98248911a07,nova consulta
Elis Regina,0yFvXd36g5sNKYDi0Kkvl8,"mpb, bossa nova, brazilian jazz, samba",63,1548820,https://i.scdn.co/image/ab6761610000e5eb0fa315c76bb4539c6efa2966,nova consulta
Diego & Arnaldo,0CrGLmfVKzk9rAyiNb91ft,"sertanejo, sertanejo universitário, agronejo",67,1538724,https://i.scdn.co/image/ab6761610000e5eb6309cc0e5ea99333aaea57e8,nova consulta
Padre Marcelo Rossi,0BLa22ZCJcTxW78hoNlFA9,"gospel, worship",63,1535012,https://i.scdn.co/image/ab6761610000e5eba8d6dc284603820ba76755a1,nova consulta
Calcinha Preta,6Kps94g1Npexh3LrinIOvC,"forró, brega, tecnobrega, arrocha, forró tradicional, calypso, piseiro, seresta",67,1534409,https://i.scdn.co/image/ab6761610000e5eb8a03f908ece3a577ed59691c,nova consulta
Trio Parada Dura,41fjoh5NjJhlDHYIUb9Hsk,"sertanejo tradicional, sertanejo",62,1519869,https://i.scdn.co/image/ab6761610000e5eb1cf4338612bd3c9e140b6d11,nova consulta
Maria Bethânia,3f5VCwd57gZsqMad28jyLV,"mpb, samba, bossa nova, axé",64,1517944,https://i.scdn.co/image/ab6761610000e5eb6dd0de52c3b1a36a6400eb6d,nova consulta
Preto no Branco,0JC6R3kbXUHe5QrxqzFwom,"gospel, brazilian gospel, worship",59,1495250,https://i.scdn.co/image/ab6761610000e5ebdaad9c0d7f5c55519bed7104,nova consulta
YEONJUN,2Mo2yHjmrDRZW7yRuJwR2w,k-pop,71,1490437,https://i.scdn.co/image/ab6761610000e5eb8396b8b5559921fa643761be,nova consulta
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,,64,1482750,https://i.scdn.co/image/ab6761610000e5eb019782a5d4654e00db2a28a0,nova consulta
FKA twigs,6nB0iY1cjSY1KyhYyuIIKH,"art pop, alternative r&b",70,1461041,https://i.scdn.co/image/ab6761610000e5ebf62e6458f0cdf01a9368e2c4,nova consulta
Escape the Fate,5ojhEavq6altxW8fWIlLum,"emo, post-hardcore, screamo, metalcore",61,1460845,https://i.scdn.co/image/ab6761610000e5eb8b683fb42bab8b7eb5093134,nova consulta
RIIZE,2jOm3cYujQx6o1dxuiuqaX,k-pop,65,1452400,https://i.scdn.co/image/ab6761610000e5ebd75e5e369cb4ce5edfe2989d,nova consulta
Frei Gilson,0jzTaWBcJ6h5ccHe04CcyX,"gospel, worship",66,1439390,https://i.scdn.co/image/ab6761610000e5ebe958b9bdb770560b428b2f13,nova consulta
Survivor,26bcq2nyj5GB7uRr558iQg,,68,1421515,https://i.scdn.co/image/da30acd2c9d0f32f5f5a2d69f32c2d30335466b5,nova consulta
Paula Fernandes,1nca3OA1kKCpP6aPJcBL92,"sertanejo, sertanejo tradicional, sertanejo universitário",62,1419852,https://i.scdn.co/image/ab6761610000e5eb8e1a02c562819afb5b79c3ea,nova consulta
Kikuo,5FhcqamaRFfpZb4VHV47fu,vocaloid,61,1417758,https://i.scdn.co/image/ab6761610000e5eb50c295d157dbd3dc76f2ec9b,nova consulta
Jads & Jadson,3HxTMZ6kZ9OuvFfwcYJwov,"sertanejo, sertanejo universitário, agronejo, sertanejo tradicional",62,1410173,https://i.scdn.co/image/ab6761610000e5eb89875a17e87e5a34d85ce42d,nova consulta
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,synthpop,61,1407709,https://i.scdn.co/image/ab6761610000e5eb15e5ae2c6a8cdf07ed0253ae,nova consulta
Mc Negão Original,4LHTgACY32k94VDjenF0nP,"brazilian funk, trap funk, funk consciente",77,1405937,https://i.scdn.co/image/ab6761610000e5eb27b96acf29fff476bb179c0a,nova consulta
Vanessa Da Mata,57pVvBwa3ZCR9LsVlkLXj7,"mpb, nova mpb, samba",66,1405627,https://i.scdn.co/image/ab6761610000e5eb0726b3a2a4db36495765f020,nova consulta
Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,"dream pop, shoegaze, gothic rock",67,1404995,https://i.scdn.co/image/ab6761610000e5eb00f01cecce8a4475c3de0998,nova consulta
High School Musical Cast,2gUMs9PE8XZVQyzCDqaYmW,,62,1399187,https://i.scdn.co/image/ab6761610000e5ebd360aa4088626e140ee80147,nova consulta
Helloween,4pQN0GB0fNEEOfQCaWotsY,"power metal, speed metal, heavy metal, metal, symphonic metal",61,1398235,https://i.scdn.co/image/ab6761610000e5eb7d6b878498239115a09316d3,nova consulta
Bad Religion,2yJwXpWAQOOl5XFzbCxLs9,"punk, skate punk, hardcore punk, melodic hardcore, ska punk",60,1387568,https://i.scdn.co/image/ab6761610000e5eb785d6af86b16c8747ff61e42,nova consulta
Teodoro & Sampaio,7oraQbXIkvzBmNLzjRVvCH,"sertanejo tradicional, sertanejo",59,1384908,https://i.scdn.co/image/ab6761610000e5ebd47aaf18b0efdca086193f9a,nova consulta
Bad Company,5AEG63ajney2BoDXi0Vb84,"classic rock, aor, southern rock, hard rock",60,1370760,https://i.scdn.co/image/65d37e5c4ee9ef8bfb76de6a17e7c05316199724,nova consulta
André Rieu,3hJv5p2HwekJysNB2NDnEC,"classical, orchestral",66,1370366,https://i.scdn.co/image/ab6761610000e5eb85740abbdaffd46a96d3cffc,nova consulta
James TW,0B3N0ZINFWvizfa8bKiz4v,,59,1368179,https://i.scdn.co/image/ab6761610000e5eb856c04f446eb4217fc1de30f,nova consulta
Silverchair,4iudEcmuPlYNdbP3e1bdn1,"grunge, post-grunge",59,1362499,https://i.scdn.co/image/ab6761610000e5eb61c676a8416dd369d5560b2f,nova consulta
Gino & Geno,2rGEXX2PXml6YnjkgOlWwT,"sertanejo tradicional, sertanejo, forró",61,1361082,https://i.scdn.co/image/ab67616d0000b273ad511db7a8569e0f0c5ab12c,nova consulta
Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,"gothic rock, post-punk, darkwave, new wave, deathrock, cold wave",60,1357112,https://i.scdn.co/image/ab6761610000e5eb924bb9e7396ad3bc32cfeab0,nova consulta
anirap,0rVzRhHB7PRsiNlRn2wc4B,"anime rap, anime",63,1345036,https://i.scdn.co/image/ab6761610000e5eba244f74b1ac9bb619b9cdcbe,nova consulta
Primus,64mPnRMMeudAet0E62ypkx,"funk rock, alternative metal, alternative rock, nu metal",59,1344667,https://i.scdn.co/image/ab6761610000e5eb54ed648a0c70ed8910840f4a,nova consulta
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,,67,1342402,https://i.scdn.co/image/ab6761610000e5eb962c94da847bcc4ef21c4ad9,nova consulta
Mc Lele JP,1mV9h1AwhRXSjBFcYpajgY,"funk consciente, brazilian funk, trap funk",78,1337027,https://i.scdn.co/image/ab6761610000e5eb1d15b937fabc52cdc6b31ad5,nova consulta
Chico Rey & Paraná,1UIlMGFBSIAFckml8NylWm,"sertanejo tradicional, sertanejo",63,1334428,https://i.scdn.co/image/ab6761610000e5eb9e47bd6dd1ee600b9ee8c290,nova consulta
Blind Melon,5sD1ZLf2dGQ9gQ3YJl1eAd,grunge,60,1322798,https://i.scdn.co/image/ab6761610000e5ebdcc3fe6af94c5c178a36d006,nova consulta
Jamie Foxx,7LnaAXbDVIL75IVPnndf7w,,69,1316011,https://i.scdn.co/image/a3823abbd476fa00cdf95a9f5cbbe09d2f96add2,nova consulta
Gabriel Guedes de Almeida,5ETTRSAa5g5uIMNOgqnJPB,"gospel, brazilian gospel, worship, devotional",64,1298519,https://i.scdn.co/image/ab6761610000e5eb54b4f747e95495b6eb080817,nova consulta
The Human League,1aX2dmV8XoHYCOQRxjPESG,"new wave, synthpop",63,1286755,https://i.scdn.co/image/ab6761610000e5eb2aeee2aea5a1a1e3b76b0501,nova consulta
Marcelo D2,1vEN3d3dJbmdHQpXD6AIkL,"brazilian hip hop, samba, brazilian rock",61,1275077,https://i.scdn.co/image/ab6761610000e5ebdf1e74e220a545a0df8a52ef,nova consulta
Eric Land,007FXgr0jLBJxhPJjacXQH,"piseiro, forró, arrocha, sertanejo, brega, seresta",63,1273107,https://i.scdn.co/image/ab6761610000e5eb5e52ac94f23bcdef66f2459e,nova consulta
The B-52's,3gdbcIdNypBsYNu3iiCjtN,"new wave, post-punk",60,1269207,https://i.scdn.co/image/ab6761610000e5eb85c1d77e63082caf426f6d59,nova consulta
Froid,45Yz90pqjzEdJzpEQg1eII,"brazilian hip hop, boom bap, brazilian trap",60,1255188,https://i.scdn.co/image/ab6761610000e5ebec7067e407017e93de91f472,nova consulta
Atitude 67,1vp5pm1DluN0sNXx4tMZzo,"pagode, samba, brazilian pop",61,1246589,https://i.scdn.co/image/ab6761610000e5eb570cd4c70491e10839abb3e9,nova consulta
Bom Gosto,4SaxUo7mfdHBowU0llwxFd,"pagode, samba",59,1243911,https://i.scdn.co/image/ab6761610000e5ebcf9826d14a38e16d8ba9cd50,nova consulta
Morrissey,3iTsJGG39nMg9YiolUgLMQ,"britpop, madchester, new wave, jangle pop",61,1243404,https://i.scdn.co/image/cdbc12a6b10dbab32ed73d4979183e95f46ebeb2,nova consulta
Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,"post-grunge, alternative metal, hard rock",62,1241840,https://i.scdn.co/image/ab6761610000e5ebae029ef07ce6eeee24e1a2a6,nova consulta
Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,,61,1238844,https://i.scdn.co/image/65c4f2d897d65c2236ddc7ab761887910f8ac02f,nova consulta
ZEROBASEONE,7cjg7EkeZy3OI5o9Qthc6n,k-pop,65,1238581,https://i.scdn.co/image/ab6761610000e5eb87112f20911f26a0efb94e57,nova consulta
The Band,4vpDg7Y7fU982Ds30zawDA,"folk rock, roots rock, southern rock, americana",61,1237246,https://i.scdn.co/image/750c386b0ca07258347328b68e171bfcc1addead,nova consulta
Valesca Mayssa,4K4fsuNkaAwysF3AxRPLNh,"gospel, pentecostal, brazilian gospel, worship, devotional",59,1235423,https://i.scdn.co/image/ab6761610000e5eb86e6110603bbbf8e14d4ade5,nova consulta
Alcione,0hPar6ePAELiu9rYMdvMEo,"samba, pagode, mpb",62,1222686,https://i.scdn.co/image/ab6761610000e5eb4c4bfaa865274651bfb5cb4b,nova consulta
DECO*27,7kZTWx6cRLc0TSRPq1XBMP,"vocaloid, j-pop",64,1220521,https://i.scdn.co/image/ab6761610000e5eb172e8da719488cb0da105cfd,nova consulta
Jorge Ben Jor,5JYtpnUKxAzXfHEYpOeeit,"mpb, bossa nova, samba, brazilian jazz",65,1216481,https://i.scdn.co/image/a9c6a324c5f4a0f25bc711a7c4434c89c05ceba2,nova consulta
Di Paullo & Paulino,1e5A3rWcqk9WfLjeg5T3dI,"sertanejo tradicional, sertanejo",62,1213006,https://i.scdn.co/image/ab6761610000e5eb9df9afea38f4e1e71bd7b49e,nova consulta
bôa,5jTtGLk1mGFMY5lQOvJYUj,,69,1207207,https://i.scdn.co/image/ab6761610000e5ebd699423e4d35ff7a7fb66b7d,nova consulta
T. Rex,3dBVyJ7JuOMt4GE9607Qin,"glam rock, proto-punk",60,1206374,https://i.scdn.co/image/ab6761610000e5ebc2d410977cf0092bbded63ce,nova consulta
KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,disco,66,1204832,https://i.scdn.co/image/ab6761610000e5eb5b9b91f430a06b8094efcbda,nova consulta
Mc Tato,7lc98VPDdogFv3eLfCX7sq,brazilian funk,59,1201895,https://i.scdn.co/image/ab6761610000e5eb96e5900ffa4872cd11e65481,nova consulta
Gal Costa,1b8kpp4DUwt1hWaxTiWQhD,"mpb, bossa nova, brazilian jazz",64,1199741,https://i.scdn.co/image/ab6761610000e5ebce25c56eb261c36e5ebc7864,nova consulta
NiziU,3z8diLlUCkN1j9N9ZdnfBJ,"j-pop, k-pop",60,1193859,https://i.scdn.co/image/ab6761610000e5eb226377c5087ab33439932cef,nova consulta
Erasure,0z5DFXmhT4ZNzWElsM7V89,"synthpop, new wave",63,1193675,https://i.scdn.co/image/ab6761610000e5eb8415569615b5c7f5c03c8594,nova consulta
Black Pumas,6eU0jV2eEZ8XTM7EmlguK6,retro soul,63,1185167,https://i.scdn.co/image/ab6761610000e5eb39d27eaedd0adde305e9c98f,nova consulta
Grelo,1eIYP01ZLPKEExhcV6xFgt,"seresta, arrocha, piseiro, forró, brega, sertanejo",67,1183046,https://i.scdn.co/image/ab6761610000e5eb3ff05498bb536e945cb0142a,nova consulta
Henry Freitas,6wduHvHCH5QZtWs6ULilDM,"forró, piseiro, arrocha, seresta, sertanejo, brega",66,1169682,https://i.scdn.co/image/ab6761610000e5eb7cc837dc20d206cdc60f3dd6,nova consulta
Iyaz,5tKXB9uuebKE34yowVaU3C,,67,1169324,https://i.scdn.co/image/07be68a6b678e0307e38303186ddbc6816f250af,nova consulta
Mc Kelvinho,1S4ASTDQvMwm6jP95pIsYB,"funk consciente, brazilian funk, trap funk",64,1168961,https://i.scdn.co/image/ab6761610000e5eb5a288e8ad03b6ca6c156c8c1,nova consulta
Saliva,5S6hjAxgxjsLylsTtMIimO,"nu metal, rap metal",63,1167245,https://i.scdn.co/image/ab6761610000e5eb9b0f80a20812daae4481dd54,nova consulta
SOJA,2vaWvC8suCFkRXejDOK7EE,"reggae, roots reggae, reggae rock",62,1167190,https://i.scdn.co/image/ab6761610000e5eb63249f1bc63ff8d4205efbc8,nova consulta
Apocalyptica,4Lm0pUvmisUHMdoky5ch2I,symphonic metal,62,1167044,https://i.scdn.co/image/ab6761610000e5ebd5b5240aa1e0454e3ea2eb72,nova consulta
MEOVV,08hHTBHlv0WRXWlyrsb6Kv,k-pop,66,1164984,https://i.scdn.co/image/ab6761610000e5ebbc6dcb995700b11563f7d8bd,nova consulta
Detonautas,5AlUDdksfPP7l4Qm22MJA9,"brazilian rock, mpb, brazilian pop, pop rock",62,1163270,https://i.scdn.co/image/ab6761610000e5ebb19cf97aea0a0c0ff1543172,nova consulta
Milton Nascimento,3Bnq7jiU506HcPjRgQ43TM,"mpb, bossa nova, brazilian jazz",64,1161329,https://i.scdn.co/image/ab6761610000e5eb8ed529f569634a2c98232412,nova consulta
Belchior,0C8HhyOa7zfzIl3gmPjY52,mpb,60,1158398,https://i.scdn.co/image/ab6761610000e5eb3108834ef947e4747ed68bcf,nova consulta
NOFX,4S2yOnmsWW97dT87yVoaSZ,"punk, skate punk, ska punk, ska, melodic hardcore, hardcore punk",59,1157607,https://i.scdn.co/image/ab6772690000c46cddcf65625878991cf30658be,nova consulta
The Pointer Sisters,2kreKea2n96dXjcyAU9j5N,disco,61,1149223,https://i.scdn.co/image/ab6772690000c46c8c57ac844d8c2170149462e3,nova consulta
Mc Th,0bg3fNpRQgZTCAg3Bseyly,"brazilian funk, funk carioca",66,1147832,https://i.scdn.co/image/ab6761610000e5eb210048d570589dddb1bf4dff,nova consulta
Bell Biv DeVoe,2zFZiWQJFFshzojycnXoTL,new jack swing,61,1143032,https://i.scdn.co/image/ab6761610000e5eb6d096b2195e267e4946b16aa,nova consulta
10CM,6zn0ihyAApAYV51zpXxdEp,"k-ballad, soundtrack",61,1137647,https://i.scdn.co/image/ab6761610000e5eb2445af13cb1a8132388cd566,nova consulta
Set It Off,06bDwgCHeMAwhgI8il4Y5k,,66,1135861,https://i.scdn.co/image/ab6761610000e5ebdcde4cdb6b61ee2260316672,nova consulta
Opeth,0ybFZ2Ab08V8hueghSXm6E,"progressive metal, progressive rock, metal, death metal, melodic death metal",59,1133512,https://i.scdn.co/image/ab6761610000e5eb45e1bb6e5285297f9e55e550,nova consulta
Casa Worship,4bqKmu3kRUl6X7pTl1CuVs,"gospel, worship, brazilian gospel, devotional",63,1133423,https://i.scdn.co/image/ab6761610000e5eb1166cd528a48f976066a4efd,nova consulta
Gabb MC,5qyPbwqvOEp7FvR1EeTQQ2,"brazilian funk, funk consciente, trap funk",65,1132755,https://i.scdn.co/image/ab6761610000e5ebf401cb2fef8f656b39f30da6,nova consulta
Joan Jett & the Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,rock,64,1132535,https://i.scdn.co/image/ab6761610000e5eb18b65165ad4f5f1c188efc0b,nova consulta
Vitinho,09djLPsTydbIFC9duW5mQp,"pagode, samba",62,1132330,https://i.scdn.co/image/ab6761610000e5eb944dc75c8f4200ce58c883c7,nova consulta
The Marshall Tucker Band,59QxeZBL6k9L4oJBGSyukd,"southern rock, country rock, classic rock",62,1124901,https://i.scdn.co/image/ab6761610000e5eb146388d54bc86c0dc6f59f6d,nova consulta
Alessandro Vilas Boas,7nMA5jUpayvsedWUkX9lx7,"gospel, devotional, worship, brazilian gospel",61,1123060,https://i.scdn.co/image/ab6761610000e5eb291a0d4ebd07123c068f4d1e,nova consulta
Roberta Flack,0W498bDDNlJIrYMKXdpLHA,"adult standards, classic soul",62,1121585,https://i.scdn.co/image/d3b80d0493e0b44c1879fefff018b0a224d62468,nova consulta
