nome,id_spotify,generos,popularidade,seguidores,imagem,fonte
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,,70,3763219,https://i.scdn.co/image/ab6761610000e5eb7c614a2b3cedfc53e4679c2e,nova consulta
Genesis,3CkvROUTQ6nRi9yQOcsB50,"progressive rock, art rock",70,3759305,https://i.scdn.co/image/ab6761610000e5eba6a5c327ebbc1131effef2e0,nova consulta
Djavan,5rrmaoBXZ7Jcs4Qb77j0YA,mpb,70,3757876,https://i.scdn.co/image/ab6761610000e5ebe699e9c224d7602835111180,nova consulta
Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,"alternative metal, nu metal, hard rock, rap metal, metal",68,3709296,https://i.scdn.co/image/ab6761610000e5ebe024531c06e7de54f84ea6fd,nova consulta
Péricles,6gEzJZrbm0F4ihvE9iXR9z,"pagode, samba",71,3673183,https://i.scdn.co/image/ab6761610000e5eb138a065983331bd82b67a23f,nova consulta
Natiruts,4PhdYoQGH8s1xee81dqQOO,"reggae, mpb, roots reggae",69,3616512,https://i.scdn.co/image/ab6761610000e5eb764999c0589ff0cb6eedc4f1,nova consulta
Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,"new wave, synthpop",73,3615230,https://i.scdn.co/image/ab6761610000e5eb873c478913e5a70527b9442a,nova consulta
Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,"classic rock, psychedelic rock, acid rock",61,3594492,https://i.scdn.co/image/ab6761610000e5ebbf0ee2c099003f6886e4da0c,nova consulta
Poison,1fBCIkoPOPCDLUxGuWNvyo,"glam metal, glam rock",62,3588726,https://i.scdn.co/image/70ed0b201cafa20fc3e3cb30a916f91adbb604ed,nova consulta
Ashanti,5rkVyNGXEgeUqKkB5ccK83,r&b,72,3582149,https://i.scdn.co/image/ab6761610000e5eb1ebb81323a96e465ad20b932,nova consulta
The White Stripes,4F84IBURUo98rz4r61KF70,"garage rock, blues rock, rock, alternative rock",70,3562656,https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9,nova consulta
Milionário & José Rico,4oa7ETNZH1ivfzFkCGVZlR,"sertanejo tradicional, sertanejo",67,3527730,https://i.scdn.co/image/ab6761610000e5eb26c5c8d56a8979c644f37de7,nova consulta
Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,"metalcore, metal",67,3520436,https://i.scdn.co/image/ab6761610000e5eb18219fa877c67b4eda00550c,nova consulta
MHRAP,7w4W5Yr7oTBAqhglv0IP87,"anime rap, anime",63,3467532,https://i.scdn.co/image/ab6761610000e5eb33d7900d20299dec06580af1,nova consulta
Jão,59FrDXDVJz0EKqYg39dnT2,"brazilian pop, nova mpb, mpb",63,3435578,https://i.scdn.co/image/ab6761610000e5ebc4bed49b3a6321d7a2097ace,nova consulta
Xand Avião,43DRDu6nLSeIedZ7T1A616,"forró, piseiro, sertanejo, arrocha, sertanejo universitário, brega",71,3399504,https://i.scdn.co/image/ab6761610000e5ebf1989218233094ddf832f7ff,nova consulta
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,"glam metal, glam rock, hard rock",66,3348453,https://i.scdn.co/image/ab6761610000e5eb1cc545458190efc44f48035f,nova consulta
NAYEON,1VwDG9aBflQupaFNjUru9A,k-pop,62,3345815,https://i.scdn.co/image/ab6761610000e5eb70f34c0aeb5787411803adc4,nova consulta
Skank,4C4kpaAdp6aKSkguw40SsU,"brazilian rock, mpb, brazilian pop, pop rock",67,3336499,https://i.scdn.co/image/ab6761610000e5eb2b61503716c9cbb86f6a0658,nova consulta
James Blunt,7KMqksf0UMdyA0UCf4R3ux,,71,3313875,https://i.scdn.co/image/ab6761610000e5eb3863fa2fdb07fb4fe1a9607d,nova consulta
SHINee,2hRQKC0gqlZGPrmUKbcchR,k-pop,62,3310748,https://i.scdn.co/image/ab6761610000e5ebf6e777bb4a99ac7ddd55c762,nova consulta
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,,71,3308464,https://i.scdn.co/image/ab6761610000e5eb7e43679c3022f9310645078b,nova consulta
Omarion,0f5nVCcR06GX8Qikz0COtT,r&b,61,3302959,https://i.scdn.co/image/ab6761610000e5eb9020730faab3ef6ebd31012a,nova consulta
The Temptations,3RwQ26hR2tJtA8F9p2n7jG,"motown, classic soul, soul",66,3298820,https://i.scdn.co/image/ab6761610000e5ebec212a39ffa4182a0fff4e3c,nova consulta
MC G15,3Nipsl6GVwwGyeAk0J29C6,brazilian funk,66,3290289,https://i.scdn.co/image/ab6761610000e5eb1e5e8ecf7f0a1e2d34f53486,nova consulta
Nina Simone,7G1GBhoKtEPnP86X2PvEYO,"vocal jazz, jazz blues, soul, soul jazz, jazz, blues",69,3251103,https://i.scdn.co/image/ab6761610000e5eb136c51c848c26a6cce7f9e56,nova consulta
Andrea Bocelli,3EA9hVIzKfFiQI0Kikz2wo,opera,71,3222756,https://i.scdn.co/image/ab6761610000e5ebfb101ed2a035fcfa2bd6fee1,nova consulta
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,east coast hip hop,72,3195466,https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3,nova consulta
The Clash,3RGLhK1IP9jnYFH4BRFJBS,punk,69,3191604,https://i.scdn.co/image/ab6761610000e5eb2fc4d22f2e060511db2ae971,nova consulta
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,"christian, worship, ccm",70,3151750,https://i.scdn.co/image/ab6761610000e5eb9db9d200f3560f487a9c5020,nova consulta
Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,"mpb, brazilian rock, brazilian pop, nova mpb",65,3131439,https://i.scdn.co/image/ab6761610000e5ebb2cbcafdb861bc51a70cabaa,nova consulta
Skid Row,4opTS86dN9uO313J9CE8xg,"glam metal, glam rock, hard rock",63,3124374,https://i.scdn.co/image/ab6761610000e5eb59fe65d4b1e00e486f285167,nova consulta
*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,,71,3109988,https://i.scdn.co/image/ab6761610000e5eb9414ef07d0ca697726912df1,nova consulta
César Menotti & Fabiano,08yxJfM5RnFAjJvMJIFnvh,"sertanejo, sertanejo tradicional, sertanejo universitário",63,3106674,https://i.scdn.co/image/ab6761610000e5eb89bdf5fdaec9c7fdecad1d37,nova consulta
INXS,1eClJfHLoDI4rZe5HxzBFv,,70,3097258,https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf,nova consulta
Twisted Sister,7b85ve82Sh36a3UAx74wut,"glam metal, glam rock",61,3091390,https://i.scdn.co/image/758604f17b98e5db650adeebf9cf8cb55feda0f0,nova consulta
Capital Inicial,4Z0yuwHVJBROVZqFpTIr0d,"brazilian rock, mpb, brazilian pop, pop rock",64,3039429,https://i.scdn.co/image/ab6761610000e5ebc4d7ff8212967e607b22627b,nova consulta
Heart,34jw2BbxjoYalTp8cJFCPv,"classic rock, aor, rock",69,3023834,https://i.scdn.co/image/ab6772690000c46c469d216a8920e0df099e4621,nova consulta
Zé Ramalho,7JoWcJHDOG58JYTe6d400S,"mpb, forró tradicional, sertanejo tradicional, forró",65,3013762,https://i.scdn.co/image/ab6761610000e5eb607a7b4dcd5555814031c84e,nova consulta
Yasmin Santos,597XBqZtaiZC7laCNx3nVz,"sertanejo, sertanejo universitário",60,3007958,https://i.scdn.co/image/ab6761610000e5eb0122e00d419d79c002dd8a47,nova consulta
Dio,4CYeVo5iZbtYGBN4Isc3n6,"heavy metal, metal, hard rock, glam metal",62,2995970,https://i.scdn.co/image/ab6761610000e5eb555c8199ba80168cfeafdfbc,nova consulta
Normani,2cWZOOzeOm4WmBJRnD5R7I,,68,2962955,https://i.scdn.co/image/ab6761610000e5ebdc6e85ec0f93f5b2cf475487,nova consulta
a-ha,2jzc5TC5TVFLXQlBNiIUzE,"new wave, synthpop",73,2947904,https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067,nova consulta
Rise Against,6Wr3hh341P84m3EI8qdn9O,"punk, hardcore punk",70,2947849,https://i.scdn.co/image/ab6761610000e5eb071291b50cd2f68a7bfe1337,nova consulta
Pixote,0ciLF0bOuu2BhqzCEZgHoB,"pagode, samba",67,2929307,https://i.scdn.co/image/ab6761610000e5eba0b5dc1d9515ab7f88de2dd1,nova consulta
Ramones,1co4F2pPNH8JjTutZkmgSm,"punk, proto-punk",65,2917508,https://i.scdn.co/image/ab6761610000e5eb5b9f46a5c5bf8243179d56b0,nova consulta
Roxette,2SHhfs4BiDxGQ3oxqf0UHY,swedish pop,74,2903440,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034,nova consulta
Roupa Nova,2poCUrtJvVVgfA2hgri1IS,"mpb, brazilian pop, brazilian rock",63,2897635,https://i.scdn.co/image/ab6761610000e5eb818e8d878ff7429b83c452b2,nova consulta
Henrique & Diego,1D6vAeVUcgMbSx80IA3Zun,"sertanejo, sertanejo universitário, arrocha",62,2889824,https://i.scdn.co/image/ab6761610000e5eb4a499046e6a429ac8e4d1d9a,nova consulta
Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,"new wave, post-punk",70,2873017,https://i.scdn.co/image/e4c5b04fce8706c87663357b1f78522a3a5c641b,nova consulta
B.B. King,5xLSa7l4IV1gsQfhAMvl0U,"blues, classic blues, jazz blues, soul blues, blues rock",62,2861091,https://i.scdn.co/image/ffb3ff26238fe635a230bb0feb59dd0a5b209b6f,nova consulta
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,k-pop,64,2846698,https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa,nova consulta
Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,"disco, funk",68,2831374,https://i.scdn.co/image/ab6761610000e5eb69287c3f1b150bbead642499,nova consulta
2NE1,1l0mKo96Jh9HVYONcRl3Yp,k-pop,59,2795709,https://i.scdn.co/image/ab6761610000e5ebcd3114c3d3dc89d5ec1c9145,nova consulta
Joy Division,432R46LaYsJZV2Gmc4jUV5,"post-punk, new wave, gothic rock, darkwave, madchester, cold wave",63,2795559,https://i.scdn.co/image/5eeddd733170399db794d2c430a8d2cde7ae1425,nova consulta
Simply Red,1fa0cOhromAZdq2xRA4vv8,,71,2785464,https://i.scdn.co/image/ab6761610000e5ebdf126340c69932e9c9ff27de,nova consulta
Hoobastank,2MqhkhX4npxDZ62ObR5ELO,nu metal,68,2760484,https://i.scdn.co/image/ab6761610000e5ebb6f14120a7c97c531c2ebdcc,nova consulta
Chitãozinho & Xororó,7gfkYbxpguEc9bm6m8TpAr,"sertanejo tradicional, sertanejo, agronejo",68,2753874,https://i.scdn.co/image/ab6761610000e5ebd5fcda04e60405d7e5ca3fb1,nova consulta
Cassiane,6MQhMvMTFK4nAQzoOKrwY3,"gospel, pentecostal, brazilian gospel, worship",59,2749809,https://i.scdn.co/image/ab6761610000e5ebf0544fd215cec6388e7e7613,nova consulta
Antonio Vivaldi,2QOIawHpSlOwXDvSqQ9YJR,classical,71,2731761,https://i.scdn.co/image/9785700bae86f991f78183076861c7342a4bcf90,nova consulta
TIAGO IORC,4iWkwAVzssjb8XgxdoOL6M,"mpb, nova mpb, brazilian pop",63,2702973,https://i.scdn.co/image/ab6761610000e5ebca0cbfa7da640a6c43ea74e7,nova consulta
Marisa Monte,0rSTXALHu0EKAawPLBdODH,"mpb, nova mpb",69,2699733,https://i.scdn.co/image/ab6761610000e5ebdf680c991c829899faf1283c,nova consulta
Mumuzinho,34dfPo3Zi55yM6oV46q4y7,"pagode, samba",67,2671992,https://i.scdn.co/image/ab6761610000e5ebee3999a54419f816a541dbfa,nova consulta
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,"brazilian rock, mpb, brazilian pop",65,2667331,https://i.scdn.co/image/ab6761610000e5eb9f0c70d55c26e9773d00b7b1,nova consulta
The Animals,3ICflSq6ZgYAIrm2CTkfVP,classic rock,67,2661514,https://i.scdn.co/image/ab6761610000e5eb3ce1e2a99cffc7c662938b01,nova consulta
Raça Negra,1RnHJ07H3jcpay9PrUPjnt,"pagode, samba",68,2655582,https://i.scdn.co/image/ab6761610000e5ebd4002ad0583610a94ecdaec9,nova consulta
Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,"brazilian rock, mpb, brazilian pop, pop rock",66,2655284,https://i.scdn.co/image/ab6761610000e5ebb2c3fe2657126650f27ccae6,nova consulta
Cream,74oJ4qxwOZvX6oSsu1DGnw,"classic rock, psychedelic rock, acid rock, blues rock",62,2651538,https://i.scdn.co/image/aab6a0a0e9ca2ab17460b0451e59ba507cc5802a,nova consulta
Eve,58oPVy7oihAEXE0Ott6JOf,"anime, j-pop, j-rock, vocaloid, japanese indie",67,2641564,https://i.scdn.co/image/ab6761610000e5eb5f10809c41ee1ae69b94fdbb,nova consulta
Caetano Veloso,7HGNYPmbDrMkylWqeFCOIQ,"mpb, bossa nova, samba",68,2620213,https://i.scdn.co/image/ab6761610000e5ebcffb538293045411d2b51b8a,nova consulta
Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,"brazilian rock, mpb, brazilian pop, latin rock, pop rock",66,2608666,https://i.scdn.co/image/ab6761610000e5ebc379b4361bcfb87f5bd72808,nova consulta
Cássia Eller,10naVTwNjE50daQVrN0bXh,"mpb, brazilian rock, brazilian pop",64,2585317,https://i.scdn.co/image/ab6761610000e5eb173e5ef74a4a36decb5dc213,nova consulta
Pitty,2dmQ0vMD3THLMcz7DsvfaT,"brazilian rock, mpb, brazilian pop",64,2578212,https://i.scdn.co/image/ab6761610000e5eb1183488d72f571f4b079c5d5,nova consulta
Rush,2Hkut4rAAyrQxRdof7FVJq,"progressive rock, classic rock, hard rock, rock, aor",66,2568913,https://i.scdn.co/image/ab6761610000e5eb896c4b043fb3063178afd716,nova consulta
Titãs,2euX7vCVnJy3TVEGfc0RCl,"brazilian rock, mpb, brazilian pop, pop rock",63,2548271,https://i.scdn.co/image/ab6761610000e5eb879299d75c2461aea6d2b998,nova consulta
Jordin Sparks,2AQjGvtT0pFYfxR3neFcvz,,64,2527880,https://i.scdn.co/image/ab6761610000e5eb19436426207ba83da96e5c1e,nova consulta
Björk,7w29UYBi0qsHi5RTcv3lmA,"art pop, trip hop",75,2495499,https://i.scdn.co/image/ab6761610000e5eb8885fa2ceadc7658d65e1121,nova consulta
New Order,0yNLKJebCb8Aueb54LYya3,"new wave, synthpop, post-punk, madchester",67,2486207,https://i.scdn.co/image/ab6761610000e5eba080a8e96758f416301578f9,nova consulta
MC Paulin da Capital,592JnViQ2tot63c1SbtgK2,"funk consciente, brazilian funk, trap funk",68,2485837,https://i.scdn.co/image/ab6761610000e5eb05a1e14a9ddf7fdbad576743,nova consulta
Jota Quest,5re6NsyXzHg6uvNimzQ3F6,"brazilian rock, mpb, brazilian pop, pop rock",63,2481930,https://i.scdn.co/image/ab6761610000e5eb1db48d3d5e4615d34a5f683c,nova consulta
JoJo,5xuNBZoM7z1Vv8IQ6uM0p6,,62,2455436,https://i.scdn.co/image/ab6761610000e5eb7f5338888bacde64445c90e8,nova consulta
Cazuza,1PwOU6fFbmaGkK3wkbb8fU,"mpb, brazilian rock, brazilian pop",63,2443048,https://i.scdn.co/image/ab6761610000e5ebabc390d0dfc8c9d31f413518,nova consulta
Nightwish,2NPduAUeLVsfIauhRwuft1,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock",66,2437357,https://i.scdn.co/image/ab6761610000e5ebf3284e60d4e43c9a7b52c08d,nova consulta
Lindsey Stirling,378dH6EszOLFShpRzAQkVM,,66,2434912,https://i.scdn.co/image/ab6761610000e5eb36c6fa1b8ff851988de641f8,nova consulta
Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,"metalcore, screamo, post-hardcore, metal, emo",63,2433296,https://i.scdn.co/image/ab6761610000e5ebd07f0b3d8b5c9576f15f1fb1,nova consulta
Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,"baroque pop, indie rock",64,2402647,https://i.scdn.co/image/ab6761610000e5eb57c6e5fa2170e9a938f4a880,nova consulta
SUPER JUNIOR,6gzXCdfYfFe5XKhPKkYqxV,k-pop,63,2385589,https://i.scdn.co/image/ab6761610000e5ebb6d2631a4f75a584a1b4e2bf,nova consulta
Casting Crowns,6eJqAWJdd8JhAN1pQGie4r,"christian, worship, ccm, christian rock, christian alternative rock, christian pop",65,2381559,https://i.scdn.co/image/ab6761610000e5ebd502012596e8376956a4d078,nova consulta
Leonardo,2YWOP324cKGfkTo2PydgJR,"sertanejo tradicional, sertanejo",68,2373731,https://i.scdn.co/image/ab6761610000e5eb233288c013b86618729c647c,nova consulta
Nicole Scherzinger,40xbWSB4JPdOkRyuTDy1oP,,61,2369199,https://i.scdn.co/image/ab6761610000e5eb13bcbecd7d8099a9d16403cc,nova consulta
XG,0LOK81e9H5lr61HlGGHqwA,k-pop,70,2361417,https://i.scdn.co/image/ab6761610000e5ebd4a49e97ee6baeee9a8c8341,nova consulta
Sepultura,6JW8wliOEwaDZ231ZY7cf4,"thrash metal, groove metal, metal, death metal, nu metal, heavy metal, speed metal, alternative metal",61,2355341,https://i.scdn.co/image/ab6761610000e5eb716f574b796045f28ce4f4f3,nova consulta
MC Marks,04QHNiih9ZesPvals6II1h,"funk consciente, brazilian funk, trap funk",72,2355290,https://i.scdn.co/image/ab6761610000e5ebe8da2281384a3d379e4705fa,nova consulta
Eurythmics,0NKDgy9j66h3DLnN8qu1bB,"new wave, synthpop",69,2351390,https://i.scdn.co/image/ab6761610000e5eb145a01fb993c3088fe6ac5e7,nova consulta
Simple Minds,6hN9F0iuULZYWXppob22Aj,new wave,67,2350920,https://i.scdn.co/image/ab6761610000e5eb83e9da1d7f9d7da25c9e1e53,nova consulta
BK,1YOVBTvznjiDvtAj4ExHeo,"brazilian hip hop, boom bap, brazilian trap",74,2350807,https://i.scdn.co/image/ab6761610000e5ebaedd984d97865aef05fb6060,nova consulta
Mc Daniel,6YzSM19LzpLH0nVKKU6Jsy,"brazilian funk, agronejo, trap funk, funk consciente",67,2330239,https://i.scdn.co/image/ab6761610000e5eb0523591fa9d6afb4a83d8c17,nova consulta
James Brown,7GaxyUddsPok8BuhxN6OUW,"funk, soul, motown, classic soul",63,2330146,https://i.scdn.co/image/ab6761610000e5eb158342aa8bb8a192c778f2a5,nova consulta
Chris Cornell,0XHiH53dHrvbwfjYM7en7I,grunge,60,2317620,https://i.scdn.co/image/f7db2b2d592dd542e7470e2307a5848060837565,nova consulta
Lulu Santos,0A1oy7PC7fdzURgaLaWkL1,"mpb, brazilian rock, brazilian pop",64,2311421,https://i.scdn.co/image/ab6761610000e5eb0ecd444749b59868afd385b6,nova consulta
Tim Maia,0jOs0wnXCu1bGGP7kh5uIu,mpb,66,2311025,https://i.scdn.co/image/ab6761610000e5ebaa594f902dd3a6704715933f,nova consulta
MC Menor da VG,4maKTxhTIDEnWKra7wEIMR,"brazilian funk, funk consciente, trap funk",66,2300895,https://i.scdn.co/image/ab6761610000e5ebc3afbe20d6230e1f4f1291cc,nova consulta
Guilherme & Santiago,61rqgwKmF0QwycnC8O82rn,"sertanejo, sertanejo universitário, sertanejo tradicional",63,2298324,https://i.scdn.co/image/ab6761610000e5eba8c8480ed3ccf589060a0ebe,nova consulta
Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,"post-grunge, alternative metal",63,2292576,https://i.scdn.co/image/ab6761610000e5eb6cff6acc48314698c7d9ce87,nova consulta
Exaltasamba,6VPRGmbZ0dupZrbwwEDRRw,"pagode, samba",67,2284125,https://i.scdn.co/image/ab67616d0000b27302e4a8d93ee164e5bd371052,nova consulta
Grupo Revelação,7yQrcdkLdBAkV7yY9fF2Hw,"pagode, samba",71,2269682,https://i.scdn.co/image/ab6761610000e5ebc2523529fb46fb0697fa6b9c,nova consulta
Barry White,3rfgbfpPSfXY40lzRK7Syt,"disco, soul, classic soul, quiet storm, philly soul",67,2266098,https://i.scdn.co/image/c00b771ca8b6241bcfe316f8e8a11072714e79ef,nova consulta
Jay Park,4XDi67ZENZcbfKnvMnTYsI,"k-rap, k-pop",63,2234855,https://i.scdn.co/image/ab6761610000e5ebbaec57292a885401901ce138,nova consulta
Ivete Sangalo,7dzq55YG3wjViqexDwiycQ,"axé, pagode baiano, mpb, brazilian pop",65,2221478,https://i.scdn.co/image/ab6761610000e5ebed5aa22cb136fc5f75427fea,nova consulta
Maria Marçal,1pZ1kGj7yoPvG1sSN74imk,"gospel, worship, brazilian gospel, pentecostal",64,2219007,https://i.scdn.co/image/ab6761610000e5eb51f9ceb807ca9d56e2d5f1d9,nova consulta
Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,"synthpop, new wave",70,2216670,https://i.scdn.co/image/ab6761610000e5ebd24f448b409b6304c2880614,nova consulta
K/DA,4gOc8TsQed9eqnqJct2c5v,k-pop,62,2216630,https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5,nova consulta
ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,"j-pop, j-rock, anime, japanese indie",67,2210853,https://i.scdn.co/image/ab6761610000e5ebb38a96d85b0580670123280e,nova consulta
Joe,3zTOe1BtyTkwNvYZOxXktX,"r&b, quiet storm",65,2207797,https://i.scdn.co/image/ab6761610000e5eb56910dd36ced0f6f3fbecacd,nova consulta
Belo,7hLjkyL9Pz9xtQNahzJZki,"pagode, samba",70,2196482,https://i.scdn.co/image/ab6761610000e5eb83036a4880a6984579630eb7,nova consulta
Tori Kelly,1vSN1fsvrzpbttOYGsliDr,,65,2192740,https://i.scdn.co/image/ab6761610000e5ebb8b0504e27b895cca3981a1c,nova consulta
Jazmine Sullivan,7gSjFKpVmDgC2MMsnN8CYq,r&b,61,2191686,https://i.scdn.co/image/ab6761610000e5ebe85d25b9286d6815ddb0d82a,nova consulta
Modern Talking,79bxUQsBIXO8nVLB9fYKf7,"europop, italo disco, eurodance",71,2190776,https://i.scdn.co/image/ab6761610000e5eb763481abe93a755de038db8b,nova consulta
BOL4,4k5fFEYgkWYrYvtOK3zVBl,"k-pop, k-ballad",61,2187223,https://i.scdn.co/image/ab6761610000e5eb4a970fe13b80298b5621d657,nova consulta
Donna Summer,2eogQKWWoohI3BSnoG7E2U,"disco, hi-nrg",65,2171742,https://i.scdn.co/image/ab6761610000e5eb9e708b5a9b76b98301d35123,nova consulta
Styx,4salDzkGmfycRqNUbyBphh,"classic rock, aor, progressive rock",63,2171108,https://i.scdn.co/image/ab6761610000e5ebc2a482e06d5e31e6cc6cf7ec,nova consulta
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,,70,2148043,https://i.scdn.co/image/ab6761610000e5eb846bc13eb69e61cdd53a5946,nova consulta
Pablo,2uOlKKhuUUWlTITCYYUuIK,"arrocha, seresta, brega, forró, piseiro, sertanejo",70,2142393,https://i.scdn.co/image/ab6761610000e5ebf61a1bf320c5561da38980aa,nova consulta
Mudvayne,2Pfv2w8a20xzC7Dr7QXRqM,"nu metal, alternative metal, rap metal, metal",60,2139502,https://i.scdn.co/image/ab6761610000e5eb9013e926945e76dbc9ad6c97,nova consulta
The Velvet Underground,1nJvji2KIlWSseXRSlNYsC,"proto-punk, art rock",62,2137261,https://i.scdn.co/image/d69c2cf10323bf08443c7d122f3a1824a760ab57,nova consulta
Commodores,6twIAGnYuIT1pncMAsXnEm,"motown, classic soul",66,2135701,https://i.scdn.co/image/ab6761610000e5eb21a213a4fe1a6f9b45d3f7f9,nova consulta
Toby Fox,57DlMWmbVIf2ssJ8QBpBau,soundtrack,75,2135489,https://i.scdn.co/image/ab6761610000e5ebcce32307d0f312e8faf01bae,nova consulta
kamaitachi,1ISc8zhrqxd5WrJMkMMLSm,,61,2120180,https://i.scdn.co/image/ab6761610000e5ebb175ef0c03c200e02f6beb2d,nova consulta
Bush,78SHxLdtysAXgywQ4vE0Oa,"grunge, post-grunge",64,2118416,https://i.scdn.co/image/ab6761610000e5eb613262f46eb899a84d0c5442,nova consulta
AKMU,6OwKE9Ez6ALxpTaKcT5ayv,"k-ballad, k-pop",59,2105731,https://i.scdn.co/image/ab6761610000e5eb00beb181c5f5464f4562f90f,nova consulta
ZICO,4XpUIb8uuNlIWVKmgKZXC0,"k-rap, k-pop",61,2097617,https://i.scdn.co/image/ab6761610000e5ebbc333412dcb39d8ef2bd91cc,nova consulta
Black Veil Brides,6O7MpKrY91vlCd4Osi6XKs,"emo, screamo",61,2096714,https://i.scdn.co/image/ab6761610000e5ebb6f2737a61158bf977b9dcdf,nova consulta
Seal,5GtMEZEeFFsuHY8ad4kOxv,,65,2095192,https://i.scdn.co/image/ab6761610000e5ebe29f9c69aad50e33fa61805a,nova consulta
Yes,7AC976RDJzL2asmZuz7qil,"progressive rock, art rock, aor",63,2093871,https://i.scdn.co/image/ab6761610000e5eb419fcf221809dabb6cc0f31c,nova consulta
Hinder,6BMhCQJYHxxKAeqYS1p5rY,post-grunge,63,2088489,https://i.scdn.co/image/ab6761610000e5ebc7e44fb962c3eda2e2013a00,nova consulta
Zeca Pagodinho,3qZ2n5keOAat1SoF6bHwmb,"samba, pagode",66,2088308,https://i.scdn.co/image/ab6761610000e5ebba8ad8a2315ed9148c7b1cc7,nova consulta
Nadson O Ferinha,7KdmibNmW5J0q5YtGnJqQ8,"arrocha, seresta, piseiro, brega, forró, sertanejo",63,2087743,https://i.scdn.co/image/ab6761610000e5eb2db5ac53f7abab1c48b8e5b2,nova consulta
Leandro & Leonardo,0qHOVLCmMmMgk9l3GsgmUB,"sertanejo tradicional, sertanejo",68,2084920,https://i.scdn.co/image/ab6761610000e5eb1a78fbe9474255be6b4d6683,nova consulta
America,35U9lQaRWSQISxQAB94Meo,"yacht rock, soft rock, folk rock",71,2082297,https://i.scdn.co/image/ab6761610000e5eb1918619d3b26c6cb16084997,nova consulta
Moby,3OsRAKCvk37zwYcnzRf5XF,"downtempo, trip hop",70,2081686,https://i.scdn.co/image/ab6761610000e5eb51998989b51d8bda6a7486f2,nova consulta
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,"k-pop, k-rap",67,2064980,https://i.scdn.co/image/ab6761610000e5ebd7102187f27111bf9361de09,nova consulta
Daniel,2wwWukJBsCikjlj7vlbQkM,"sertanejo tradicional, sertanejo",63,2021228,https://i.scdn.co/image/ab6761610000e5eb0e18aa81ac38d5a9274501c5,nova consulta
David Gilmour,2FcC4sDMXme2ziI7tGKMK8,progressive rock,59,2019784,https://i.scdn.co/image/ab6761610000e5eb4ab2cbce7e4f8f2c9be48a71,nova consulta
Jennifer Hudson,35GL8Cu2GKTcHzKGi75xl5,,59,2014892,https://i.scdn.co/image/ab6761610000e5eb2662b4a85c8b3e57cb3953cc,nova consulta
Europe,7Js6Lde8thlIHXggv2SCBz,glam metal,65,1999119,https://i.scdn.co/image/ab6761610000e5ebe99fd2e4f7019aa6cb8a26e9,nova consulta
Counting Crows,0vEsuISMWAKNctLlUAhSZC,,70,1969091,https://i.scdn.co/image/ab6761610000e5ebe49e02d94a91ccdb846a62fa,nova consulta
Kansas,2hl0xAkS2AIRAu23TVMBG1,"classic rock, progressive rock, aor",66,1959780,https://i.scdn.co/image/ab6761610000e5eb4a5ee495f61402a3959b2d9c,nova consulta
Victor & Leo,2HtEBtekn0bXogyogD3PTr,"sertanejo, sertanejo tradicional, sertanejo universitário",65,1957282,https://i.scdn.co/image/ab6761610000e5eba0b0d3e191d0103c47526328,nova consulta
Peter Gabriel,7C4sUpWGlTy7IANjruj02I,art rock,64,1949888,https://i.scdn.co/image/ab6761610000e5eb997116abcd93201746831544,nova consulta
Alceu Valença,559vxOLTzlAv0zB77JMcdG,"mpb, forró tradicional, forró",64,1948466,https://i.scdn.co/image/ab6761610000e5ebddf1217b512aecab728c41ab,nova consulta
