ano,Categoria_Local,Tipo_Espaco,generos,popularidade,seguidores,lotacao,preco_medio,dia_semana,tipo_dia,mes,distancia_dias_anterior,genero_cluster
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,R&B,88.0,28587137.0,49937.0,538.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,0.25,2.0
2023,MEDIAS CASAS,CASA DE SHOWS,DREAM POP,85.0,17557432.0,3900.0,200.0,SEGUNDA-FEIRA,DIA UTIL,MARÇO,499.5,Outros
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,AXE,61.0,1063412.0,34000.0,386.0,SABADO,FIM DE SEMANA,JUNHO,-232.0,8.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,AXE,61.0,1063412.0,20000.0,210.0,SABADO,FIM DE SEMANA,FEVEREIRO,77.0,8.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,AXE,61.0,1063412.0,17000.0,200.0,QUINTA-FEIRA,FERIADO NACIONAL,JUNHO,-231.0,8.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,AXE,61.0,1063412.0,50000.0,200.0,SABADO,FIM DE SEMANA,JUNHO,2.0,8.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,AXE,61.0,1063412.0,20000.0,480.0,QUINTA-FEIRA,FERIADO MUNICIPAL,JANEIRO,177.5,8.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,AXE,61.0,1063412.0,7000.0,140.0,TERCA-FEIRA,DIA UTIL,ABRIL,304.0,8.0
2025,MEDIAS CASAS,CASA DE SHOWS,AXE,61.0,1063412.0,8000.0,416.0,SABADO,FIM DE SEMANA,SETEMBRO,107.2,8.0
2023,MEDIAS CASAS,CASA DE SHOWS,REGGAETON,66.0,9361868.0,3200.0,480.0,QUARTA-FEIRA,DIA UTIL,JULHO,-420.0,Outros
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,89.0,61164769.0,73275.0,702.5,SEXTA-FEIRA,DIA UTIL,MARÇO,-136.75,6.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,89.0,61164769.0,73275.0,702.5,SABADO,FIM DE SEMANA,MARÇO,0.25,6.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,89.0,61164769.0,73275.0,702.5,SEGUNDA-FEIRA,DIA UTIL,MARÇO,0.5,6.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,89.0,61164769.0,73276.0,702.5,TERCA-FEIRA,DIA UTIL,MARÇO,0.25,6.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,89.0,61164769.0,73275.0,702.5,SEXTA-FEIRA,DIA UTIL,MARÇO,0.75,6.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,89.0,61164769.0,73275.0,702.5,SABADO,FIM DE SEMANA,MARÇO,0.25,6.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,61.0,885381.0,3200.0,150.0,SABADO,FIM DE SEMANA,ABRIL,-265.5,9.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,61.0,885381.0,3200.0,150.0,DOMINGO,FIM DE SEMANA,MAIO,7.5,9.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN ROCK,61.0,885381.0,6400.0,200.0,SABADO,FIM DE SEMANA,SETEMBRO,-546.5,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,61.0,885381.0,3200.0,270.0,SABADO,FIM DE SEMANA,JULHO,398.5,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,61.0,885381.0,7000.0,950.0,SEXTA-FEIRA,DIA UTIL,AGOSTO,356.6666666666667,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,0,73.0,910403.0,4000.0,496.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,219.6,3.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,SERTANEJO TRADICIONAL,63.0,2018322.0,7000.0,350.0,QUARTA-FEIRA,DIA UTIL,DEZEMBRO,-195.2,13.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,SERTANEJO TRADICIONAL,63.0,2018322.0,7000.0,202.5,DOMINGO,FIM DE SEMANA,MAIO,28.8,13.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,SERTANEJO TRADICIONAL,63.0,2018322.0,7000.0,202.5,SEXTA-FEIRA,DIA UTIL,MAIO,1.0,13.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO TRADICIONAL,63.0,2018322.0,45000.0,180.0,SABADO,FIM DE SEMANA,AGOSTO,123.66666666666667,13.0
2025,MEDIAS CASAS,CASA DE SHOWS,JAZZ RAP,73.0,1184315.0,2800.0,220.0,QUINTA-FEIRA,DIA UTIL,OUTUBRO,999.0,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,HARD ROCK,66.0,6008097.0,7800.0,681.25,SEXTA-FEIRA,DIA UTIL,SETEMBRO,127.5,Outros
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,70.0,5700129.0,30000.0,1538.571428571429,TERCA-FEIRA,DIA UTIL,MARÇO,0.0,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,POP,79.0,27284586.0,8000.0,1100.0,TERCA-FEIRA,DIA UTIL,AGOSTO,-184.0,6.0
2022,MEDIAS CASAS,CASA DE SHOWS,POP,79.0,27284586.0,8000.0,1100.0,QUARTA-FEIRA,DIA UTIL,AGOSTO,0.5,6.0
2022,ARENAS E ESTADIOS,CENTRO DE EXPOSICOES,BRAZILIAN FUNK,69.0,2359702.0,10000.0,400.0,SABADO,FIM DE SEMANA,JANEIRO,-94.5,12.0
2022,MEDIAS CASAS,CENTRO DE EVENTOS,BRAZILIAN FUNK,69.0,2359702.0,3000.0,386.0,DOMINGO,FIM DE SEMANA,FEVEREIRO,7.2,12.0
2022,GRANDES CASAS,ESTADIO MULTIUSO,BRAZILIAN FUNK,69.0,2359702.0,10000.0,310.0,SABADO,FIM DE SEMANA,JULHO,-571.0,12.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,BRAZILIAN FUNK,69.0,2359702.0,7000.0,1670.0,SABADO,FIM DE SEMANA,FEVEREIRO,356.0,12.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,RAGE RAP,73.0,1712921.0,34000.0,440.0,SEXTA-FEIRA,DIA UTIL,JUNHO,0.0,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,VOCAL JAZZ,64.0,1170262.0,4000.0,400.0,SABADO,FIM DE SEMANA,NOVEMBRO,999.0,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,PAGODE,70.0,4612534.0,7850.0,116.66666666666669,SEXTA-FEIRA,DIA UTIL,SETEMBRO,-146.66666666666666,1.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,SAMBA,61.0,956612.0,10000.0,820.0,DOMINGO,FIM DE SEMANA,OUTUBRO,-214.33333333333334,5.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,0,61.0,1057103.0,0.0,733.3333333333334,SABADO,FIM DE SEMANA,OUTUBRO,72.0,3.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,65.0,1132190.0,64319.0,710.0,SABADO,FIM DE SEMANA,SETEMBRO,22.5,12.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,70.0,3748285.0,7700.0,310.0,SABADO,FIM DE SEMANA,JUNHO,-20.8,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,70.0,3748285.0,7000.0,601.6666666666666,SABADO,FIM DE SEMANA,MAIO,87.5,11.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,MPB,70.0,3748285.0,4200.0,405.0,SABADO,FIM DE SEMANA,DEZEMBRO,-31.0,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,70.0,3748285.0,8000.0,402.5,SABADO,FIM DE SEMANA,MAIO,119.0,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,70.0,3748285.0,7500.0,402.5,DOMINGO,FIM DE SEMANA,MAIO,0.3333333333333333,11.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN HIP HOP,69.0,3062225.0,34000.0,440.0,SABADO,FIM DE SEMANA,JUNHO,83.0,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,69.0,3062225.0,7700.0,160.0,QUARTA-FEIRA,DIA UTIL,NOVEMBRO,1250.0,9.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,RAP,87.0,34976945.0,0.0,1763.3333333333333,QUINTA-FEIRA,DIA UTIL,MARÇO,-75.66666666666667,12.0
2022,MEDIAS CASAS,CASA DE SHOWS,K-RAP,63.0,1511691.0,3100.0,555.0,DOMINGO,FIM DE SEMANA,OUTUBRO,249.75,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,PROGRESSIVE METAL,61.0,1784602.0,4000.0,540.0,QUARTA-FEIRA,DIA UTIL,AGOSTO,-314.0,Outros
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,PROGRESSIVE METAL,61.0,1784602.0,6900.0,1210.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,167.4,Outros
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,POP,87.0,47039248.0,33921.0,688.0,QUINTA-FEIRA,DIA UTIL,SETEMBRO,-186.4,6.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,87.0,47039248.0,62000.0,506.0,SABADO,FIM DE SEMANA,NOVEMBRO,232.8,6.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN BASS,65.0,506082.0,20000.0,210.0,SABADO,FIM DE SEMANA,FEVEREIRO,-317.0,8.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,63.0,356110.0,42000.0,440.0,DOMINGO,FIM DE SEMANA,JUNHO,-1199.0,3.0
2023,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,60.0,1828363.0,8000.0,370.0,SEXTA-FEIRA,DIA UTIL,MAIO,-55.0,10.0
2023,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,60.0,1828363.0,10000.0,602.0,SEXTA-FEIRA,DIA UTIL,SETEMBRO,-31.666666666666668,10.0
2024,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,60.0,1828363.0,4000.0,240.0,SEXTA-FEIRA,DIA UTIL,MAIO,63.0,10.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO TRADICIONAL,70.0,3931413.0,45000.0,4533.666666666667,SABADO,FIM DE SEMANA,DEZEMBRO,-183.33333333333334,13.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,62.0,1883815.0,8000.0,300.0,SEXTA-FEIRA,DIA UTIL,JANEIRO,100.0,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,62.0,1883815.0,7000.0,300.0,SEXTA-FEIRA,DIA UTIL,FEVEREIRO,7.0,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,62.0,1883815.0,8000.0,300.0,DOMINGO,FIM DE SEMANA,FEVEREIRO,0.6666666666666666,9.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BLUES,72.0,6601800.0,7000.0,1110.0,SABADO,FIM DE SEMANA,SETEMBRO,-0.25,Outros
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BLUES,72.0,6601800.0,44234.0,757.5,DOMINGO,FIM DE SEMANA,SETEMBRO,249.75,Outros
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,NEO SOUL,68.0,3255831.0,12000.0,165.0,SABADO,FIM DE SEMANA,JANEIRO,999.0,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,NEO SOUL,68.0,3255831.0,8000.0,345.0,QUARTA-FEIRA,DIA UTIL,NOVEMBRO,218.33333333333334,Outros
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ALTERNATIVE METAL,76.0,6257657.0,40000.0,975.6,SABADO,FIM DE SEMANA,OUTUBRO,199.8,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,FORRO,61.0,519188.0,7200.0,726.6666666666666,QUINTA-FEIRA,DIA UTIL,ABRIL,-192.0,8.0
2022,ARENAS E ESTADIOS,CENTRO DE EXPOSICOES,PAGODE,76.0,6353077.0,10000.0,400.0,SABADO,FIM DE SEMANA,JANEIRO,-434.5,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,109.4,1.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,48000.0,160.0,SABADO,FIM DE SEMANA,OUTUBRO,1372.0,1.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN HIP HOP,78.0,9339041.0,34000.0,440.0,SABADO,FIM DE SEMANA,JUNHO,-1176.0,9.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN HIP HOP,78.0,9339041.0,40000.0,250.0,SABADO,FIM DE SEMANA,MAIO,161.0,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,0,64.0,1669513.0,2639.0666666666666,160.0,QUARTA-FEIRA,DIA UTIL,NOVEMBRO,-548.0,3.0
2022,MEDIAS CASAS,CASA DE SHOWS,INDIE FOLK,64.0,1451220.0,4000.0,450.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,999.0,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,60.0,629418.0,2900.0,60.0,SEXTA-FEIRA,DIA UTIL,JUNHO,-67.0,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,60.0,629418.0,2839.1304347826085,160.0,SABADO,FIM DE SEMANA,SETEMBRO,224.5,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,AOR,73.0,3863411.0,7500.0,750.0,SABADO,FIM DE SEMANA,MAIO,249.75,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,INDIE ROCK,69.0,3008474.0,4000.0,422.0,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,199.8,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,ROCK,60.0,1335658.0,2800.0,933.3333333333334,SABADO,FIM DE SEMANA,MARÇO,186.66666666666666,14.0
2023,MEDIAS CASAS,CASA DE SHOWS,METAL,74.0,3791998.0,8000.0,550.0,QUARTA-FEIRA,DIA UTIL,SETEMBRO,124.5,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,METAL,74.0,3791998.0,8000.0,550.0,QUINTA-FEIRA,DIA UTIL,SETEMBRO,0.25,Outros
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GERMAN INDIE,61.0,526638.0,16406.0,630.0,SABADO,FIM DE SEMANA,MAIO,199.8,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,0,76.0,1700327.0,8000.0,815.0,SEXTA-FEIRA,DIA UTIL,MAIO,-40.5,3.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,1559730.0,7700.0,396.6666666666667,QUINTA-FEIRA,DIA UTIL,SETEMBRO,90.75,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,1559730.0,7900.0,396.6666666666667,SEXTA-FEIRA,DIA UTIL,SETEMBRO,0.25,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,1559730.0,7500.0,396.6666666666667,SABADO,FIM DE SEMANA,SETEMBRO,0.25,11.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MPB,65.0,1559730.0,40000.0,380.0,SEXTA-FEIRA,DIA UTIL,ABRIL,95.75,11.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MPB,65.0,1559730.0,40000.0,380.0,SABADO,FIM DE SEMANA,ABRIL,0.25,11.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MPB,65.0,1559730.0,45382.0,380.0,SEXTA-FEIRA,DIA UTIL,ABRIL,3.25,11.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MPB,65.0,1559730.0,45382.0,380.0,SABADO,FIM DE SEMANA,ABRIL,0.25,11.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MPB,65.0,1559730.0,50000.0,380.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,43.5,11.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MPB,65.0,1559730.0,50000.0,380.0,SABADO,FIM DE SEMANA,OUTUBRO,0.25,11.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,NOVA MPB,64.0,485478.0,12000.0,250.0,SABADO,FIM DE SEMANA,MAIO,-157.5,9.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,NOVA MPB,64.0,485478.0,10000.0,625.0,SABADO,FIM DE SEMANA,OUTUBRO,51.333333333333336,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,485478.0,7850.0,190.0,SEXTA-FEIRA,DIA UTIL,MAIO,193.33333333333334,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,485478.0,7000.0,190.0,DOMINGO,FIM DE SEMANA,MAIO,0.6666666666666666,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,BEDROOM POP,74.0,8826309.0,3200.0,500.0,QUINTA-FEIRA,DIA UTIL,MARÇO,999.0,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,DISCO,64.0,1195816.0,2465.0,520.0,SABADO,FIM DE SEMANA,SETEMBRO,-18.333333333333332,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,3807906.0,2000.0,160.0,QUINTA-FEIRA,DIA UTIL,FEVEREIRO,-676.5,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,3807906.0,6500.0,386.0,TERCA-FEIRA,FERIADO NACIONAL,MARÇO,3.1666666666666665,1.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,3807906.0,26428.57142857143,400.0,DOMINGO,FIM DE SEMANA,ABRIL,-11.333333333333334,1.0
2022,GRANDES CASAS,CENTRO DE EXPOSICOES,BRAZILIAN POP,67.0,3807906.0,4000.0,160.0,SABADO,FIM DE SEMANA,MAIO,-382.0,1.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,3807906.0,20000.0,386.0,SEXTA-FEIRA,DIA UTIL,JUNHO,-197.33333333333334,1.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,67.0,3807906.0,50000.0,160.0,SEXTA-FEIRA,DIA UTIL,AGOSTO,-86.66666666666667,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,3807906.0,7838.0,203.33333333333331,SEXTA-FEIRA,DIA UTIL,SETEMBRO,-66.5,1.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,67.0,3807906.0,20000.0,210.0,SABADO,FIM DE SEMANA,FEVEREIRO,58.0,1.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,3807906.0,40000.0,250.0,SABADO,FIM DE SEMANA,MAIO,-256.3333333333333,1.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,3807906.0,20000.0,270.0,SABADO,FIM DE SEMANA,MAIO,209.5,1.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,3807906.0,17000.0,200.0,SEXTA-FEIRA,DIA UTIL,JUNHO,6.5,1.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,3807906.0,8000.0,245.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,85.4,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,67.0,3807906.0,40000.0,464.0,SABADO,FIM DE SEMANA,JANEIRO,59.5,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,67.0,3807906.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,22.333333333333332,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,3807906.0,8000.0,260.0,SABADO,FIM DE SEMANA,OUTUBRO,84.25,1.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,3807906.0,8000.0,90.0,SEXTA-FEIRA,DIA UTIL,JUNHO,118.5,1.0
2023,MEDIAS CASAS,CASA DE SHOWS,GROOVE METAL,64.0,1798609.0,8000.0,685.0,TERCA-FEIRA,DIA UTIL,NOVEMBRO,96.75,Outros
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,64.0,2769175.0,55000.0,452.5,TERCA-FEIRA,DIA UTIL,MAIO,-171.0,14.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,PAGODE,84.0,6223036.0,10000.0,410.0,DOMINGO,FIM DE SEMANA,FEVEREIRO,-476.0,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,84.0,6223036.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,-100.6,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,PAGODE,84.0,6223036.0,8000.0,226.66666666666663,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,211.33333333333334,1.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,81.0,35428207.0,45032.0,950.0,SABADO,FIM DE SEMANA,SETEMBRO,-226.8,14.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,81.0,35428207.0,49107.0,835.0,SABADO,FIM DE SEMANA,OUTUBRO,563.5,14.0
2022,ARENAS E ESTADIOS,CENTRO DE EXPOSICOES,SERTANEJO,72.0,7222416.0,10000.0,400.0,SABADO,FIM DE SEMANA,JANEIRO,-679.0,10.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO,72.0,7222416.0,45000.0,767.5,SABADO,FIM DE SEMANA,AGOSTO,-57.25,10.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,SERTANEJO,72.0,7222416.0,7000.0,373.3333333333333,QUINTA-FEIRA,DIA UTIL,ABRIL,-313.3333333333333,10.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,SERTANEJO,72.0,7222416.0,90000.0,258.0,SABADO,FIM DE SEMANA,AGOSTO,114.8,10.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO,72.0,7222416.0,24000.0,1003.5,SABADO,FIM DE SEMANA,AGOSTO,121.33333333333333,10.0
2025,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,72.0,7222416.0,6000.0,200.0,SABADO,FIM DE SEMANA,NOVEMBRO,268.3333333333333,10.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,79.0,23371108.0,49250.0,3670.0,SABADO,FIM DE SEMANA,NOVEMBRO,-431.0,10.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,79.0,23371108.0,80000.0,90.0,SABADO,FIM DE SEMANA,DEZEMBRO,-7.0,10.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,79.0,23371108.0,33921.0,645.0,SABADO,FIM DE SEMANA,DEZEMBRO,378.0,10.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,82.0,22444334.0,35000.0,896.0,SABADO,FIM DE SEMANA,NOVEMBRO,117.6,6.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,81.0,34210950.0,45670.0,498.0,TERCA-FEIRA,DIA UTIL,DEZEMBRO,-506.5,6.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,81.0,34210950.0,45669.0,564.3333333333334,TERCA-FEIRA,DIA UTIL,DEZEMBRO,2.3333333333333335,6.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,81.0,34210950.0,45669.0,564.3333333333334,QUARTA-FEIRA,DIA UTIL,DEZEMBRO,0.3333333333333333,6.0
2022,MEDIAS CASAS,CASA DE SHOWS,POWER METAL,61.0,1396792.0,8000.0,462.5,SABADO,FIM DE SEMANA,OUTUBRO,-49.0,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,POWER METAL,61.0,1396792.0,8000.0,462.5,DOMINGO,FIM DE SEMANA,OUTUBRO,0.25,Outros
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,86.0,30383873.0,42959.0,567.5,SABADO,FIM DE SEMANA,JULHO,199.8,10.0
2025,MEDIAS CASAS,CASA DE SHOWS,POP,83.0,9151013.0,8000.0,815.0,SEXTA-FEIRA,DIA UTIL,MAIO,108.25,6.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,GANGSTER RAP,73.0,11148646.0,25000.0,250.0,DOMINGO,FIM DE SEMANA,MAIO,499.5,Outros
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,86.0,58517632.0,49085.0,928.3333333333334,TERCA-FEIRA,DIA UTIL,FEVEREIRO,166.5,14.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,86.0,58517632.0,60000.0,1100.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,488.0,14.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,86.0,58517632.0,60000.0,1100.0,SABADO,FIM DE SEMANA,NOVEMBRO,0.5,14.0
2023,MEDIAS CASAS,CASA DE SHOWS,MELODIC DEATH METAL,62.0,1295852.0,2500.0,392.0,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,199.8,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,NU METAL,70.0,3658670.0,8648.0,1368.3333333333333,QUINTA-FEIRA,DIA UTIL,ABRIL,63.833333333333336,4.0
2024,MEDIAS CASAS,CASA DE SHOWS,INDIE ROCK,63.0,1831162.0,2600.0,330.0,SEXTA-FEIRA,DIA UTIL,JUNHO,-80.0,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,INDIE ROCK,63.0,1831162.0,2573.0,330.0,SABADO,FIM DE SEMANA,JUNHO,0.5,Outros
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HEAVY METAL,73.0,10410489.0,56316.0,566.6666666666666,DOMINGO,FIM DE SEMANA,SETEMBRO,-275.0,0.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HEAVY METAL,73.0,10410489.0,43312.0,710.0,SEXTA-FEIRA,DIA UTIL,DEZEMBRO,199.8,0.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HEAVY METAL,73.0,10410489.0,43000.0,710.0,SABADO,FIM DE SEMANA,DEZEMBRO,0.2,0.0
2024,MEDIAS CASAS,CASA DE SHOWS,K-POP,72.0,6315425.0,8000.0,835.0,QUARTA-FEIRA,DIA UTIL,JUNHO,104.6,9.0
2022,MEDIAS CASAS,CASA DE SHOWS,AXE,65.0,2218645.0,8000.0,245.0,SABADO,FIM DE SEMANA,ABRIL,199.8,8.0
