ano,Categoria_Local,Tipo_Espaco,generos,popularidade,seguidores,lotacao,preco_medio,dia_semana,tipo_dia,mes,distancia_dias_anterior,genero_cluster
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,AXE,65.0,2218645.0,20000.0,250.0,QUINTA-FEIRA,FERIADO NACIONAL,JUNHO,-395.0,8.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,AXE,65.0,2218645.0,17000.0,200.0,QUINTA-FEIRA,FERIADO NACIONAL,JUNHO,-435.0,8.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,AXE,65.0,2218645.0,30160.0,720.0,SABADO,FIM DE SEMANA,SETEMBRO,78.5,8.0
2025,MEDIAS CASAS,CASA DE SHOWS,AXE,65.0,2218645.0,9000.0,556.6666666666666,QUINTA-FEIRA,DIA UTIL,AGOSTO,201.25,8.0
2025,MEDIAS CASAS,CENTRO DE EVENTOS,AXE,65.0,2218645.0,10000.0,556.6666666666666,SABADO,FIM DE SEMANA,OUTUBRO,189.0,8.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,61.0,4755237.0,12000.0,250.0,SABADO,FIM DE SEMANA,MAIO,-270.0,1.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,61.0,4755237.0,10000.0,250.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,102.0,1.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,61.0,4755237.0,40000.0,820.0,DOMINGO,FIM DE SEMANA,NOVEMBRO,-339.5,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,EAST COAST HIP HOP,70.0,2164187.0,3000.0,265.0,TERCA-FEIRA,DIA UTIL,NOVEMBRO,298.5,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,SURF ROCK,75.0,4058321.0,8000.0,568.0,QUARTA-FEIRA,DIA UTIL,JANEIRO,249.75,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,K-POP,62.0,4293204.0,6124.0,852.5,SEGUNDA-FEIRA,DIA UTIL,MAIO,-25.75,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRITPOP,61.0,630430.0,1500.0,685.0,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,124.33333333333333,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,POP,71.0,3309919.0,2950.0,485.0,TERCA-FEIRA,DIA UTIL,JULHO,291.5,6.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,6000.0,220.0,SEXTA-FEIRA,DIA UTIL,MARÇO,-77.0,1.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,63.0,3435550.0,46881.0,815.0,TERCA-FEIRA,DIA UTIL,ABRIL,-1088.0,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,8000.0,220.0,QUINTA-FEIRA,DIA UTIL,ABRIL,13.5,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,8000.0,220.0,SEXTA-FEIRA,DIA UTIL,MAIO,-13.0,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,4000.0,170.0,QUARTA-FEIRA,DIA UTIL,JUNHO,-289.0,1.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,63.0,3435550.0,6500.0,975.0,TERCA-FEIRA,DIA UTIL,JULHO,-108.0,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,8000.0,220.0,DOMINGO,FIM DE SEMANA,AGOSTO,39.5,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,8000.0,220.0,SABADO,FIM DE SEMANA,AGOSTO,3.0,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,63.0,3435550.0,8000.0,220.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,41.5,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,63.0,3435550.0,50000.0,400.8333333333333,SABADO,FIM DE SEMANA,JANEIRO,109.16666666666667,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,63.0,3435550.0,47000.0,400.8333333333333,DOMINGO,FIM DE SEMANA,JANEIRO,0.16666666666666666,1.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,63.0,3435550.0,7000.0,425.0,SABADO,FIM DE SEMANA,DEZEMBRO,432.5,1.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,63.0,3435550.0,7000.0,425.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,0.5,1.0
2025,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,63.0,3435550.0,6800.0,425.0,DOMINGO,FIM DE SEMANA,MARÇO,49.0,1.0
2023,MEDIAS CASAS,CASA DE SHOWS,T-POP,64.0,1642310.0,8000.0,817.5,SEXTA-FEIRA,DIA UTIL,JULHO,249.75,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,T-POP,64.0,1642310.0,3900.0,911.6666666666666,DOMINGO,FIM DE SEMANA,JULHO,121.66666666666667,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,POP,72.0,12212986.0,8000.0,628.75,TERCA-FEIRA,DIA UTIL,ABRIL,-125.25,6.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PISEIRO,75.0,7732274.0,2200.0,120.0,SABADO,FIM DE SEMANA,MAIO,499.5,7.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,PISEIRO,75.0,7732274.0,20000.0,2093.333333333333,DOMINGO,FIM DE SEMANA,ABRIL,114.66666666666667,7.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,PISEIRO,75.0,7732274.0,90000.0,258.0,SABADO,FIM DE SEMANA,AGOSTO,22.2,7.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,77.0,7773336.0,45000.0,517.5,TERCA-FEIRA,DIA UTIL,ABRIL,-102.25,6.0
2022,MEDIAS CASAS,CENTRO DE EVENTOS,SERTANEJO,81.0,24190447.0,3000.0,498.0,TERCA-FEIRA,FERIADO NACIONAL,MARÇO,-305.5,10.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO,81.0,24190447.0,45000.0,767.5,SABADO,FIM DE SEMANA,AGOSTO,-46.25,10.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO,81.0,24190447.0,45000.0,685.0,SABADO,FIM DE SEMANA,DEZEMBRO,29.75,10.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,SERTANEJO,81.0,24190447.0,7000.0,280.0,TERCA-FEIRA,FERIADO NACIONAL,FEVEREIRO,178.5,10.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,81.0,24190447.0,40000.0,666.6666666666666,SABADO,FIM DE SEMANA,ABRIL,280.0,10.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,81.0,24190447.0,40000.0,666.6666666666666,DOMINGO,FIM DE SEMANA,ABRIL,0.3333333333333333,10.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,SAMBA,64.0,1088211.0,10000.0,625.0,SABADO,FIM DE SEMANA,OUTUBRO,-444.5,5.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,1213747.0,8000.0,156.66666666666666,SABADO,FIM DE SEMANA,OUTUBRO,-212.33333333333334,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,1213747.0,7452.542372881356,265.0,SABADO,FIM DE SEMANA,NOVEMBRO,199.5,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,1213747.0,8000.0,370.0,SABADO,FIM DE SEMANA,SETEMBRO,100.33333333333333,11.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,TROVA,64.0,914726.0,2960.0,260.0,SABADO,FIM DE SEMANA,SETEMBRO,-137.0,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,TROVA,64.0,914726.0,3000.0,362.5,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,249.75,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,63.0,2478829.0,8000.0,220.0,SABADO,FIM DE SEMANA,JULHO,-178.5,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,63.0,2478829.0,7700.0,250.0,SABADO,FIM DE SEMANA,MARÇO,122.5,9.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN ROCK,63.0,2478829.0,6000.0,151.66666666666666,DOMINGO,FIM DE SEMANA,OUTUBRO,36.333333333333336,9.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN ROCK,63.0,2478829.0,30000.0,422.0,SABADO,FIM DE SEMANA,JUNHO,-90.8,9.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,HEAVY METAL,66.0,4539719.0,7000.0,485.0,QUINTA-FEIRA,DIA UTIL,DEZEMBRO,-0.75,0.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,HEAVY METAL,66.0,4539719.0,45000.0,900.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,-853.0,0.0
2025,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,HEAVY METAL,66.0,4539719.0,6500.0,1474.2857142857142,DOMINGO,FIM DE SEMANA,ABRIL,122.42857142857143,0.0
2022,MEDIAS CASAS,CASA DE SHOWS,0,70.0,1751062.0,3200.0,711.6666666666666,SEXTA-FEIRA,DIA UTIL,MARÇO,-442.6666666666667,3.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,0,66.0,839249.0,21000.0,110.0,SABADO,FIM DE SEMANA,NOVEMBRO,377.0,3.0
2025,MEDIAS CASAS,CASA DE SHOWS,0,73.0,1618729.0,1940.0,396.0,DOMINGO,FIM DE SEMANA,SETEMBRO,334.5,3.0
2025,MEDIAS CASAS,CASA DE SHOWS,0,71.0,2053747.0,2102.0,709.6666666666666,TERCA-FEIRA,DIA UTIL,ABRIL,112.66666666666667,3.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,0,72.0,1840954.0,48000.0,620.0,TERCA-FEIRA,DIA UTIL,OUTUBRO,187.33333333333334,3.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,0,72.0,1840954.0,48000.0,620.0,QUARTA-FEIRA,DIA UTIL,OUTUBRO,0.3333333333333333,3.0
2024,MEDIAS CASAS,CASA DE SHOWS,ROCK,75.0,3944679.0,8000.0,665.0,SABADO,FIM DE SEMANA,NOVEMBRO,6.0,14.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,80.0,8739361.0,0.0,1763.3333333333333,QUINTA-FEIRA,DIA UTIL,MARÇO,-367.0,3.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,RAGE RAP,77.0,3202298.0,34000.0,440.0,SEXTA-FEIRA,DIA UTIL,JUNHO,0.0,Outros
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HIP HOP,90.0,44936093.0,40000.0,820.0,DOMINGO,FIM DE SEMANA,NOVEMBRO,-412.0,Outros
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HIP HOP,90.0,44936093.0,55000.0,757.5,TERCA-FEIRA,DIA UTIL,SETEMBRO,173.75,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,SMOOTH JAZZ,66.0,1275453.0,7000.0,700.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,199.8,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,0,60.0,967207.0,2500.0,375.0,SABADO,FIM DE SEMANA,MARÇO,-11.0,3.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM ROCK,73.0,11082058.0,45000.0,470.0,SABADO,FIM DE SEMANA,ABRIL,249.75,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,DISCO,68.0,2827404.0,2465.0,630.0,SEXTA-FEIRA,FERIADO NACIONAL,NOVEMBRO,499.5,Outros
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,65.0,1041250.0,42000.0,440.0,DOMINGO,FIM DE SEMANA,JUNHO,-625.5,8.0
2022,MEDIAS CASAS,CASA DE SHOWS,TROPICAL HOUSE,77.0,8674312.0,8000.0,400.0,DOMINGO,FIM DE SEMANA,NOVEMBRO,999.0,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,FRENCH INDIE POP,63.0,749070.0,2400.0,405.0,TERCA-FEIRA,DIA UTIL,NOVEMBRO,478.0,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,1031606.0,3200.0,160.0,SABADO,FIM DE SEMANA,ABRIL,999.0,9.0
2022,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,1031606.0,3200.0,160.0,DOMINGO,FIM DE SEMANA,ABRIL,1.0,9.0
2022,GRANDES CASAS,CENTRO DE EXPOSICOES,NOVA MPB,64.0,1031606.0,4000.0,70.0,SABADO,FIM DE SEMANA,MAIO,41.0,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,1031606.0,8000.0,290.0,SEXTA-FEIRA,DIA UTIL,JUNHO,209.5,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,1031606.0,8000.0,300.0,SEXTA-FEIRA,DIA UTIL,JUNHO,182.0,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,1031606.0,8000.0,240.0,SABADO,FIM DE SEMANA,AGOSTO,200.0,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,64.0,1031606.0,8000.0,240.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,31.0,9.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NOVA MPB,64.0,1031606.0,60000.0,1100.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,14.0,9.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NOVA MPB,64.0,1031606.0,60000.0,1100.0,SABADO,FIM DE SEMANA,NOVEMBRO,0.5,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,0,78.0,7256542.0,2639.0666666666666,615.0,TERCA-FEIRA,DIA UTIL,MAIO,-162.33333333333334,3.0
2024,MEDIAS CASAS,CASA DE SHOWS,LATIN POP,74.0,2884210.0,5111.0,716.6666666666666,SABADO,FIM DE SEMANA,MARÇO,170.33333333333334,6.0
2024,MEDIAS CASAS,CASA DE SHOWS,LATIN POP,74.0,2884210.0,4500.0,716.6666666666666,DOMINGO,FIM DE SEMANA,MARÇO,0.3333333333333333,6.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,69.0,7288447.0,7700.0,220.0,SABADO,FIM DE SEMANA,MAIO,333.0,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,69.0,7288447.0,7000.0,226.66666666666663,SABADO,FIM DE SEMANA,AGOSTO,161.0,9.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,MPB,63.0,960409.0,20000.0,280.0,SEXTA-FEIRA,DIA UTIL,SETEMBRO,672.0,11.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,72.0,3624292.0,17720.0,574.0,SABADO,FIM DE SEMANA,NOVEMBRO,2.8,14.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,PAGODE BAIANO,69.0,2447441.0,4000.0,495.0,SEGUNDA-FEIRA,DIA UTIL,FEVEREIRO,-237.5,Outros
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE BAIANO,69.0,2447441.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,199.8,Outros
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO TRADICIONAL,67.0,2367229.0,24000.0,1003.5,SABADO,FIM DE SEMANA,AGOSTO,-53.0,13.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO TRADICIONAL,67.0,2367229.0,45000.0,180.0,SABADO,FIM DE SEMANA,AGOSTO,-30.333333333333332,13.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,NOVA MPB,65.0,561879.0,20000.0,100.0,SABADO,FIM DE SEMANA,JUNHO,-409.0,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,65.0,561879.0,8000.0,300.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,258.5,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,65.0,561879.0,8000.0,300.0,QUARTA-FEIRA,DIA UTIL,NOVEMBRO,2.5,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,65.0,561879.0,8000.0,300.0,TERCA-FEIRA,DIA UTIL,NOVEMBRO,3.0,9.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NOVA MPB,65.0,561879.0,17720.0,574.0,SABADO,FIM DE SEMANA,NOVEMBRO,-57.166666666666664,9.0
2025,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,NOVA MPB,65.0,561879.0,6800.0,425.0,DOMINGO,FIM DE SEMANA,MARÇO,39.0,9.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NU METAL,89.0,32062825.0,48900.0,848.3333333333334,SEXTA-FEIRA,FERIADO NACIONAL,NOVEMBRO,166.5,4.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NU METAL,89.0,32062825.0,48027.0,848.3333333333334,SABADO,FIM DE SEMANA,NOVEMBRO,0.16666666666666666,4.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NU METAL,89.0,32062825.0,68000.0,2885.8,SABADO,FIM DE SEMANA,NOVEMBRO,71.4,4.0
2022,MEDIAS CASAS,CASA DE SHOWS,POP,65.0,7087065.0,8203.0,310.0,SABADO,FIM DE SEMANA,MAIO,-357.0,6.0
2022,MEDIAS CASAS,CASA DE SHOWS,POP,65.0,7087065.0,0.0,310.0,DOMINGO,FIM DE SEMANA,MAIO,0.5,6.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,65.0,7087065.0,16406.0,630.0,SABADO,FIM DE SEMANA,MAIO,5.0,6.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN HIP HOP,63.0,511162.0,40000.0,250.0,SABADO,FIM DE SEMANA,MAIO,-107.0,9.0
2023,MEDIAS CASAS,CASA DE SHOWS,0,66.0,2838338.0,2800.0,370.0,QUARTA-FEIRA,DIA UTIL,FEVEREIRO,47.0,3.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,AGRONEJO,74.0,3362344.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,199.8,Outros
2022,MEDIAS CASAS,CENTRO DE EVENTOS,SERTANEJO,77.0,10076389.0,3000.0,390.0,SEGUNDA-FEIRA,DIA UTIL,FEVEREIRO,-1265.0,10.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,77.0,10076389.0,40000.0,646.6666666666666,SABADO,FIM DE SEMANA,MARÇO,375.0,10.0
2025,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO,77.0,10076389.0,40000.0,656.6666666666666,SABADO,FIM DE SEMANA,AGOSTO,121.33333333333333,10.0
2022,MEDIAS CASAS,CENTRO DE EVENTOS,PAGODE,74.0,8366968.0,3000.0,386.0,DOMINGO,FIM DE SEMANA,FEVEREIRO,-166.6,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,PAGODE,74.0,8366968.0,6500.0,386.0,TERCA-FEIRA,FERIADO NACIONAL,MARÇO,199.8,1.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PAGODE,74.0,8366968.0,20000.0,386.0,SEXTA-FEIRA,DIA UTIL,JUNHO,-237.0,1.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PAGODE,74.0,8366968.0,45000.0,767.5,SABADO,FIM DE SEMANA,AGOSTO,-31.25,1.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,74.0,8366968.0,10000.0,386.0,SABADO,FIM DE SEMANA,DEZEMBRO,22.4,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,PAGODE,74.0,8366968.0,7800.0,386.0,SEXTA-FEIRA,DIA UTIL,DEZEMBRO,-182.2,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,74.0,8366968.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,144.6,1.0
2025,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PAGODE,74.0,8366968.0,15000.0,400.0,SABADO,FIM DE SEMANA,JUNHO,605.0,1.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,NEOCLASSICAL,79.0,4019078.0,4000.0,563.3333333333334,DOMINGO,FIM DE SEMANA,MARÇO,166.5,Outros
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,MARIACHI,83.0,20707647.0,24207.0,860.0,SABADO,FIM DE SEMANA,MARÇO,166.5,Outros
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,73.0,6632929.0,20000.0,250.0,QUINTA-FEIRA,FERIADO NACIONAL,JUNHO,-592.0,1.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,73.0,6632929.0,6500.0,1700.0,TERCA-FEIRA,DIA UTIL,JULHO,-330.3333333333333,1.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,73.0,6632929.0,8000.0,250.0,SEXTA-FEIRA,DIA UTIL,JANEIRO,-23.25,1.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,73.0,6632929.0,20000.0,210.0,SABADO,FIM DE SEMANA,FEVEREIRO,77.66666666666667,1.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,73.0,6632929.0,20000.0,2093.333333333333,DOMINGO,FIM DE SEMANA,ABRIL,-90.0,1.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,73.0,6632929.0,20000.0,480.0,QUINTA-FEIRA,FERIADO MUNICIPAL,JANEIRO,-68.0,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,73.0,6632929.0,7800.0,260.0,SEXTA-FEIRA,DIA UTIL,MAIO,161.0,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,73.0,6632929.0,7550.0,260.0,SABADO,FIM DE SEMANA,MAIO,0.3333333333333333,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,73.0,6632929.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,98.2,1.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,73.0,6632929.0,25000.0,298.0,SEXTA-FEIRA,DIA UTIL,SETEMBRO,773.0,1.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,73.0,6632929.0,6500.0,260.0,SABADO,FIM DE SEMANA,ABRIL,107.33333333333333,1.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN POP,73.0,6632929.0,25000.0,162.15,SEXTA-FEIRA,DIA UTIL,OUTUBRO,406.0,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,2308935.0,6500.0,233.33333333333334,SEXTA-FEIRA,DIA UTIL,ABRIL,-192.33333333333334,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,2308935.0,0.0,260.0,SABADO,FIM DE SEMANA,JUNHO,-134.5,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,2308935.0,3800.0,310.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,-100.66666666666667,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,2308935.0,7452.542372881356,260.0,SABADO,FIM DE SEMANA,MAIO,84.0,11.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,MPB,63.0,2308935.0,15000.0,320.0,SABADO,FIM DE SEMANA,SETEMBRO,862.0,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,2308935.0,4000.0,340.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,189.0,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,SOUTHERN ROCK,73.0,5915144.0,7000.0,701.25,SEXTA-FEIRA,DIA UTIL,SETEMBRO,249.75,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,POP,68.0,1627837.0,3000.0,840.0,SABADO,FIM DE SEMANA,AGOSTO,-14.0,6.0
2022,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,72.0,14752573.0,8000.0,680.0,SEXTA-FEIRA,FERIADO NACIONAL,ABRIL,-213.75,10.0
2022,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,72.0,14752573.0,7000.0,680.0,DOMINGO,FIM DE SEMANA,ABRIL,0.5,10.0
2022,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,72.0,14752573.0,7500.0,205.0,QUINTA-FEIRA,DIA UTIL,ABRIL,3.6666666666666665,10.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,SERTANEJO,72.0,14752573.0,3000.0,80.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,-140.5,10.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,72.0,14752573.0,49250.0,3670.0,SABADO,FIM DE SEMANA,NOVEMBRO,70.66666666666667,10.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,SERTANEJO,72.0,14752573.0,90000.0,258.0,SABADO,FIM DE SEMANA,AGOSTO,-26.833333333333332,10.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,SERTANEJO,72.0,14752573.0,40000.0,464.0,SABADO,FIM DE SEMANA,JANEIRO,71.16666666666667,10.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,SERTANEJO,72.0,14752573.0,24000.0,1003.5,SABADO,FIM DE SEMANA,AGOSTO,92.14285714285714,10.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,64.0,707504.0,21000.0,110.0,SABADO,FIM DE SEMANA,NOVEMBRO,-1.0,8.0
2022,MEDIAS CASAS,CASA DE SHOWS,0,77.0,10671428.0,7092.0,570.0,SEXTA-FEIRA,DIA UTIL,SETEMBRO,-14.25,3.0
2023,MEDIAS CASAS,CASA DE SHOWS,0,77.0,10671428.0,7912.0,687.5,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,105.0,3.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,TECNOBREGA,60.0,1009538.0,20000.0,480.0,QUINTA-FEIRA,FERIADO MUNICIPAL,JANEIRO,333.0,Outros
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,61.0,1274774.0,2839.1304347826085,210.0,SEXTA-FEIRA,DIA UTIL,JUNHO,41.333333333333336,9.0
