,data,ano,nome_local,nome,Categoria_Local,Tipo_Espaco,generos,popularidade,seguidores,festival,lotacao,setor,preco,preco_medio,Categoria_Setor,dia_semana,tipo_dia,descricao_clima,mes,distancia_dias_anterior
1033,2022-11-06,2022,DISTRITO ANHEMBI,CHARLI XCX,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,HYPERPOP,83.0,6405399.0,PRIMAVERA SOUND,42200.0,Pista,560.0,733.3333333333334,COMUM,DOMINGO,FIM DE SEMANA,CHUVISCO LEVE,NOVEMBRO,-3.0
1034,2022-11-06,2022,DISTRITO ANHEMBI,CHARLI XCX,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,HYPERPOP,83.0,6405399.0,PRIMAVERA SOUND,42200.0,Pista Premium,890.0,733.3333333333334,VIP,DOMINGO,FIM DE SEMANA,CHUVISCO LEVE,NOVEMBRO,0.0
1035,2022-11-06,2022,DISTRITO ANHEMBI,CHARLI XCX,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,HYPERPOP,83.0,6405399.0,PRIMAVERA SOUND,42200.0,Cadeira Inferior,750.0,733.3333333333334,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,CHUVISCO LEVE,NOVEMBRO,0.0
1036,2023-09-03,2023,AUTODROMO DE INTERLAGOS,VEIGH,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,78.0,6393944.0,THE TOWN,100000.0,Pista,815.0,815.0,COMUM,DOMINGO,FIM DE SEMANA,CHUVISCO INTENSO,SETEMBRO,120.0
1037,2022-06-17,2022,SAMBODROMO DO ANHEMBI,VEIGH,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,78.0,6393944.0,False,34000.0,Pista,440.0,440.0,COMUM,SEXTA-FEIRA,DIA UTIL,NUBLADO,JUNHO,-443.0
1038,2025-10-25,2025,ESPACO UNIMED,VEIGH,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN TRAP,78.0,6393944.0,False,8000.0,Pista,135.0,467.8,COMUM,SABADO,FIM DE SEMANA,NUBLADO,OUTUBRO,1226.0
1039,2025-10-25,2025,ESPACO UNIMED,VEIGH,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN TRAP,78.0,6393944.0,False,8000.0,Camarote,485.0,467.8,LUXO,SABADO,FIM DE SEMANA,NUBLADO,OUTUBRO,0.0
1040,2025-10-25,2025,ESPACO UNIMED,VEIGH,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN TRAP,78.0,6393944.0,False,8000.0,Mezanino ,465.0,467.8,INTERMEDIARIO,SABADO,FIM DE SEMANA,NUBLADO,OUTUBRO,0.0
1041,2025-10-25,2025,ESPACO UNIMED,VEIGH,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN TRAP,78.0,6393944.0,False,8000.0,VIP I,477.0,467.8,VIP,SABADO,FIM DE SEMANA,NUBLADO,OUTUBRO,0.0
1042,2025-10-25,2025,ESPACO UNIMED,VEIGH,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN TRAP,78.0,6393944.0,False,8000.0,VIP II,777.0,467.8,ULTRA VIP,SABADO,FIM DE SEMANA,NUBLADO,OUTUBRO,0.0
1043,2024-12-21,2024,NEO QUIMICA ARENA,VEIGH,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,78.0,6393944.0,False,33921.0,Pista,450.0,645.0,COMUM,SABADO,FIM DE SEMANA,CHUVA FORTE,DEZEMBRO,-308.0
1044,2024-12-21,2024,NEO QUIMICA ARENA,VEIGH,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,78.0,6393944.0,False,33921.0,Pista Premium,840.0,645.0,VIP,SABADO,FIM DE SEMANA,CHUVA FORTE,DEZEMBRO,0.0
1045,2025-08-01,2025,MERCADO LIVRE ARENA PACAEMBU,VEIGH,GRANDES CASAS,ESTADIO MULTIUSO,BRAZILIAN TRAP,78.0,6393944.0,False,25000.0,Pista,100.0,300.0,COMUM,SEXTA-FEIRA,DIA UTIL,NUBLADO,AGOSTO,223.0
1046,2025-08-01,2025,MERCADO LIVRE ARENA PACAEMBU,VEIGH,GRANDES CASAS,ESTADIO MULTIUSO,BRAZILIAN TRAP,78.0,6393944.0,False,25000.0,Camarote,600.0,300.0,LUXO,SEXTA-FEIRA,DIA UTIL,NUBLADO,AGOSTO,0.0
1047,2025-08-01,2025,MERCADO LIVRE ARENA PACAEMBU,VEIGH,GRANDES CASAS,ESTADIO MULTIUSO,BRAZILIAN TRAP,78.0,6393944.0,False,25000.0,Frontstage,200.0,300.0,VIP,SEXTA-FEIRA,DIA UTIL,NUBLADO,AGOSTO,0.0
1048,2024-06-09,2024,ALLIANZ PARQUE,FERRUGEM,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,False,21188.0,Pista,250.0,464.0,COMUM,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,547.0
1049,2024-06-09,2024,ALLIANZ PARQUE,FERRUGEM,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,False,21188.0,Pista Premium,490.0,464.0,VIP,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1050,2024-06-09,2024,ALLIANZ PARQUE,FERRUGEM,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,False,21188.0,Cadeira Inferior,290.0,464.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1051,2024-06-09,2024,ALLIANZ PARQUE,FERRUGEM,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,False,21188.0,Cadeira Superior,100.0,464.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1052,2024-06-09,2024,ALLIANZ PARQUE,FERRUGEM,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,False,21188.0,VIP I,1190.0,464.0,VIP,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1053,2022-01-22,2022,SAO PAULO EXPO,FERRUGEM,ARENAS E ESTADIOS,CENTRO DE EXPOSICOES,PAGODE,76.0,6353077.0,False,10000.0,Camarote,380.0,400.0,LUXO,SABADO,FIM DE SEMANA,CHUVISCO LEVE,JANEIRO,-869.0
1054,2022-01-22,2022,SAO PAULO EXPO,FERRUGEM,ARENAS E ESTADIOS,CENTRO DE EXPOSICOES,PAGODE,76.0,6353077.0,False,10000.0,Mesa,420.0,400.0,LUXO,SABADO,FIM DE SEMANA,CHUVISCO LEVE,JANEIRO,0.0
1055,2025-10-25,2025,NEO QUIMICA ARENA,FERRUGEM,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,76.0,6353077.0,False,48000.0,Pista,160.0,160.0,COMUM,SABADO,FIM DE SEMANA,NUBLADO,OUTUBRO,1372.0
1056,2022-12-18,2022,SAMBODROMO DO ANHEMBI,PANTERA,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,GROOVE METAL,72.0,6322562.0,False,45000.0,Pista,900.0,900.0,COMUM,DOMINGO,FIM DE SEMANA,CHUVISCO LEVE,DEZEMBRO,999.0
1057,2022-12-15,2022,VIBRA SAO PAULO,PANTERA,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,GROOVE METAL,72.0,6322562.0,False,7000.0,Pista,390.0,485.0,COMUM,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,DEZEMBRO,-3.0
1058,2022-12-15,2022,VIBRA SAO PAULO,PANTERA,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,GROOVE METAL,72.0,6322562.0,False,7000.0,Pista Premium,690.0,485.0,VIP,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,DEZEMBRO,0.0
1059,2022-12-15,2022,VIBRA SAO PAULO,PANTERA,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,GROOVE METAL,72.0,6322562.0,False,7000.0,Camarote,600.0,485.0,LUXO,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,DEZEMBRO,0.0
1060,2022-12-15,2022,VIBRA SAO PAULO,PANTERA,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,GROOVE METAL,72.0,6322562.0,False,7000.0,Mezanino ,260.0,485.0,INTERMEDIARIO,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,DEZEMBRO,0.0
1061,2024-06-26,2024,ESPACO UNIMED,IVE,MEDIAS CASAS,CASA DE SHOWS,K-POP,72.0,6315425.0,False,8000.0,Pista,590.0,835.0,COMUM,QUARTA-FEIRA,DIA UTIL,NUBLADO,JUNHO,523.0
1062,2024-06-26,2024,ESPACO UNIMED,IVE,MEDIAS CASAS,CASA DE SHOWS,K-POP,72.0,6315425.0,False,8000.0,Pista Premium,880.0,835.0,VIP,QUARTA-FEIRA,DIA UTIL,NUBLADO,JUNHO,0.0
1063,2024-06-26,2024,ESPACO UNIMED,IVE,MEDIAS CASAS,CASA DE SHOWS,K-POP,72.0,6315425.0,False,8000.0,Camarote,920.0,835.0,LUXO,QUARTA-FEIRA,DIA UTIL,NUBLADO,JUNHO,0.0
1064,2024-06-26,2024,ESPACO UNIMED,IVE,MEDIAS CASAS,CASA DE SHOWS,K-POP,72.0,6315425.0,False,8000.0,Mezanino ,950.0,835.0,INTERMEDIARIO,QUARTA-FEIRA,DIA UTIL,NUBLADO,JUNHO,0.0
1065,2024-06-26,2024,ESPACO UNIMED,IVE,MEDIAS CASAS,CASA DE SHOWS,K-POP,72.0,6315425.0,False,8000.0,Pista,590.0,835.0,COMUM,QUARTA-FEIRA,DIA UTIL,NUBLADO,JUNHO,0.0
1066,2023-10-21,2023,ALLIANZ PARQUE,EVANESCENCE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ALTERNATIVE METAL,76.0,6257657.0,False,40000.0,Pista,350.0,975.6,COMUM,SABADO,FIM DE SEMANA,CHUVISCO LEVE,OUTUBRO,999.0
1067,2023-10-21,2023,ALLIANZ PARQUE,EVANESCENCE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ALTERNATIVE METAL,76.0,6257657.0,False,40000.0,Pista Premium,650.0,975.6,VIP,SABADO,FIM DE SEMANA,CHUVISCO LEVE,OUTUBRO,0.0
1068,2023-10-21,2023,ALLIANZ PARQUE,EVANESCENCE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ALTERNATIVE METAL,76.0,6257657.0,False,40000.0,Cadeira Inferior,350.0,975.6,INTERMEDIARIO,SABADO,FIM DE SEMANA,CHUVISCO LEVE,OUTUBRO,0.0
1069,2023-10-21,2023,ALLIANZ PARQUE,EVANESCENCE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ALTERNATIVE METAL,76.0,6257657.0,False,40000.0,VIP I,1385.0,975.6,VIP,SABADO,FIM DE SEMANA,CHUVISCO LEVE,OUTUBRO,0.0
1070,2023-10-21,2023,ALLIANZ PARQUE,EVANESCENCE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ALTERNATIVE METAL,76.0,6257657.0,False,40000.0,VIP II,2143.0,975.6,ULTRA VIP,SABADO,FIM DE SEMANA,CHUVISCO LEVE,OUTUBRO,0.0
1071,2022-05-21,2022,ARENA ANHEMBI,ZE VAQUEIRO,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PISEIRO,68.0,6250317.0,False,2200.0,Pista,100.0,120.0,COMUM,SABADO,FIM DE SEMANA,NUBLADO,MAIO,106.0
1072,2022-05-21,2022,ARENA ANHEMBI,ZE VAQUEIRO,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PISEIRO,68.0,6250317.0,False,2200.0,Pista Premium,140.0,120.0,VIP,SABADO,FIM DE SEMANA,NUBLADO,MAIO,0.0
1073,2024-06-09,2024,ALLIANZ PARQUE,GRUPO MENOS E MAIS,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,84.0,6223036.0,False,21188.0,Pista,250.0,464.0,COMUM,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,-503.0
1074,2024-06-09,2024,ALLIANZ PARQUE,GRUPO MENOS E MAIS,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,84.0,6223036.0,False,21188.0,Pista Premium,490.0,464.0,VIP,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1075,2024-06-09,2024,ALLIANZ PARQUE,GRUPO MENOS E MAIS,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,84.0,6223036.0,False,21188.0,Cadeira Inferior,290.0,464.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1076,2024-06-09,2024,ALLIANZ PARQUE,GRUPO MENOS E MAIS,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,84.0,6223036.0,False,21188.0,Cadeira Superior,100.0,464.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1077,2024-06-09,2024,ALLIANZ PARQUE,GRUPO MENOS E MAIS,ARENAS E ESTADIOS,ESTADIO MULTIUSO,PAGODE,84.0,6223036.0,False,21188.0,VIP I,1190.0,464.0,VIP,DOMINGO,FIM DE SEMANA,NUBLADO,JUNHO,0.0
1078,2023-02-19,2023,JOCKEY CLUB,GRUPO MENOS E MAIS,MEDIAS CASAS,CENTRO DE EVENTOS,PAGODE,84.0,6223036.0,False,10000.0,Pista,410.0,410.0,COMUM,DOMINGO,FIM DE SEMANA,CHUVA MODERADA,FEVEREIRO,-476.0
1079,2024-11-14,2024,ESPACO UNIMED,GRUPO MENOS E MAIS,MEDIAS CASAS,CASA DE SHOWS,PAGODE,84.0,6223036.0,False,8000.0,Pista,160.0,226.66666666666663,COMUM,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,NOVEMBRO,634.0
1080,2024-11-14,2024,ESPACO UNIMED,GRUPO MENOS E MAIS,MEDIAS CASAS,CASA DE SHOWS,PAGODE,84.0,6223036.0,False,8000.0,Pista Premium,200.0,226.66666666666663,VIP,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,NOVEMBRO,0.0
1081,2024-11-14,2024,ESPACO UNIMED,GRUPO MENOS E MAIS,MEDIAS CASAS,CASA DE SHOWS,PAGODE,84.0,6223036.0,False,8000.0,Camarote,320.0,226.66666666666663,LUXO,QUINTA-FEIRA,DIA UTIL,CHUVISCO LEVE,NOVEMBRO,0.0
1082,2024-04-18,2024,ESPACO UNIMED,MEGADETH,MEDIAS CASAS,CASA DE SHOWS,THRASH METAL,71.0,6191824.0,False,8000.0,Pista,440.0,672.5,COMUM,QUINTA-FEIRA,DIA UTIL,CHUVISCO MODERADO,ABRIL,999.0
1083,2024-04-18,2024,ESPACO UNIMED,MEGADETH,MEDIAS CASAS,CASA DE SHOWS,THRASH METAL,71.0,6191824.0,False,8000.0,Pista Premium,680.0,672.5,VIP,QUINTA-FEIRA,DIA UTIL,CHUVISCO MODERADO,ABRIL,0.0
1084,2024-04-18,2024,ESPACO UNIMED,MEGADETH,MEDIAS CASAS,CASA DE SHOWS,THRASH METAL,71.0,6191824.0,False,8000.0,Camarote,850.0,672.5,LUXO,QUINTA-FEIRA,DIA UTIL,CHUVISCO MODERADO,ABRIL,0.0
1085,2024-04-18,2024,ESPACO UNIMED,MEGADETH,MEDIAS CASAS,CASA DE SHOWS,THRASH METAL,71.0,6191824.0,False,8000.0,Mezanino ,720.0,672.5,INTERMEDIARIO,QUINTA-FEIRA,DIA UTIL,CHUVISCO MODERADO,ABRIL,0.0
1086,2022-03-25,2022,AUTODROMO DE INTERLAGOS,MARINA,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,73.0,6130994.0,LOLLAPALOOZA,100980.0,Lolla Pista,1050.0,1763.3333333333333,COMUM,SEXTA-FEIRA,DIA UTIL,CHUVISCO LEVE,MARÇO,-1100.0
1087,2022-03-25,2022,AUTODROMO DE INTERLAGOS,MARINA,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,73.0,6130994.0,LOLLAPALOOZA,100980.0,Lolla Lounge,2400.0,1763.3333333333333,LUXO,SEXTA-FEIRA,DIA UTIL,CHUVISCO LEVE,MARÇO,0.0
1088,2022-03-25,2022,AUTODROMO DE INTERLAGOS,MARINA,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,73.0,6130994.0,LOLLAPALOOZA,100980.0,Lolla Confort,1840.0,1763.3333333333333,VIP,SEXTA-FEIRA,DIA UTIL,CHUVISCO LEVE,MARÇO,0.0
1089,2024-11-03,2024,ESPACO UNIMED,THE SMASHING PUMPKINS,MEDIAS CASAS,CASA DE SHOWS,ALTERNATIVE ROCK,74.0,6120592.0,False,8000.0,Pista,390.0,582.5,COMUM,DOMINGO,FIM DE SEMANA,CHUVA MODERADA,NOVEMBRO,339.0
1090,2024-11-03,2024,ESPACO UNIMED,THE SMASHING PUMPKINS,MEDIAS CASAS,CASA DE SHOWS,ALTERNATIVE ROCK,74.0,6120592.0,False,8000.0,Pista Premium,690.0,582.5,VIP,DOMINGO,FIM DE SEMANA,CHUVA MODERADA,NOVEMBRO,0.0
1091,2024-11-03,2024,ESPACO UNIMED,THE SMASHING PUMPKINS,MEDIAS CASAS,CASA DE SHOWS,ALTERNATIVE ROCK,74.0,6120592.0,False,8000.0,Camarote,600.0,582.5,LUXO,DOMINGO,FIM DE SEMANA,CHUVA MODERADA,NOVEMBRO,0.0
1092,2024-11-03,2024,ESPACO UNIMED,THE SMASHING PUMPKINS,MEDIAS CASAS,CASA DE SHOWS,ALTERNATIVE ROCK,74.0,6120592.0,False,8000.0,Mezanino ,650.0,582.5,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,CHUVA MODERADA,NOVEMBRO,0.0
1093,2025-03-29,2025,AUTODROMO DE INTERLAGOS,ZEDD,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,EDM,75.0,6120516.0,LOLLAPALOOZA,80000.0,Lolla Pista,1050.0,1678.1666666666667,COMUM,SABADO,FIM DE SEMANA,CHUVISCO INTENSO,MARÇO,707.0
1094,2025-03-29,2025,AUTODROMO DE INTERLAGOS,ZEDD,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,EDM,75.0,6120516.0,LOLLAPALOOZA,80000.0,Lolla Lounge,2310.0,1678.1666666666667,LUXO,SABADO,FIM DE SEMANA,CHUVISCO INTENSO,MARÇO,0.0
1095,2025-03-29,2025,AUTODROMO DE INTERLAGOS,ZEDD,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,EDM,75.0,6120516.0,LOLLAPALOOZA,80000.0,Lolla Confort,1674.5,1678.1666666666667,VIP,SABADO,FIM DE SEMANA,CHUVISCO INTENSO,MARÇO,0.0
1096,2023-04-22,2023,ALLIANZ PARQUE,DEEP PURPLE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HARD ROCK,66.0,6008097.0,MONSTERS OF ROCK,50000.0,Pista,680.0,780.0,COMUM,SABADO,FIM DE SEMANA,NUBLADO,ABRIL,-728.0
1097,2023-04-22,2023,ALLIANZ PARQUE,DEEP PURPLE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HARD ROCK,66.0,6008097.0,MONSTERS OF ROCK,50000.0,Pista Premium,1180.0,780.0,VIP,SABADO,FIM DE SEMANA,NUBLADO,ABRIL,0.0
1098,2023-04-22,2023,ALLIANZ PARQUE,DEEP PURPLE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HARD ROCK,66.0,6008097.0,MONSTERS OF ROCK,50000.0,Cadeira Inferior,780.0,780.0,INTERMEDIARIO,SABADO,FIM DE SEMANA,NUBLADO,ABRIL,0.0
1099,2023-04-22,2023,ALLIANZ PARQUE,DEEP PURPLE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,HARD ROCK,66.0,6008097.0,MONSTERS OF ROCK,50000.0,Cadeira Superior,480.0,780.0,INTERMEDIARIO,SABADO,FIM DE SEMANA,NUBLADO,ABRIL,0.0
1100,2024-09-13,2024,ESPACO UNIMED,DEEP PURPLE,MEDIAS CASAS,CASA DE SHOWS,HARD ROCK,66.0,6008097.0,False,7800.0,Pista,450.0,681.25,COMUM,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,510.0
1101,2024-09-13,2024,ESPACO UNIMED,DEEP PURPLE,MEDIAS CASAS,CASA DE SHOWS,HARD ROCK,66.0,6008097.0,False,7800.0,Pista Premium,700.0,681.25,VIP,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,0.0
1102,2024-09-13,2024,ESPACO UNIMED,DEEP PURPLE,MEDIAS CASAS,CASA DE SHOWS,HARD ROCK,66.0,6008097.0,False,7800.0,Camarote,825.0,681.25,LUXO,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,0.0
1103,2024-09-13,2024,ESPACO UNIMED,DEEP PURPLE,MEDIAS CASAS,CASA DE SHOWS,HARD ROCK,66.0,6008097.0,False,7800.0,Mezanino ,750.0,681.25,INTERMEDIARIO,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,0.0
1104,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,Pista,680.0,1538.571428571429,COMUM,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,999.0
1105,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,Pista Premium,1180.0,1538.571428571429,VIP,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,0.0
1106,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,Cadeira Inferior,780.0,1538.571428571429,INTERMEDIARIO,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,0.0
1107,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,Cadeira Superior,480.0,1538.571428571429,INTERMEDIARIO,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,0.0
1108,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,Backstage,2800.0,1538.571428571429,VIP,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,0.0
1109,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,VIP I,2400.0,1538.571428571429,VIP,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,0.0
1110,2023-03-07,2023,ALLIANZ PARQUE,MOTLEY CRUE,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,False,30000.0,VIP II,2450.0,1538.571428571429,ULTRA VIP,TERCA-FEIRA,DIA UTIL,CHUVISCO MODERADO,MARÇO,0.0
1111,2025-10-24,2025,AUDIO,SKILLET,MEDIAS CASAS,CASA DE SHOWS,CHRISTIAN ROCK,76.0,5939423.0,False,3200.0,Pista,540.0,565.0,COMUM,SEXTA-FEIRA,DIA UTIL,NUBLADO,OUTUBRO,999.0
1112,2025-10-24,2025,AUDIO,SKILLET,MEDIAS CASAS,CASA DE SHOWS,CHRISTIAN ROCK,76.0,5939423.0,False,3200.0,VIP I,590.0,565.0,VIP,SEXTA-FEIRA,DIA UTIL,NUBLADO,OUTUBRO,0.0
1113,2025-04-13,2025,ESPACO UNIMED,ONE OK ROCK,MEDIAS CASAS,CASA DE SHOWS,J-ROCK,71.0,5934326.0,False,7002.0,Pista,280.0,390.0,COMUM,DOMINGO,FIM DE SEMANA,CHUVA LEVE,ABRIL,999.0
1114,2025-04-13,2025,ESPACO UNIMED,ONE OK ROCK,MEDIAS CASAS,CASA DE SHOWS,J-ROCK,71.0,5934326.0,False,7002.0,Mezanino ,500.0,390.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,CHUVA LEVE,ABRIL,0.0
1115,2023-11-05,2023,ESPACO UNIMED,THE LUMINEERS,MEDIAS CASAS,CASA DE SHOWS,FOLK POP,77.0,5919223.0,False,7000.0,Pista,440.0,586.0,COMUM,DOMINGO,FIM DE SEMANA,NUBLADO,NOVEMBRO,999.0
1116,2023-11-05,2023,ESPACO UNIMED,THE LUMINEERS,MEDIAS CASAS,CASA DE SHOWS,FOLK POP,77.0,5919223.0,False,7000.0,Pista Premium,720.0,586.0,VIP,DOMINGO,FIM DE SEMANA,NUBLADO,NOVEMBRO,0.0
1117,2023-11-05,2023,ESPACO UNIMED,THE LUMINEERS,MEDIAS CASAS,CASA DE SHOWS,FOLK POP,77.0,5919223.0,False,7000.0,Camarote,680.0,586.0,LUXO,DOMINGO,FIM DE SEMANA,NUBLADO,NOVEMBRO,0.0
1118,2023-11-05,2023,ESPACO UNIMED,THE LUMINEERS,MEDIAS CASAS,CASA DE SHOWS,FOLK POP,77.0,5919223.0,False,7000.0,Cadeira Superior,350.0,586.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,NUBLADO,NOVEMBRO,0.0
1119,2023-11-05,2023,ESPACO UNIMED,THE LUMINEERS,MEDIAS CASAS,CASA DE SHOWS,FOLK POP,77.0,5919223.0,False,7000.0,Mezanino ,740.0,586.0,INTERMEDIARIO,DOMINGO,FIM DE SEMANA,NUBLADO,NOVEMBRO,0.0
1120,2023-09-22,2023,ESPACO UNIMED,LYNYRD SKYNYRD,MEDIAS CASAS,CASA DE SHOWS,SOUTHERN ROCK,73.0,5915144.0,False,7000.0,Pista,450.0,701.25,COMUM,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,999.0
1121,2023-09-22,2023,ESPACO UNIMED,LYNYRD SKYNYRD,MEDIAS CASAS,CASA DE SHOWS,SOUTHERN ROCK,73.0,5915144.0,False,7000.0,Pista Premium,750.0,701.25,VIP,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,0.0
1122,2023-09-22,2023,ESPACO UNIMED,LYNYRD SKYNYRD,MEDIAS CASAS,CASA DE SHOWS,SOUTHERN ROCK,73.0,5915144.0,False,7000.0,Camarote,825.0,701.25,LUXO,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,0.0
1123,2023-09-22,2023,ESPACO UNIMED,LYNYRD SKYNYRD,MEDIAS CASAS,CASA DE SHOWS,SOUTHERN ROCK,73.0,5915144.0,False,7000.0,Mezanino ,780.0,701.25,INTERMEDIARIO,SEXTA-FEIRA,DIA UTIL,NUBLADO,SETEMBRO,0.0
1124,2025-03-29,2025,AUTODROMO DE INTERLAGOS,TEDDY SWIMS,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,85.0,5796643.0,LOLLAPALOOZA,80000.0,Lolla Pista,1050.0,1678.1666666666667,COMUM,SABADO,FIM DE SEMANA,CHUVISCO INTENSO,MARÇO,1100.0
1125,2025-03-29,2025,AUTODROMO DE INTERLAGOS,TEDDY SWIMS,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,85.0,5796643.0,LOLLAPALOOZA,80000.0,Lolla Lounge,2310.0,1678.1666666666667,LUXO,SABADO,FIM DE SEMANA,CHUVISCO INTENSO,MARÇO,0.0
