nome;data;ano;nome_local;lotacao
CONAN GRAY;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
LIL NAS X;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
KALI UCHIS;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
ANAVITORIA;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
MOTHER MOTHER;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
PEDRO SAMPAIO;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
RISE AGAINST;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
MODEST MOUSE;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
SUKI WATERHOUSE;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
POLO & PAN;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
BLACK ALIEN;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
JOHN SUMMIT;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
CLAPTONE;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
GORGON CITY;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
TWENTY ONE PILOTS;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
MELANIE MARTINEZ;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
TAME IMPALA;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
FILIPE RET;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
LUDMILLA;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
THE 1975;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
YUNGBLUD;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
WALLOWS;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
PITTY;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
CHICO BUARQUE;25/03/2023;2023;TOKIO MARINE HALL;4000
JAMIE XX;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
SOFI TUKKER;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
PURPLE DISCO MACHINE;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
CAROL BIAZIN;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
GILSONS;25/03/2023;2023;AUTODROMO DE INTERLAGOS;98500
CIGARETTES AFTER SEX;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
ROSALIA;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
SKRILLEX;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
L7NNON;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
AURORA;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
ARMIN VAN BUUREN;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
BACO EXU DO BLUES;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
TOVE LO;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
THE ROSE;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
OS PARALAMAS DO SUCESSO;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
FRED AGAIN..;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
DUBDOGZ;26/03/2023;2023;AUTODROMO DE INTERLAGOS;100750
CIGARETTES AFTER SEX;27/03/2023;2023;AUDIO;3900
TOVE LO;28/03/2023;2023;AUDIO;3200
CHICO BUARQUE;30/03/2023;2023;TOKIO MARINE HALL;4000
LUISA SONZA;01/04/2023;2023;VALE DO ANHANGABAU;
WU-TANG CLAN;02/04/2023;2023;ESPACO UNIMED;7500
BK;02/04/2023;2023;ESPACO UNIMED;7500
TASHA & TRACIE;02/04/2023;2023;ESPACO UNIMED;7500
GUSTAVO MIOTO;06/04/2023;2023;VIBRA SAO PAULO;7000
CHICO BUARQUE;07/04/2023;2023;TOKIO MARINE HALL;4000
PIERCE THE VEIL;09/04/2023;2023;AUDIO;3000
ALCEU VALENCA;20/04/2023;2023;ESPACO UNIMED;7200
FALAMANSA;20/04/2023;2023;ESPACO UNIMED;7200
ALAN WALKER;21/04/2023;2023;VALE DO ANHANGABAU;20000
MARSHMELLO;21/04/2023;2023;VALE DO ANHANGABAU;20000
TIMMY TRUMPET;21/04/2023;2023;VALE DO ANHANGABAU;20000
OLIVER HELDENS;21/04/2023;2023;VALE DO ANHANGABAU;20000
KISS;22/04/2023;2023;ALLIANZ PARQUE;50000
DJ SNAKE;22/04/2023;2023;VALE DO ANHANGABAU;20000
SCORPIONS;22/04/2023;2023;ALLIANZ PARQUE;50000
DEEP PURPLE;22/04/2023;2023;ALLIANZ PARQUE;50000
NICKY ROMERO;22/04/2023;2023;VALE DO ANHANGABAU;20000
AXWELL;22/04/2023;2023;VALE DO ANHANGABAU;20000
HELLOWEEN;22/04/2023;2023;ALLIANZ PARQUE;50000
ABOVE & BEYOND;22/04/2023;2023;VALE DO ANHANGABAU;20000
VINI VICI;22/04/2023;2023;VALE DO ANHANGABAU;20000
VITOR KLEY;23/04/2023;2023;AUDIO;2500
PERICLES;28/04/2023;2023;ESPACO UNIMED;
STONE TEMPLE PILOTS;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;12500
SKID ROW;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;12500
SEPULTURA;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;12500
LAMB OF GOD;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;12500
APOCALYPTICA;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;12500
JOAO GOMES;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
TARCISIO DO ACORDEON;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
LUISA SONZA;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
MARI FERNANDEZ;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
NATTAN;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
XAND AVIAO;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
VITOR FERNANDES;30/04/2023;2023;SAMBODROMO DO ANHEMBI;20000
PARKWAY DRIVE;30/04/2023;2023;MEMORIAL DA AMERICA LATINA;7000
BEAST IN BLACK;30/04/2023;2023;MEMORIAL DA AMERICA LATINA;7000
ALICIA KEYS;05/05/2023;2023;ALLIANZ PARQUE;50000
EDSON & HUDSON;05/05/2023;2023;ESPACO UNIMED;8000
MARINA SENA;05/05/2023;2023;AUDIO;3200
MATUE;06/05/2023;2023;DISTRITO ANHEMBI;40000
WIZ KHALIFA;06/05/2023;2023;DISTRITO ANHEMBI;40000
MC CABELINHO;06/05/2023;2023;DISTRITO ANHEMBI;40000
FILIPE RET;06/05/2023;2023;DISTRITO ANHEMBI;40000
OROCHI;06/05/2023;2023;DISTRITO ANHEMBI;40000
LEGIAO URBANA;06/05/2023;2023;ESPACO UNIMED;7700
TETO;06/05/2023;2023;DISTRITO ANHEMBI;40000
GLORIA GROOVE;06/05/2023;2023;DISTRITO ANHEMBI;40000
ARMANDINHO;06/05/2023;2023;DISTRITO ANHEMBI;40000
LOURENA;06/05/2023;2023;DISTRITO ANHEMBI;40000
TASHA & TRACIE;06/05/2023;2023;DISTRITO ANHEMBI;40000
ICE CUBE;07/05/2023;2023;DISTRITO ANHEMBI;25000
CHASE ATLANTIC;07/05/2023;2023;DISTRITO ANHEMBI;25000
RACIONAIS MC'S;07/05/2023;2023;DISTRITO ANHEMBI;25000
CHASE ATLANTIC;09/05/2023;2023;AUDIO;3200
BACO EXU DO BLUES;12/05/2023;2023;ESPACO UNIMED;7500
DANIEL;14/05/2023;2023;VIBRA SAO PAULO;7000
JACKSON WANG;15/05/2023;2023;ESPACO UNIMED;6124
DANIEL;19/05/2023;2023;VIBRA SAO PAULO;7000
DJAVAN;20/05/2023;2023;ESPACO UNIMED;7000
GLORIA GROOVE;27/05/2023;2023;VALE DO ANHANGABAU;20000
ZE RAMALHO;27/05/2023;2023;ESPACO UNIMED;7000
TIAGO IORC;27/05/2023;2023;VIBRA SAO PAULO;6800
IZA;28/05/2023;2023;VALE DO ANHANGABAU;
ALCEU VALENCA;28/05/2023;2023;VALE DO ANHANGABAU;
PABLLO VITTAR;02/06/2023;2023;KOMPLEXO TEMPO;12000
URIAS;02/06/2023;2023;KOMPLEXO TEMPO;12000
LANA DEL REY;03/06/2023;2023;NOVO ANHANGABAU;80000
NATIRUTS;03/06/2023;2023;NOVO ANHANGABAU;80000
DJONGA;03/06/2023;2023;NOVO ANHANGABAU;80000
FLUME;03/06/2023;2023;NOVO ANHANGABAU;80000
LULU SANTOS;03/06/2023;2023;ESPACO UNIMED;0
BADBADNOTGOOD;03/06/2023;2023;NOVO ANHANGABAU;80000
SABRINA CARPENTER;04/06/2023;2023;NOVO ANHANGABAU;30000
FLORENCE + THE MACHINE;04/06/2023;2023;NOVO ANHANGABAU;30000
CAPITAL INICIAL;04/06/2023;2023;NOVO ANHANGABAU;30000
HAIM;04/06/2023;2023;NOVO ANHANGABAU;30000
IVETE SANGALO;08/06/2023;2023;SAMBODROMO DO ANHEMBI;17000
CLAUDIA LEITTE;08/06/2023;2023;SAMBODROMO DO ANHEMBI;17000
GLORIA GROOVE;09/06/2023;2023;SAMBODROMO DO ANHEMBI;17000
PABLLO VITTAR;10/06/2023;2023;SAMBODROMO DO ANHEMBI;50000
CLAUDIA LEITTE;10/06/2023;2023;SAMBODROMO DO ANHEMBI;50000
MARINA SENA;10/06/2023;2023;VALE DO ANHANGABAU;20000
LINIKER;10/06/2023;2023;VALE DO ANHANGABAU;20000
TITAS;16/06/2023;2023;ALLIANZ PARQUE;50000
MARCELO D2;16/06/2023;2023;AUDIO;
TITAS;17/06/2023;2023;ALLIANZ PARQUE;50000
TITAS;18/06/2023;2023;ALLIANZ PARQUE;50000
CHITAOZINHO & XORORO;23/06/2023;2023;ESPACO UNIMED;8000
CHITAOZINHO & XORORO;24/06/2023;2023;ESPACO UNIMED;8000
TITAS;27/06/2023;2023;VIBRA SAO PAULO;7000
RAIMUNDOS;29/06/2023;2023;AUDIO;3200
PERICLES;30/06/2023;2023;AUDIO;
LAGUM;30/06/2023;2023;ESPACO UNIMED;8000
NCT DREAM;04/07/2023;2023;VIBRA SAO PAULO;6600
CNCO;05/07/2023;2023;AUDIO;3200
ROBERTO CARLOS;07/07/2023;2023;VIBRA SAO PAULO;7000
JEFF SATUR;07/07/2023;2023;ESPACO UNIMED;8000
ROBERTO CARLOS;08/07/2023;2023;VIBRA SAO PAULO;7000
MARISA MONTE;14/07/2023;2023;ESPACO UNIMED;7500
MARISA MONTE;15/07/2023;2023;ESPACO UNIMED;7700
MARISA MONTE;21/07/2023;2023;ESPACO UNIMED;7400
P1HARMONY;21/07/2023;2023;TOKIO MARINE HALL;4000
MARISA MONTE;22/07/2023;2023;ESPACO UNIMED;7500
5 SECONDS OF SUMMER;25/07/2023;2023;ESPACO UNIMED;8000
ALCEU VALENCA;28/07/2023;2023;CENTRO DE TRADICOES NORDESTINAS;60000
FALAMANSA;28/07/2023;2023;CENTRO DE TRADICOES NORDESTINAS;60000
ZEZE DI CAMARGO & LUCIANO;04/08/2023;2023;ESPACO UNIMED;7600
RACA NEGRA;04/08/2023;2023;GINASIO DO IBIRAPUERA;10000
LEO SANTANA;06/08/2023;2023;GINASIO DO IBIRAPUERA;10000
LEONARDO;06/08/2023;2023;GINASIO DO IBIRAPUERA;10000
ALCEU VALENCA;06/08/2023;2023;GINASIO DO IBIRAPUERA;10000
ZE NETO & CRISTIANO;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
MAIARA & MARAISA;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
ANA CASTELA;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
JOAO GOMES;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
GUSTAVO MIOTO;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
BRUNO & MARRONE;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
MARI FERNANDEZ;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
PEDRO SAMPAIO;19/08/2023;2023;SAMBODROMO DO ANHEMBI;90000
CALUM SCOTT;25/08/2023;2023;VIBRA SAO PAULO;
CAETANO VELOSO;25/08/2023;2023;ESPACO UNIMED;8000
ATEEZ;26/08/2023;2023;ALLIANZ PARQUE;30000
CAETANO VELOSO;26/08/2023;2023;ESPACO UNIMED;8000
DILSINHO;01/09/2023;2023;ESPACO UNIMED;7850
POST MALONE;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
DEMI LOVATO;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
RACIONAIS MC'S;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
OROCHI;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
MC HARIEL;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
IGGY AZALEA;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
TETO;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
KAYBLACK;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
CAIO LUCCAS;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
TASHA & TRACIE;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
URIAS;02/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
BRUNO MARS;03/09/2023;2023;AUTODROMO DE INTERLAGOS;100000
