nome;data;ano;nome_local;lotacao
CHITAOZINHO & XORORO;12/02/2022;2022;ESPACO DAS AMERICAS;8000
MARISA MONTE;12/02/2022;2022;ESPACO DAS AMERICAS;8000
ATITUDE 67;12/02/2022;2022;MEMORIAL DA AMERICA LATINA;25000
MATHEUS FERNANDES;12/02/2022;2022;MEMORIAL DA AMERICA LATINA;25000
ZE RAMALHO;13/02/2022;2022;ESPACO DAS AMERICAS;
CHITAOZINHO & XORORO;17/02/2022;2022;ESPACO DAS AMERICAS;8000
ZE VAQUEIRO;19/02/2022;2022;ARENA SERTANEJA;2600
SEPULTURA;20/02/2022;2022;AUDIO;3200
PABLLO VITTAR;25/02/2022;2022;AUDIO;3200
ZE VAQUEIRO;26/02/2022;2022;JOCKEY CLUB;3000
THIAGUINHO;26/02/2022;2022;JOCKEY CLUB;3000
PEDRO SAMPAIO;26/02/2022;2022;JOCKEY CLUB;3000
LUDMILLA;27/02/2022;2022;JOCKEY CLUB;3000
DENNIS;27/02/2022;2022;JOCKEY CLUB;3000
ALOK;28/02/2022;2022;JOCKEY CLUB;3000
LUAN SANTANA;28/02/2022;2022;JOCKEY CLUB;3000
JORGE & MATEUS;01/03/2022;2022;JOCKEY CLUB;3000
ANITTA;01/03/2022;2022;JOCKEY CLUB;3000
LUDMILLA;01/03/2022;2022;ESPACO DAS AMERICAS;6500
GLORIA GROOVE;01/03/2022;2022;ESPACO DAS AMERICAS;6500
SKANK;11/03/2022;2022;ESPACO DAS AMERICAS;8000
BACO EXU DO BLUES;12/03/2022;2022;AUDIO;3200
SKANK;12/03/2022;2022;ESPACO DAS AMERICAS;8000
OS PARALAMAS DO SUCESSO;12/03/2022;2022;TOKIO MARINE HALL;3500
SKANK;13/03/2022;2022;ESPACO DAS AMERICAS;8000
JAO;18/03/2022;2022;ESPACO DAS AMERICAS;6000
JUNGLE;18/03/2022;2022;AUDIO;3200
DOJA CAT;24/03/2022;2022;AUTODROMO DE INTERLAGOS;0
KEHLANI;24/03/2022;2022;AUTODROMO DE INTERLAGOS;0
MGK;24/03/2022;2022;AUTODROMO DE INTERLAGOS;0
PABLLO VITTAR;24/03/2022;2022;AUTODROMO DE INTERLAGOS;0
A DAY TO REMEMBER;24/03/2022;2022;AUDIO;3200
ALAN WALKER;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
DOJA CAT;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
MATUE;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
THE STROKES;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
MARINA;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
MGK;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
PABLLO VITTAR;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
JACK HARLOW;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
LP;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
ASHNIKKO;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
THE WOMBATS;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
TURNSTILE;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
070 SHAKE;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
CHRIS LAKE;25/03/2022;2022;AUTODROMO DE INTERLAGOS;100980
MILEY CYRUS;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
A$AP ROCKY;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
ALESSIA CARA;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
ALOK;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
JAO;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
A DAY TO REMEMBER;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
TWO FEET;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
EMICIDA;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
DEORRO;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
REMI WOLF;26/03/2022;2022;AUTODROMO DE INTERLAGOS;103000
MARTIN GARRIX;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
KEHLANI;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
ALESSO;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
GLORIA GROOVE;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
DJONGA;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
CAPITAL INICIAL;27/03/2022;2022;MEMORIAL DA AMERICA LATINA;8000
OS PARALAMAS DO SUCESSO;27/03/2022;2022;MEMORIAL DA AMERICA LATINA;8000
KAYTRANADA;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
BLACK PUMAS;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
LAGUM;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
IDLES;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
MARINA SENA;27/03/2022;2022;AUTODROMO DE INTERLAGOS;98255
THE DRUMS;31/03/2022;2022;AUDIO;2800
LAGUM;02/04/2022;2022;AUDIO;3200
DILSINHO;03/04/2022;2022;EXPO BARRA FUNDA;5000
SORRISO MAROTO;03/04/2022;2022;EXPO BARRA FUNDA;5000
GLORIA GROOVE;03/04/2022;2022;VALE DO ANHANGABAU;
LAGUM;03/04/2022;2022;AUDIO;3200
MAROON 5;05/04/2022;2022;ALLIANZ PARQUE;46881
JAO;05/04/2022;2022;ALLIANZ PARQUE;46881
TITAS;10/04/2022;2022;MEMORIAL DA AMERICA LATINA;20000
VITOR KLEY;10/04/2022;2022;AUDIO;2700
MOLCHAT DOMA;11/04/2022;2022;AUDIO;2800
JAO;14/04/2022;2022;ESPACO DAS AMERICAS;8000
MAIARA & MARAISA;15/04/2022;2022;ESPACO DAS AMERICAS;8000
MARIA BETHANIA;16/04/2022;2022;ESPACO DAS AMERICAS;6000
MAIARA & MARAISA;17/04/2022;2022;ESPACO DAS AMERICAS;7000
NANDO REIS;21/04/2022;2022;MEMORIAL DA AMERICA LATINA;15000
RACIONAIS MC'S;22/04/2022;2022;ESPACO DAS AMERICAS;6000
IVETE SANGALO;23/04/2022;2022;ESPACO DAS AMERICAS;8000
CPM 22;23/04/2022;2022;AUDIO;3200
MAIARA & MARAISA;28/04/2022;2022;VILLA COUNTRY;7500
LULU SANTOS;29/04/2022;2022;ESPACO DAS AMERICAS;6500
KISS;30/04/2022;2022;ALLIANZ PARQUE;45000
CAETANO VELOSO;06/05/2022;2022;ESPACO DAS AMERICAS;8000
CHARLOTTE DE WITTE;06/05/2022;2022;SAMBODROMO DO ANHEMBI;
GLORIA GROOVE;07/05/2022;2022;EXPO CENTER NORTE;4000
PERICLES;07/05/2022;2022;EXPO CENTER NORTE;4000
LAGUM;07/05/2022;2022;EXPO CENTER NORTE;4000
CPM 22;08/05/2022;2022;AUDIO;3200
METALLICA;10/05/2022;2022;ESTADIO DO MORUMBI;55000
SIMONE & SIMARIA;10/05/2022;2022;VILLA COUNTRY;8500
GRETA VAN FLEET;10/05/2022;2022;ESTADIO DO MORUMBI;55000
IZA;14/05/2022;2022;MEMORIAL DA AMERICA LATINA;12000
CAETANO VELOSO;14/05/2022;2022;MEMORIAL DA AMERICA LATINA;12000
GILSONS;14/05/2022;2022;MEMORIAL DA AMERICA LATINA;12000
URIAS;14/05/2022;2022;MEMORIAL DA AMERICA LATINA;12000
TWO DOOR CINEMA CLUB;18/05/2022;2022;AUDIO;2000
THE KOOKS;20/05/2022;2022;ESPACO UNIMED;6000
JOAO GOMES;21/05/2022;2022;ARENA ANHEMBI;2200
TARCISIO DO ACORDEON;21/05/2022;2022;ARENA ANHEMBI;2200
ZE VAQUEIRO;21/05/2022;2022;ARENA ANHEMBI;2200
NATTAN;21/05/2022;2022;ARENA ANHEMBI;2200
XAND AVIAO;21/05/2022;2022;ARENA ANHEMBI;2200
MASEGO;25/05/2022;2022;AUDIO;2500
JAO;27/05/2022;2022;ESPACO UNIMED;8000
LOUIS TOMLINSON;28/05/2022;2022;ESPACO UNIMED;8203
MARCOS & BELUTTI;28/05/2022;2022;SAO PAULO EXPO;6800
TURMA DO PAGODE;28/05/2022;2022;SAO PAULO EXPO;6800
NANDO REIS;28/05/2022;2022;ARENA ANHEMBI;2000
CAPITAL INICIAL;28/05/2022;2022;ARENA ANHEMBI;2000
PITTY;28/05/2022;2022;ARENA ANHEMBI;2000
VITOR KLEY;28/05/2022;2022;VALE DO ANHANGABAU;20000
LOUIS TOMLINSON;29/05/2022;2022;ESPACO UNIMED;0
LUISA SONZA;29/05/2022;2022;VALE DO ANHANGABAU;120000
DJAVAN;04/06/2022;2022;ESPACO UNIMED;7700
ANAVITORIA;09/06/2022;2022;ESPACO UNIMED;8000
NANDO REIS;10/06/2022;2022;VIBRA SAO PAULO;6500
ARMANDINHO;15/06/2022;2022;ESPACO UNIMED;7900
LUISA SONZA;16/06/2022;2022;ARENA ANHEMBI;20000
IVETE SANGALO;16/06/2022;2022;ARENA ANHEMBI;20000
PLAYBOI CARTI;17/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
LUDMILLA;17/06/2022;2022;ARENA ANHEMBI;20000
VEIGH;17/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
PABLLO VITTAR;17/06/2022;2022;ARENA ANHEMBI;20000
GLORIA GROOVE;17/06/2022;2022;ARENA ANHEMBI;20000
KEN CARSON;17/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
DESTROY LONELY;17/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
SOFAYGO;17/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
AJULIACOSTA;17/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
FILIPE RET;18/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
DJONGA;18/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
BK;18/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
CLAUDIA LEITTE;18/06/2022;2022;ARENA ANHEMBI;34000
YUNK VINO;18/06/2022;2022;SAMBODROMO DO ANHEMBI;34000
TRIPPIE REDD;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
RACIONAIS MC'S;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
OROCHI;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
BORGES;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
KYAN;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
TASHA & TRACIE;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
EBONY;19/06/2022;2022;SAMBODROMO DO ANHEMBI;42000
JAO;22/06/2022;2022;TOKIO MARINE HALL;4000
PIXOTE;22/06/2022;2022;TOKIO MARINE HALL;4000
SEU JORGE;22/06/2022;2022;TOKIO MARINE HALL;4000
VITOR KLEY;22/06/2022;2022;TOKIO MARINE HALL;4000
CAETANO VELOSO;24/06/2022;2022;ESPACO UNIMED;8000
FLORA MATOS;24/06/2022;2022;AUDIO;2900
CAETANO VELOSO;25/06/2022;2022;ESPACO UNIMED;8000
JOTA QUEST;02/07/2022;2022;ESPACO UNIMED;8000
PITTY;09/07/2022;2022;AUDIO;0
RAIMUNDOS;17/07/2022;2022;TOKIO MARINE HALL;4000
A-HA;18/07/2022;2022;ESPACO UNIMED;8000
A-HA;19/07/2022;2022;ESPACO UNIMED;8000
MARISA MONTE;21/07/2022;2022;ESPACO UNIMED;8000
MARISA MONTE;22/07/2022;2022;ESPACO UNIMED;7700
MARISA MONTE;23/07/2022;2022;ESPACO UNIMED;8000
MATUE;26/07/2022;2022;VIBRA SAO PAULO;6500
LUDMILLA;26/07/2022;2022;VIBRA SAO PAULO;6500
LUISA SONZA;26/07/2022;2022;VIBRA SAO PAULO;6500
JAO;26/07/2022;2022;VIBRA SAO PAULO;6500
SKANK;26/07/2022;2022;VIBRA SAO PAULO;6500
XAMA;26/07/2022;2022;VIBRA SAO PAULO;0
PEDRO SAMPAIO;26/07/2022;2022;VIBRA SAO PAULO;6500
MARISA MONTE;28/07/2022;2022;ESPACO UNIMED;8000
MARISA MONTE;29/07/2022;2022;ESPACO UNIMED;8000
DENNIS;30/07/2022;2022;ESTADIO DO CANINDE;10000
MARINA SENA;06/08/2022;2022;AUDIO;3200
JAO;14/08/2022;2022;ESPACO UNIMED;8000
ANITTA;19/08/2022;2022;NEO QUIMICA ARENA;50000
GLORIA GROOVE;19/08/2022;2022;NEO QUIMICA ARENA;50000
PAPATINHO;19/08/2022;2022;NEO QUIMICA ARENA;50000
JORGE & MATEUS;20/08/2022;2022;DISTRITO ANHEMBI;45000
ZE NETO & CRISTIANO;20/08/2022;2022;DISTRITO ANHEMBI;45000
LUDMILLA;20/08/2022;2022;DISTRITO ANHEMBI;45000
GUSTAVO MIOTO;20/08/2022;2022;DISTRITO ANHEMBI;45000
MARI FERNANDEZ;20/08/2022;2022;DISTRITO ANHEMBI;45000
JAO;20/08/2022;2022;ESPACO UNIMED;8000
XAND AVIAO;20/08/2022;2022;DISTRITO ANHEMBI;45000
PEDRO SAMPAIO;20/08/2022;2022;DISTRITO ANHEMBI;45000
ROSALIA;22/08/2022;2022;ESPACO UNIMED;8594
MILTON NASCIMENTO;26/08/2022;2022;ESPACO UNIMED;8000
OROCHI;27/08/2022;2022;ESTADIO DO CANINDE;
MC HARIEL;27/08/2022;2022;ESTADIO DO CANINDE;
MILTON NASCIMENTO;27/08/2022;2022;ESPACO UNIMED;8000
DEMI LOVATO;30/08/2022;2022;ESPACO UNIMED;8000
DEMI LOVATO;31/08/2022;2022;ESPACO UNIMED;8000
DREAM THEATER;31/08/2022;2022;TOKIO MARINE HALL;4000
MILTON NASCIMENTO;01/09/2022;2022;ESPACO UNIMED;8000
MILTON NASCIMENTO;02/09/2022;2022;ESPACO UNIMED;8000
BULLET FOR MY VALENTINE;03/09/2022;2022;AUDIO;3200
IRON MAIDEN;04/09/2022;2022;ESTADIO DO MORUMBI;56316
AVRIL LAVIGNE;07/09/2022;2022;ESPACO UNIMED;8000
DUA LIPA;08/09/2022;2022;ARENA ANHEMBI;33921
MANESKIN;09/09/2022;2022;ESPACO UNIMED;7092
BASTILLE;09/09/2022;2022;TOKIO MARINE HALL;
TITAS;10/09/2022;2022;TOKIO MARINE HALL;4000
JORGE BEN JOR;10/09/2022;2022;ESPACO UNIMED;8000
CPM 22;10/09/2022;2022;VIBRA SAO PAULO;6400
ANAVITORIA;11/09/2022;2022;TOKIO MARINE HALL;
GLORIA GROOVE;16/09/2022;2022;ESPACO UNIMED;7838
DJAVAN;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;6500
GILBERTO GIL;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;6500
LINIKER;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;6500
TASHA & TRACIE;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;6500
BK;17/09/2022;2022;MEMORIAL DA AMERICA LATINA;8000
LULU SANTOS;17/09/2022;2022;TOKIO MARINE HALL;3750
ALCEU VALENCA;17/09/2022;2022;MEMORIAL DA AMERICA LATINA;8000
GAL COSTA;17/09/2022;2022;MEMORIAL DA AMERICA LATINA;8000
MARIA BETHANIA;18/09/2022;2022;MEMORIAL DA AMERICA LATINA;13000
MARINA SENA;18/09/2022;2022;MEMORIAL DA AMERICA LATINA;13000
BLACK ALIEN;18/09/2022;2022;MEMORIAL DA AMERICA LATINA;13000
BACO EXU DO BLUES;23/09/2022;2022;AUDIO;3200
GUNS N' ROSES;24/09/2022;2022;ALLIANZ PARQUE;45032
MILTON NASCIMENTO;24/09/2022;2022;ESPACO UNIMED;8000
JORGE DREXLER;24/09/2022;2022;VIBRA SAO PAULO;2960
MILTON NASCIMENTO;25/09/2022;2022;ESPACO UNIMED;8000
TINI;08/10/2022;2022;VIBRA SAO PAULO;7000
DJONGA;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;13000
BK;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;13000
HELLOWEEN;08/10/2022;2022;ESPACO UNIMED;8000
BLACK ALIEN;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;13000
TASHA & TRACIE;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;13000
HELLOWEEN;09/10/2022;2022;ESPACO UNIMED;8000
NIGHTWISH;14/10/2022;2022;ESPACO UNIMED;8000
BEAST IN BLACK;14/10/2022;2022;ESPACO UNIMED;8000
JORGE ARAGAO;15/10/2022;2022;SAMBODROMO DO ANHEMBI;10000
GILSONS;15/10/2022;2022;SAMBODROMO DO ANHEMBI;10000
AIR SUPPLY;16/10/2022;2022;ESPACO UNIMED;6000
NANDO REIS;16/10/2022;2022;SAMBODROMO DO ANHEMBI;10000
DPR IAN;16/10/2022;2022;AUDIO;3100
VANESSA DA MATA;16/10/2022;2022;SAMBODROMO DO ANHEMBI;10000
DIOGO NOGUEIRA;16/10/2022;2022;SAMBODROMO DO ANHEMBI;10000
SKANK;21/10/2022;2022;ESPACO UNIMED;8000
SKANK;22/10/2022;2022;ESPACO UNIMED;8000
BLACK LABEL SOCIETY;23/10/2022;2022;AUDIO;3200
MILTON NASCIMENTO;01/11/2022;2022;ESPACO UNIMED;8000
MILTON NASCIMENTO;03/11/2022;2022;ESPACO UNIMED;8000
BAD GYAL;04/11/2022;2022;AUDIO;
MILTON NASCIMENTO;04/11/2022;2022;ESPACO UNIMED;8000
ARCTIC MONKEYS;05/11/2022;2022;DISTRITO ANHEMBI;45000
MITSKI;05/11/2022;2022;DISTRITO ANHEMBI;45000
ROBERTO CARLOS;05/11/2022;2022;ESPACO UNIMED;3425
MICHAEL BUBLE;05/11/2022;2022;ALLIANZ PARQUE;31000
L7NNON;05/11/2022;2022;DISTRITO ANHEMBI;45000
BEACH HOUSE;05/11/2022;2022;DISTRITO ANHEMBI;45000
BJORK;05/11/2022;2022;DISTRITO ANHEMBI;45000
INTERPOL;05/11/2022;2022;DISTRITO ANHEMBI;45000
RAIMUNDOS;05/11/2022;2022;AUDIO;2500
JOSE GONZALEZ;05/11/2022;2022;DISTRITO ANHEMBI;45000
LUCCAS CARLOS;05/11/2022;2022;DISTRITO ANHEMBI;45000
SEVDALIZA;05/11/2022;2022;DISTRITO ANHEMBI;45000
LINIKER;05/11/2022;2022;DISTRITO ANHEMBI;45000
TASHA & TRACIE;05/11/2022;2022;DISTRITO ANHEMBI;45000
TRAVIS SCOTT;06/11/2022;2022;DISTRITO ANHEMBI;42200
LORDE;06/11/2022;2022;DISTRITO ANHEMBI;42200
ROBERTO CARLOS;06/11/2022;2022;ESPACO UNIMED;3425
MICHAEL BUBLE;06/11/2022;2022;ALLIANZ PARQUE;20429
CHARLI XCX;06/11/2022;2022;DISTRITO ANHEMBI;42200
PHOEBE BRIDGERS;06/11/2022;2022;DISTRITO ANHEMBI;42200
BAD GYAL;06/11/2022;2022;DISTRITO ANHEMBI;42200
JPEGMAFIA;06/11/2022;2022;DISTRITO ANHEMBI;42200
FATHER JOHN MISTY;06/11/2022;2022;DISTRITO ANHEMBI;42200
CAROLINE POLACHEK;06/11/2022;2022;DISTRITO ANHEMBI;42200
ROBERTO CARLOS;09/11/2022;2022;ESPACO UNIMED;3425
CHARLI XCX;09/11/2022;2022;AUDIO;1000
MAIARA & MARAISA;11/11/2022;2022;VIBRA SAO PAULO;3000
JAO;11/11/2022;2022;ESPACO UNIMED;8000
TWENTY ONE PILOTS;12/11/2022;2022;ALLIANZ PARQUE;35000
THE KILLERS;12/11/2022;2022;ALLIANZ PARQUE;35000
BONNIE TYLER;12/11/2022;2022;TOKIO MARINE HALL;3500
ALCEU VALENCA;12/11/2022;2022;ESPACO UNIMED;
KYGO;13/11/2022;2022;ESPACO UNIMED;8000
ROBERTO CARLOS;17/11/2022;2022;ESPACO UNIMED;3425
CAPITAL INICIAL;18/11/2022;2022;ESPACO UNIMED;8000
IVETE SANGALO;18/11/2022;2022;TOKIO MARINE HALL;3000
OS PARALAMAS DO SUCESSO;19/11/2022;2022;VIBRA SAO PAULO;5000
IVETE SANGALO;19/11/2022;2022;ARENA ANHEMBI;30000
MARINA SENA;19/11/2022;2022;ARENA ANHEMBI;30000
GUSTAVO MIOTO;24/11/2022;2022;VALE DO ANHANGABAU;40000
LEO SANTANA;24/11/2022;2022;VALE DO ANHANGABAU;40000
CAETANO VELOSO;25/11/2022;2022;ESPACO UNIMED;8000
GUSTTAVO LIMA;26/11/2022;2022;ALLIANZ PARQUE;49250
MAIARA & MARAISA;26/11/2022;2022;ALLIANZ PARQUE;49250
CAETANO VELOSO;26/11/2022;2022;ESPACO UNIMED;8000
CAETANO VELOSO;27/11/2022;2022;ESPACO UNIMED;8000
RUSS;01/12/2022;2022;AUDIO;2700
ZE RAMALHO;03/12/2022;2022;TOKIO MARINE HALL;3600
IZA;04/12/2022;2022;MEMORIAL DA AMERICA LATINA;10000
THE ROSE;04/12/2022;2022;ESPACO UNIMED;8000
TITAS;04/12/2022;2022;TOKIO MARINE HALL;4000
MATHEUS & KAUAN;05/12/2022;2022;VALE DO ANHANGABAU;
HARRY STYLES;06/12/2022;2022;ALLIANZ PARQUE;45670
EROS RAMAZZOTTI;09/12/2022;2022;VIBRA SAO PAULO;
LUDMILLA;10/12/2022;2022;NEO QUIMICA ARENA;10000
BRUNO & MARRONE;10/12/2022;2022;ALLIANZ PARQUE;45000
ZEZE DI CAMARGO & LUCIANO;10/12/2022;2022;ALLIANZ PARQUE;45000
EDUARDO COSTA;10/12/2022;2022;ALLIANZ PARQUE;45000
CHITAOZINHO & XORORO;10/12/2022;2022;ALLIANZ PARQUE;45000
URIAS;10/12/2022;2022;NEO QUIMICA ARENA;10000
MU540;10/12/2022;2022;NEO QUIMICA ARENA;10000
JAO;11/12/2022;2022;NOVO ANHANGABAU;50000
FLEET FOXES;11/12/2022;2022;TOKIO MARINE HALL;4000
HARRY STYLES;13/12/2022;2022;ALLIANZ PARQUE;45669
HARRY STYLES;14/12/2022;2022;ALLIANZ PARQUE;45669
PEDRO SAMPAIO;14/12/2022;2022;AUDIO;2800
PANTERA;15/12/2022;2022;VIBRA SAO PAULO;7000
JUDAS PRIEST;15/12/2022;2022;VIBRA SAO PAULO;7000
BRING ME THE HORIZON;16/12/2022;2022;VIBRA SAO PAULO;4000
JORGE & MATEUS;17/12/2022;2022;NOVO ANHANGABAU;45000
WESLEY SAFADAO;17/12/2022;2022;NOVO ANHANGABAU;45000
PEDRO SAMPAIO;17/12/2022;2022;NOVO ANHANGABAU;45000
SLIPKNOT;18/12/2022;2022;SAMBODROMO DO ANHEMBI;45000
BRING ME THE HORIZON;18/12/2022;2022;SAMBODROMO DO ANHEMBI;45000
PANTERA;18/12/2022;2022;SAMBODROMO DO ANHEMBI;45000
JUDAS PRIEST;18/12/2022;2022;SAMBODROMO DO ANHEMBI;45000
SEPULTURA;18/12/2022;2022;SAMBODROMO DO ANHEMBI;45000
TRIVIUM;18/12/2022;2022;SAMBODROMO DO ANHEMBI;45000
DANIEL;21/12/2022;2022;VIBRA SAO PAULO;7000
LUDMILLA;23/12/2022;2022;ESPACO UNIMED;7800
MC LIVINHO;23/12/2022;2022;ESPACO UNIMED;7800
MC HARIEL;23/12/2022;2022;ESPACO UNIMED;7800
MC DON JUAN;23/12/2022;2022;ESPACO UNIMED;7800
ROUPA NOVA;14/01/2023;2023;VIBRA SAO PAULO;
ANITTA;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;25000
FILIPE RET;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;25000
GLORIA GROOVE;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;25000
XAND AVIAO;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;25000
NCT 127;18/01/2023;2023;VIBRA SAO PAULO;7000
JACK JOHNSON;18/01/2023;2023;ESPACO UNIMED;8000
NCT 127;19/01/2023;2023;VIBRA SAO PAULO;7000
NCT 127;20/01/2023;2023;VIBRA SAO PAULO;7000
EMICIDA;20/01/2023;2023;ESPACO UNIMED;8000
ERYKAH BADU;21/01/2023;2023;MEMORIAL DA AMERICA LATINA;12000
JOAO GOMES;25/01/2023;2023;VALE DO ANHANGABAU;30000
NANDO REIS;25/01/2023;2023;CENTRO CULTURAL SAO PAULO;
BELO;25/01/2023;2023;VALE DO ANHANGABAU;30000
BACKSTREET BOYS;27/01/2023;2023;ALLIANZ PARQUE;46000
LUISA SONZA;27/01/2023;2023;ESPACO UNIMED;8000
BACKSTREET BOYS;28/01/2023;2023;ALLIANZ PARQUE;45340
BK;28/01/2023;2023;AUDIO;2500
LUISA SONZA;04/02/2023;2023;ALLIANZ PARQUE;20000
GLORIA GROOVE;04/02/2023;2023;ALLIANZ PARQUE;20000
SEU JORGE;04/02/2023;2023;ESPACO UNIMED;8000
CLAUDIA LEITTE;04/02/2023;2023;ALLIANZ PARQUE;20000
DUBDOGZ;04/02/2023;2023;ALLIANZ PARQUE;20000
LP;08/02/2023;2023;AUDIO;2800
SUPER JUNIOR;09/02/2023;2023;ESPACO UNIMED;7950
EMICIDA;10/02/2023;2023;ESPACO UNIMED;7000
ANITTA;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;25000
PABLLO VITTAR;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;25000
MARI FERNANDEZ;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;25000
JAO;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;25000
EMICIDA;12/02/2023;2023;ESPACO UNIMED;8000
THIAGUINHO;18/02/2023;2023;JOCKEY CLUB;7000
NATTAN;18/02/2023;2023;JOCKEY CLUB;7000
DENNIS;18/02/2023;2023;JOCKEY CLUB;7000
GRUPO MENOS E MAIS;19/02/2023;2023;JOCKEY CLUB;10000
MARI FERNANDEZ;19/02/2023;2023;JOCKEY CLUB;10000
PEDRO SAMPAIO;19/02/2023;2023;JOCKEY CLUB;10000
ALOK;20/02/2023;2023;JOCKEY CLUB;4000
LEO SANTANA;20/02/2023;2023;JOCKEY CLUB;4000
JORGE & MATEUS;21/02/2023;2023;JOCKEY CLUB;7000
ANITTA;21/02/2023;2023;JOCKEY CLUB;7000
XAND AVIAO;21/02/2023;2023;JOCKEY CLUB;7000
IVETE SANGALO;25/02/2023;2023;SAMBODROMO DO ANHEMBI;25000
IMAGINE DRAGONS;28/02/2023;2023;ALLIANZ PARQUE;49085
BIG TIME RUSH;03/03/2023;2023;ESPACO UNIMED;8000
JOTA QUEST;04/03/2023;2023;ESPACO UNIMED;7700
CHICO BUARQUE;04/03/2023;2023;TOKIO MARINE HALL;4000
CHICO BUARQUE;05/03/2023;2023;TOKIO MARINE HALL;4000
MOTLEY CRUE;07/03/2023;2023;ALLIANZ PARQUE;30000
DEF LEPPARD;07/03/2023;2023;ALLIANZ PARQUE;30000
COLDPLAY;10/03/2023;2023;ESTADIO DO MORUMBI;73275
COLDPLAY;11/03/2023;2023;ESTADIO DO MORUMBI;73275
WIU;12/03/2023;2023;AUDIO;3200
COLDPLAY;13/03/2023;2023;ESTADIO DO MORUMBI;73275
COLDPLAY;14/03/2023;2023;ESTADIO DO MORUMBI;73276
THE BLACK CROWES;14/03/2023;2023;ESPACO UNIMED;7000
COLDPLAY;17/03/2023;2023;ESTADIO DO MORUMBI;73275
SKANK;17/03/2023;2023;ESPACO UNIMED;8000
COLDPLAY;18/03/2023;2023;ESTADIO DO MORUMBI;73275
SKANK;18/03/2023;2023;ESPACO UNIMED;8000
LUDOVICO EINAUDI;19/03/2023;2023;VIBRA SAO PAULO;4000
SKANK;19/03/2023;2023;ESPACO UNIMED;8000
BILLIE EILISH;24/03/2023;2023;AUTODROMO DE INTERLAGOS;103350
