nome;id_spotify;generos;popularidade;seguidores;imagem;fonte
PHARAOH;1F8usyx5PbYGWxf0bwdXwA;0;59;1505505;https://i.scdn.co/image/ab6761610000e5eb67b2b8c0b3ae3a8f04a7f143;LETTER_2
Axwell;1xNmvlEiICkRlRGqlNFZ43;edm;68;1505390;https://i.scdn.co/image/ab6761610000e5eb47df925e56857f312974ff55;LETTER_1
Código FN;4A4qYy2jK9DDN1OHV0nLkH;corrido, corridos bélicos, corridos tumbados, electro corridos, norteño, banda, dembow belico, sad sierreño, sierreño;67;1504318;https://i.scdn.co/image/ab6761610000e5ebfd0b7e60b0a702ffd9650eb6;GENRE_2
BUMP OF CHICKEN;0hSFeqPehe7FtCNWuQ6Bsy;j-pop, j-rock, anime;63;1503580;https://i.scdn.co/image/ab6761610000e5eb50f6146945f10a1742caa289;LETTER_1
Vacations;0U7iI0Dk4Ojvi17nZboNO4;0;69;1500844;https://i.scdn.co/image/ab6761610000e5eb080c868c83bba9ba37f13639;GENRE_2
El Trono de Mexico;5L6QAKAkdJIPLsNbItZ2KF;duranguense, banda, grupera, música mexicana, norteño;69;1500713;https://i.scdn.co/image/ab6761610000e5ebbaa9a9f3052c17f786618cda;GENRE_2
The Roots;78xUyw6FkVZrRAtziFdtdu;east coast hip hop, jazz rap, hip hop;61;1499881;https://i.scdn.co/image/ab6761610000e5eb7e92a85b9e31236380cd38f2;LETTER_2
Bombay Jayashri;5OTt6O4Q22YsqZDaWV6FqC;tamil pop, kollywood;64;1499653;https://i.scdn.co/image/ab6761610000e5eb17253dc3b16a683c8e38b5aa;LETTER_1
Janelle Monáe;6ueGR6SWhUJfvEhqkvMsVs;alternative r&b;66;1498823;https://i.scdn.co/image/ab6761610000e5eb5dab878686269b7b8f4c3ab1;GENRE_2
HARDY;5QNm7E7RU2m64l6Gliu8Oy;country, country rock;73;1498010;https://i.scdn.co/image/ab6761610000e5eb3e7e5b8c09a44d49a95bd842;GENRE_1
Thousand Foot Krutch;6GfiCQDFYANz5wUkSmb3Dr;christian rock, christian alternative rock, rap metal;65;1497631;https://i.scdn.co/image/558f7ee322b89c8d5b846a7b38e0ad83bbaa1386;GENRE_1
Joe Hisaishi;7nzSoJISlVJsn7O0yTeMOB;japanese classical, anime;69;1496489;https://i.scdn.co/image/ab6761610000e5eb255e3fb8af57399bc9975c61;LETTER_1
Juhn;2LmcxBak1alK1bf7d1beTr;trap latino, reggaeton;72;1495695;https://i.scdn.co/image/ab6761610000e5ebc212e84f670a967ecabedba5;GENRE_2
Brett Eldredge;0qSX3s5pJnAlSsgsCne8Cz;country, christmas;61;1494969;https://i.scdn.co/image/ab6761610000e5ebd62f6cc5c8b1d23bb749d149;GENRE_1
Three 6 Mafia;26s8LSolLfCIY88ysQbIuT;southern hip hop, horrorcore, crunk, gangster rap;65;1494604;https://i.scdn.co/image/ab6761610000e5eb697a2395da5148557c36af55;LETTER_2
Vagon Chicano;2yK0OH7d55O2eZNcBTB19k;norteño, grupera, duranguense, banda, tejano;62;1494597;https://i.scdn.co/image/ab6761610000e5ebd15233be7fd94e9f8d71e733;LETTER_2
Kako;5InVWl8IZB8zFAoNa5roKm;funk consciente, brazilian funk, trap funk;70;1494379;https://i.scdn.co/image/ab6761610000e5eb72b025b2944a4a5e8fe43f97;LETTER_1
Roar;7dIpKWlEeAljA20vFJ82RD;0;64;1494265;https://i.scdn.co/image/ab6761610000e5ebeb7ac1ee8617118396fa8ec6;GENRE_2
Gökhan Türkmen;4uGB0nZ5d1iCXS3sHR3pzm;turkish pop;65;1494132;https://i.scdn.co/image/ab6761610000e5eb3a22929cb1efe2358b81751c;LETTER_1
Lola Young;67FB4n52MgexGQIG8s0yUH;0;78;1492219;https://i.scdn.co/image/ab6761610000e5eb4831bc7f3017aae35b175d23;GENRE_2
Kevin AMF;1XtR9vPQD6cjmHlR5PuHPu;electro corridos, dembow belico, corrido, corridos tumbados, reggaeton mexa, dembow, corridos bélicos;69;1491908;https://i.scdn.co/image/ab6761610000e5eb74900422b42af2f1f5aea8a6;GENRE_2
Niro;1wAtSe79kItIb9nf5EhI2Q;french rap, pop urbaine;66;1490651;https://i.scdn.co/image/ab6761610000e5ebda992b048f3ff0f4944cbe10;LETTER_2
Flyleaf;4IliztYDlfMvzQzbx50o60;christian rock, christian alternative rock, emo;63;1488991;https://i.scdn.co/image/ab6761610000e5ebf806c08eef7d367476b561d0;GENRE_1
Ovy On The Drums;3m5qlPf2OkihLz3dRYnkPA;reggaeton;83;1488415;https://i.scdn.co/image/ab6761610000e5eb598ae29b6fe6c2547f40bce5;GENRE_2
Freddie Gibbs;0Y4inQK6OespitzD6ijMwb;jazz rap, alternative hip hop;69;1488093;https://i.scdn.co/image/ab6761610000e5eb499def7bd0369aa26a22273c;LETTER_1
Leto;6HCBnyTBSLdb3TFn2ayulY;french rap, pop urbaine;70;1487175;https://i.scdn.co/image/ab6761610000e5eba6def4f8f591699f16b168b9;LETTER_1
Adrianne Lenker;4aKWmkWAKviFlyvHYPTNQY;0;73;1485036;https://i.scdn.co/image/ab6761610000e5eb5a7d5278cf9deda53119028c;GENRE_2
Grupo Maximo Grado;0ssx5sZQzc1nZZF2Ks8qXZ;corrido, corridos bélicos, norteño, sierreño, banda, corridos tumbados;64;1483727;https://i.scdn.co/image/ab6761610000e5eba631e1e31ce94641724d2f37;GENRE_2
Panter Bélico;7pESOE4dEq8Yk4OKlJa3pS;corrido, corridos bélicos, corridos tumbados, banda, sierreño;69;1482813;https://i.scdn.co/image/ab6761610000e5ebfdc18f790338420834804c32;GENRE_2
Lamp;0rFHElzeddB9ymDjgpBENX;shibuya-kei, japanese indie, city pop;63;1481292;https://i.scdn.co/image/ab6761610000e5eb0200ae3b8094a3b795e51f59;GENRE_1
Rick Astley;0gxyHStUsqpMadRV0Di1Qt;0;64;1480924;https://i.scdn.co/image/ab6761610000e5eb019782a5d4654e00db2a28a0;NUM
Fivio Foreign;14CHVeJGrR5xgUGQFV5BVM;brooklyn drill, new york drill, drill, uk drill;62;1480791;https://i.scdn.co/image/ab6761610000e5eb366afadc7bfc1671fb1d4f2c;LETTER_1
M.I.A.;0QJIPDAEDILuo8AIq3pMuU;hip hop;67;1480763;https://i.scdn.co/image/ab6761610000e5ebd75b03e7f83d62dcd55617ca;LETTER_1
Powfu;6bmlMHgSheBauioMgKv2tn;0;68;1480747;https://i.scdn.co/image/ab6761610000e5eb0440c749b98a38d5ea707d7a;LETTER_2
Yeah Yeah Yeahs;3TNt4aUIxgfy9aoaft5Jj2;0;67;1480606;https://i.scdn.co/image/ab6761610000e5eb746654923d25b6bf7c16e899;GENRE_1
YEONJUN;2Mo2yHjmrDRZW7yRuJwR2w;k-pop;71;1479549;https://i.scdn.co/image/ab6761610000e5eb8396b8b5559921fa643761be;LETTER_2
Shaboozey;3y2cIKLjiOlp1Np37WiUdH;0;76;1479033;https://i.scdn.co/image/ab6761610000e5eb2361ab73b5a386e2522790e8;GENRE_1
HammAli & Navai;6o7TsOGOEF5Mqpiz2KCyWE;0;59;1474663;https://i.scdn.co/image/ab6761610000e5eb448d098568f2383387640fd3;LETTER_1
Caio Luccas;1a3fr7NdeBT4JlGj6YlbDL;brazilian trap, trap funk, trap, brazilian hip hop;67;1473784;https://i.scdn.co/image/ab6761610000e5eb7af90adc99b6c09e5cbc8e00;LETTER_1
Böhse Onkelz;6x9jRPDmA8Ihpw3A9FBowD;0;66;1473598;https://i.scdn.co/image/ab6761610000e5eb3b24b414e37c040158532603;LETTER_1
Spandau Ballet;2urZrEdsq72kx0UzfYN8Yv;new wave, synthpop;66;1473175;https://i.scdn.co/image/ab6761610000e5ebdc0d162db1bd6b08b2cdc24c;GENRE_1
Rochy RD;4riOEaOW5hCeqomFDBk0aP;dembow;61;1472413;https://i.scdn.co/image/ab6761610000e5eba813356bcf63fd41e073eaa3;LETTER_2
Ovi;4o0NtnL2m0lzZmEdRas1qv;corridos tumbados, corrido, trap latino, sad sierreño, urbano latino, corridos bélicos;69;1471619;https://i.scdn.co/image/ab6761610000e5eb60950d1063dbb995f6951389;GENRE_2
Love Funk;64DTkZLH6KkkMwZEEZ5VWC;brazilian funk, funk consciente, trap funk;69;1471268;https://i.scdn.co/image/ab6761610000e5eba4652e5debf04261013d9d57;LETTER_1
Bonobo;0cmWgDlu9CwTgxPhf403hb;trip hop, downtempo, nu jazz, electronic;63;1471143;https://i.scdn.co/image/ab6761610000e5ebb9a3462bde9f62d74aa50507;LETTER_1
MØ;0bdfiayQAKewqEvaU6rXCv;0;69;1466120;https://i.scdn.co/image/ab6761610000e5ebea088fc970f0b2e7e49422c0;LETTER_1
Kangen Band;2I3STBPK1DymMXPCjg3UIT;indonesian pop, malay pop, malay;64;1463908;https://i.scdn.co/image/ab6761610000e5ebb899a133953ffb218e762829;LETTER_1
Foals;6FQqZYVfTNQ1pCqfkwVFEa;indie;63;1463664;https://i.scdn.co/image/ab6761610000e5eb5f0109249ffd70b2d85a9467;GENRE_2
Escape the Fate;5ojhEavq6altxW8fWIlLum;emo, post-hardcore, screamo, metalcore;60;1459114;https://i.scdn.co/image/ab6761610000e5eb8b683fb42bab8b7eb5093134;LETTER_1
FKA twigs;6nB0iY1cjSY1KyhYyuIIKH;art pop, alternative r&b;69;1455777;https://i.scdn.co/image/ab6761610000e5ebf62e6458f0cdf01a9368e2c4;GENRE_1
Wolfine;2OnKRchqP7tT0FzTvWIFI7;reggaeton;59;1454306;https://i.scdn.co/image/ab6761610000e5eb96b5ff74160fe7fcc9eb930a;GENRE_2
Josman;6dbdXbyAWk2qx8Qttw0knR;french rap;71;1453004;https://i.scdn.co/image/ab6761610000e5ebacbd287be98c4e191127ad6e;LETTER_1
Ikka;07iEy1AecUPVzfC2J2gCHR;desi hip hop, hindi hip hop, bollywood, desi, hindi pop;60;1452220;https://i.scdn.co/image/ab6761610000e5ebb2dc3a8ce9bf77b9c5363b67;LETTER_1
Fleet Foxes;4EVpmkEwrLYEg6jIsiPMIb;indie folk, folk, indie;64;1451220;https://i.scdn.co/image/ab6761610000e5eb7d2e812e63d6df77ee087b47;GENRE_2
Hole;5SHQUMAmEK5KmuSb0aDvsn;riot grrrl, grunge;62;1450070;https://i.scdn.co/image/3f070ac89152fcd23f90c1351295d8cc64d54cb2;GENRE_1
Nirvair Pannu;4vIsAZx8AolYa6paJphDGY;punjabi pop, bhangra, punjabi hip hop;64;1448479;https://i.scdn.co/image/ab6761610000e5eb113086da3582506c048438a1;LETTER_2
Jesus Culture;0Onvkz1Nbs4wHXXUwOIGk8;worship, christian, ccm, pop worship;59;1447365;https://i.scdn.co/image/ab6761610000e5eb35a9f2f521373539db7df835;LETTER_1
José Maria Napoleón;72v53CufRiSyqcQ78KUQ5p;0;62;1445881;https://i.scdn.co/image/ab6761610000e5eb1788657214931eeec2e04aa5;LETTER_2
Take That;1XgFuvRd7r5g0h844A5ZUQ;0;64;1445664;https://i.scdn.co/image/ab6761610000e5ebf6de04c418fb584509452e24;LETTER_2
WANIMA;6YqdtpUutxodni6lUD4stM;j-pop, j-rock, melodic hardcore;60;1445518;https://i.scdn.co/image/ab6761610000e5eb3250b704a6dfb2572aa8d476;LETTER_2
RIIZE;2jOm3cYujQx6o1dxuiuqaX;k-pop;64;1444726;https://i.scdn.co/image/ab6761610000e5ebd75e5e369cb4ce5edfe2989d;LETTER_2
Rob Deniel;7dFzqx2qyelGPiBKmdSEOT;opm, harana, p-pop, kundiman, pinoy indie;70;1444304;https://i.scdn.co/image/ab6761610000e5eb62db9e238ab9c84d58c7f266;LETTER_2
Gur Sidhu;0QntOArZgiNHoemAzwJPu5;punjabi pop, punjabi hip hop, bhangra;77;1443462;https://i.scdn.co/image/ab6761610000e5ebce6061ee369719403537b902;LETTER_1
D'Angelo;336vr2M3Va0FjyvB55lJEd;neo soul;68;1443076;https://i.scdn.co/image/c69197fa9d01ec73e2617525b920e76b550ba2e2;GENRE_2
Regina Spektor;3z6Gk257P9jNcZbBXJNX5i;anti-folk;60;1442933;https://i.scdn.co/image/ab6761610000e5eba36a9f95d59ab791d5e897e9;GENRE_2
In This Moment;6tbLPxj1uQ6vsRQZI2YFCT;metal;60;1442835;https://i.scdn.co/image/ab6761610000e5eb285ee23e367e081e90606ea1;GENRE_2
Buena Vista Social Club;11kBu957KTYoAltZHDm8gW;son cubano, latin jazz, latin, bolero;63;1442179;https://i.scdn.co/image/ab6761610000e5ebe35db4d5803c5a4c77dd44db;GENRE_2
Lloyd Banks;3vDUJHQtqT3jFRZ2ECXDTi;0;63;1441733;https://i.scdn.co/image/ab6761610000e5eb88b361f4861990f7a696c87d;LETTER_1
La Sonora Dinamita;13or1Wf6ipcvSIiurZATvw;cumbia, cumbia sonidera, tropical music, salsa;67;1441126;https://i.scdn.co/image/ab6761610000e5eb8d91dcd657caf6b5d27c4fc0;LETTER_1
Hemachandra Vedala;26R3WRFIf6FbbNAQuMIjkN;telugu pop, tollywood, tamil dance;60;1440204;https://i.scdn.co/image/ab6761610000e5eb400283cfddf6465801f54af8;LETTER_1
Grupo Exterminador;3slJwKuB6Ij5V0mCOKT8Jn;corrido, norteño, ranchera, banda;63;1439700;https://i.scdn.co/image/ab6761610000e5eb5ea2703bfda90ed228f02085;GENRE_2
Elisa;2ARH58Hit3yC6ziGdhma23;italian singer-songwriter;63;1439322;https://i.scdn.co/image/ab6761610000e5eb34bf8cd7730d5e7271e6895d;LETTER_1
Kordhell;2W6WP4pHQTFlbr2z9S4n54;phonk, drift phonk;67;1439065;https://i.scdn.co/image/ab6761610000e5eb3c15e6e51a8f86b03484cd0b;LETTER_1
El Bogueto;3S9Hg7sRKhmtWunFZ2yAYP;reggaeton mexa, reggaeton;75;1437632;https://i.scdn.co/image/ab6761610000e5ebbb69a4c61bf8ec639d76e331;GENRE_2
HAIM;4Ui2kfOqGujY81UcPrb5KE;0;65;1437515;https://i.scdn.co/image/ab6761610000e5eb09f7ea29906a367f0648e0bc;GENRE_2
Omer Adam;1IAEef07H0fd9aA8aUHUlL;mizrahi;67;1436693;https://i.scdn.co/image/ab6761610000e5ebb9dc71ce711a1a831623b92f;LETTER_2
Rkomi;056KMTw6IztdQjBmFfVyO3;italian trap;65;1436358;https://i.scdn.co/image/ab6761610000e5eb98939e9f4c574acb4b5eaa7b;LETTER_2
MixSingh;05dG9pMLRWenxzvSmefE6U;punjabi pop;70;1436157;https://i.scdn.co/image/ab6761610000e5ebffda2faaa80aee53dc9dbb47;LETTER_1
Los Angeles De Charly;01pQZzNIPRiVaCozNUrnyL;cumbia, cumbia sonidera, grupera;67;1435737;https://i.scdn.co/image/ab67616d0000b273919a14c87bc18a2217914e25;LETTER_1
Industria del Amor;3ecREliS3Q8g2sCk40y0dw;grupera;60;1435046;https://i.scdn.co/image/ab6761610000e5ebc7953c0adbca1923202523bd;LETTER_1
Armandinho;3h7RaVXBvdSNa7LXQtVYqH;reggae, mpb;66;1434392;https://i.scdn.co/image/ab6761610000e5eb826079575686a7c942e01da4;LETTER_1
Traviezoz de la Zierra;1tX4Yf64m81Ju9THQiXAzn;corrido, sierreño, banda, norteño, corridos bélicos;62;1433951;https://i.scdn.co/image/ab6761610000e5eb7d37f0ef0b970ba9967276ea;GENRE_2
Ryokuoushoku Shakai;4SJ7qRgJYNXB9Yttzs4aSa;j-pop, anime, j-rock;63;1431728;https://i.scdn.co/image/ab6761610000e5ebd9a48d00ce7cf4d66abc76b6;LETTER_2
AJ Tracey;4Xi6LSfFqv26XgP9NKN26U;grime, uk grime, uk drill, drill;66;1431284;https://i.scdn.co/image/ab6761610000e5ebc985e94681164c167ba00cca;LETTER_1
Los Titanes De Durango;3wGRXHdFCbyHhyVbdAWNrd;corrido, banda, norteño, cumbia norteña;63;1431255;https://i.scdn.co/image/ab6761610000e5eb878ccad626d5b5855e141414;GENRE_2
Snoh Aalegra;1A9o3Ljt67pFZ89YtPPL5X;alternative r&b;65;1430914;https://i.scdn.co/image/ab6761610000e5eb04ae2067ae0171af5cbf1cf1;GENRE_2
Addison Rae;4gvjmrtzydbMpyJaXUtwvP;0;74;1428417;https://i.scdn.co/image/ab6761610000e5eb8aaca79d5544dc02bea2b6b2;GENRE_1
Frei Gilson;0jzTaWBcJ6h5ccHe04CcyX;gospel, worship;66;1427719;https://i.scdn.co/image/ab6761610000e5ebe958b9bdb770560b428b2f13;LETTER_1
Stand Here Alone;3YwAgafEWJCd6Haotq7Qd2;pop punk, indonesian rock, indorock, skate punk, indonesian pop, punk, indonesian indie;62;1425867;https://i.scdn.co/image/ab6761610000e5ebffcfc1bde8c99fdeed11a640;GENRE_2
Shoreline Mafia;4tYSBptyGeVyZsk8JC4JHZ;0;70;1423491;https://i.scdn.co/image/ab6761610000e5eb0e61917e00b5ca7882477c1c;LETTER_2
Suki Waterhouse;5GGJosGMs08YEmKTZJe1fL;0;69;1422868;https://i.scdn.co/image/ab6761610000e5ebc2bb10016e2e142f397f780c;GENRE_2
Wincent Weiss;12xme1fwd3iGEW7rF9b6tp;german pop;62;1419966;https://i.scdn.co/image/ab6761610000e5ebdc80016eee62de91344e781c;LETTER_2
Paula Fernandes;1nca3OA1kKCpP6aPJcBL92;sertanejo, sertanejo tradicional, sertanejo universitário;61;1419250;https://i.scdn.co/image/ab6761610000e5eb8e1a02c562819afb5b79c3ea;LETTER_1
Within Temptation;3hE8S8ohRErocpkY7uJW4a;symphonic metal, gothic metal, gothic rock, power metal, metal;62;1417989;https://i.scdn.co/image/ab6761610000e5eb9d081a5e8f131e9076ac74de;GENRE_2
Survivor;26bcq2nyj5GB7uRr558iQg;rock;68;1417803;https://i.scdn.co/image/da30acd2c9d0f32f5f5a2d69f32c2d30335466b5;GENRE_1
Kikuo;5FhcqamaRFfpZb4VHV47fu;vocaloid;61;1414132;https://i.scdn.co/image/ab6761610000e5eb50c295d157dbd3dc76f2ec9b;LETTER_1
Daniela Romo;6gvh8pQI316iafbHiT7B3y;villancicos;62;1413930;https://i.scdn.co/image/ab6761610000e5eb30e661d6288b437bea3780c1;GENRE_2
Fatboy Slim;4Y7tXHSEejGu1vQ9bwDdXW;big beat;64;1412762;https://i.scdn.co/image/ab6761610000e5ebc20ed3229eeced918966a009;LETTER_1
Sadhana Sargam;1HGMG8RHvcu1mfdM9MeTek;tamil pop, bollywood;71;1412589;https://i.scdn.co/image/ab6761610000e5eb9ec194a489e4f6c0d9515b60;LETTER_2
Rudimental;4WN5naL3ofxrVBgFpguzKo;0;68;1411798;https://i.scdn.co/image/ab6761610000e5ebf74070a7e4a3e7743f68b058;LETTER_2
yama;7kOrrFIBIBc8uCu2zbxbLv;j-pop, anime, j-rock;61;1411301;https://i.scdn.co/image/ab6761610000e5ebabbad8c1528c9a2e42d04402;LETTER_2
Daughter;46CitWgnWrvF9t70C2p1Me;0;60;1409926;https://i.scdn.co/image/ab6761610000e5eb0df313bc99b24276ea978437;GENRE_2
Jads & Jadson;3HxTMZ6kZ9OuvFfwcYJwov;sertanejo, sertanejo universitário, agronejo, sertanejo tradicional;62;1408887;https://i.scdn.co/image/ab6761610000e5eb89875a17e87e5a34d85ce42d;GENRE_1
Justice;1gR0gsQYfi6joyO1dlp76N;french house, new rave;67;1408229;https://i.scdn.co/image/ab6761610000e5ebf140c161d9f9cc9afe85b6ed;LETTER_1
Sanju Rathod;4B9efXsA6sv4w3vts8E0T7;marathi pop;68;1407608;https://i.scdn.co/image/ab6761610000e5eb03ae58450e917e4e075f6e1d;LETTER_2
Riley Green;2QMsj4XJ7ne2hojxt6v5eb;country;77;1405146;https://i.scdn.co/image/ab6761610000e5eb5dc967d7e443e2ef4a7552b6;GENRE_1
Velet;7bchfd9ZihGesFniE7tM71;turkish hip hop, turkish pop;59;1403687;https://i.scdn.co/image/ab6761610000e5eb8d48592b824c82423c80fdad;LETTER_2
El Tigrillo Palma;2usAJ9Mtrw570XlQ5MHJek;corrido, sierreño, norteño, música mexicana;63;1403307;https://i.scdn.co/image/ab6761610000e5eb1ac3ce271bb3aed08a7f016d;GENRE_2
Maldita Vecindad Y Los Hijos Del 5to. Patio;6WvDtNFHOWHfiNy8NVHujT;rock en español, ska, mexican rock, mexican ska, latin rock;59;1403001;https://i.scdn.co/image/ab6761610000e5eb0fc3319011b20e351615c646;NUM
Vanessa Da Mata;57pVvBwa3ZCR9LsVlkLXj7;mpb, nova mpb, samba;66;1402942;https://i.scdn.co/image/ab6761610000e5eb0726b3a2a4db36495765f020;LETTER_1
Quebonafide;1fxbULcd6ryMNc1usHoP0R;0;66;1402626;https://i.scdn.co/image/ab6761610000e5eb2e9c6d4d26bdb6f5e7b251e0;LETTER_2
Kollegah;6gto7HVNhu4ARE3P3g8Y5Y;german hip hop;63;1402021;https://i.scdn.co/image/ab6761610000e5ebab301c4e5d1c03c14d1ff239;LETTER_1
Sobel;56VhOZOF6hwqrbNYwkmcsH;0;68;1401307;https://i.scdn.co/image/ab6761610000e5ebce986e50f87f661c72b5f34e;LETTER_2
Lecrae;1CFCsEqKrCyvAFKOATQHiW;christian hip hop, christian, gospel r&b, christian pop, rap chrétien, chinese hip hop;66;1400860;https://i.scdn.co/image/ab6761610000e5eb7fe0c3a04b5e5dc4efae57a1;LETTER_1
Wajid;6f5kUMXGROFtdAtxXZwing;bollywood, desi;59;1400124;https://i.scdn.co/image/ab6761610000e5eb88df85350352e587ea5f03f5;LETTER_2
Samra;6h1s4i4XKIYv4ErDelLDN0;german hip hop;69;1400115;https://i.scdn.co/image/ab6761610000e5eb300bcf1554af5030707f00ed;LETTER_2
Cocteau Twins;5Wabl1lPdNOeIn0SQ5A1mp;dream pop, shoegaze, gothic rock;66;1399858;https://i.scdn.co/image/ab6761610000e5eb00f01cecce8a4475c3de0998;GENRE_2
Sinéad O'Connor;4sD9znwiVFx9cgRPZ42aQ1;0;62;1399263;https://i.scdn.co/image/ab6761610000e5eba735ae0a6b7fc008350deba5;LETTER_2
Isaias Saad;1THj0JI7zld7YDsWERcSUz;gospel, worship, brazilian gospel, devotional;65;1398000;https://i.scdn.co/image/ab6761610000e5eb2409c7211721372db74ac7ae;GENRE_2
Dardan;3pjq2pDV9RR6VY55wBjVnp;german hip hop;73;1397577;https://i.scdn.co/image/ab6761610000e5ebef6d4855fdb656dee0a372ef;LETTER_1
ROA;4cYbf45YbZptNISnhay0xH;trap latino;77;1396905;https://i.scdn.co/image/ab6761610000e5eb55d74c8a0873bb7efae632b9;GENRE_2
Artemas;0PCCGZ0wGLizHt2KZ7hhA2;0;75;1396831;https://i.scdn.co/image/ab6761610000e5ebf154f40183c986c20aab75e9;GENRE_1
Helloween;4pQN0GB0fNEEOfQCaWotsY;power metal, speed metal, heavy metal, metal, symphonic metal;61;1396792;https://i.scdn.co/image/ab6761610000e5eb7d6b878498239115a09316d3;GENRE_2
Malik Montana;1Kjs5u8GQf6zCFdTj6SI9E;0;70;1396367;https://i.scdn.co/image/ab6761610000e5ebde7885cffc35ab676e1191d7;LETTER_1
Nej;3BQ9mWlgFRfMr5EdNfc10a;french r&b, moroccan pop;62;1396048;https://i.scdn.co/image/ab6761610000e5eb8c5c6807af32de7ae71dd2f9;LETTER_2
JT Music;5qvrAlKjc0Sqrqz6v2wBGk;0;64;1394686;https://i.scdn.co/image/ab6761610000e5ebfbeeb8dfc82fe0da59cad419;LETTER_1
Grupo 360;2h9VgLswbVrXfdjW8UVqHC;corrido, corridos bélicos, corridos tumbados, norteño;62;1392247;https://i.scdn.co/image/ab6761610000e5ebbb2d3d48af0a7f5ed8b0f54a;GENRE_2
Novo Amor;0rZp7G3gIH6WkyeXbrZnGi;ambient folk;72;1391950;https://i.scdn.co/image/ab6761610000e5eb18a1928eb2892201f56d39e0;GENRE_2
Mc Negão Original;4LHTgACY32k94VDjenF0nP;brazilian funk, trap funk, funk consciente;77;1391690;https://i.scdn.co/image/ab6761610000e5eb27b96acf29fff476bb179c0a;LETTER_1
Mayday Parade;3WfJ1OtrWI7RViX9DMyEGy;pop punk, emo;60;1391680;https://i.scdn.co/image/ab6761610000e5eb02b1303f6926ec11f5f8f91d;GENRE_2
112;7urq0VfqxEYEEiZUkebXT4;r&b;66;1390136;https://i.scdn.co/image/21a8b23a23a41f3736b2dd6a5df2d7dc8341ea05;GENRE_2
Lil Tracy;5g63iWaMJ2UrkZMkCC8dMi;emo rap, cloud rap;71;1389592;https://i.scdn.co/image/ab6761610000e5eb3d5c8ce1329232f09903c060;LETTER_1
Phyno;6acbdy69rtlv8m9EW31MYl;afrobeats, afrobeat, highlife, afro adura, afropop, afropiano, nigerian drill, hiplife;62;1389423;https://i.scdn.co/image/ab6761610000e5eb03120172bb2ed1ff08b2f7d3;LETTER_2
Popcaan;62DmErcU7dqZbJaDqwsqzR;dancehall, soca, afrobeats, riddim, reggae, ragga;65;1388185;https://i.scdn.co/image/ab6761610000e5ebf502679688eab84d1612616e;LETTER_2
Kaiser Chiefs;0LbLWjaweRbO4FDKYlbfNt;britpop;60;1387050;https://i.scdn.co/image/ab6761610000e5ebc5e79ef4ced0ccbd8eabd960;GENRE_2
Hale;6Ww3OMFzCaO33ulKh1LBFN;opm, pinoy alternative, pinoy rock, p-pop, harana, pinoy indie;62;1387044;https://i.scdn.co/image/ab6761610000e5eb42db0c86075ec3fd160d301c;LETTER_1
The-Dream;1W3FSF1BLpY3hlVIgvenLz;r&b;67;1385272;https://i.scdn.co/image/ab6761610000e5eba01ad0bea0957a2e3b7c3ced;GENRE_2
TrapLaudo;39QiJaZ1HzRcpY9xlMKCsF;brazilian funk, trap funk, funk consciente;70;1384258;https://i.scdn.co/image/ab6761610000e5eb783b15757c0e34dfdc325d68;LETTER_1
Slowdive;72X6FHxaShda0XeQw3vbeF;shoegaze, dream pop, slowcore;66;1383671;https://i.scdn.co/image/ab6761610000e5eb653481f50df3c11791d6132a;GENRE_1
Teodoro & Sampaio;7oraQbXIkvzBmNLzjRVvCH;sertanejo tradicional, sertanejo;59;1383036;https://i.scdn.co/image/ab6761610000e5ebd47aaf18b0efdca086193f9a;LETTER_1
Los Rehenes;5IaAggho4F1gWHE5REe1e8;grupera, cumbia;66;1382586;https://i.scdn.co/image/ab6761610000e5ebb7b199339ba67741255a7f51;LETTER_1
Rainbow Kitten Surprise;4hz8tIajF2INpgM0qzPJz2;0;71;1381502;https://i.scdn.co/image/ab6761610000e5eb6a5725ec47b6d8c613099d74;GENRE_2
Tokio Hotel;46aNfN89JrOQTCy97GoCHa;pop rock, emo;64;1380675;https://i.scdn.co/image/ab6761610000e5eb1bb213762bb8cc8c51802648;LETTER_2
Astrid S;3AVfmawzu83sp94QW7CEGm;norwegian pop;63;1380560;https://i.scdn.co/image/ab6761610000e5eba0afba2d87ea2c5adb0c90e3;LETTER_1
Darkiel;4z19QMyPVRwbd4Fs2LisBa;reggaeton, urbano latino;68;1380192;https://i.scdn.co/image/ab6761610000e5eb0fd573b819f4c5737aa78f7d;GENRE_2
Hillsong Young & Free;7m4gF38CPATtHrk5HS42WZ;worship, christian, cedm, pop worship, christian pop;60;1379367;https://i.scdn.co/image/ab6761610000e5ebfd35859df3a7252c67d040f9;LETTER_1
BØRNS;1KP6TWI40m7p3QBTU6u2xo;indie;66;1376771;https://i.scdn.co/image/ab6761610000e5eb252d35c84fb363ff13fc0026;GENRE_2
Pouya;4nXOZlYoAD67hF9aUEncMY;horrorcore, emo rap, trap metal, underground hip hop, cloud rap;67;1374830;https://i.scdn.co/image/ab6761610000e5eb339e96f1bb7ff1f7fabc64a6;LETTER_1
J Hus;2a0uxJgbvvIRI4GX8pYfcr;afroswing, grime, uk grime, afrobeats;64;1372928;https://i.scdn.co/image/ab6761610000e5eb5e58d093b8bedfa530c2dd61;LETTER_1
