nome;data;ano;nome_local;Pista;Pista Premium;Camarote;Cadeira Inferior;Cadeira Inferior Visão Parcial;Cadeira Superior;Cadeira Superior Visão Parcial;Mesa;Cadeira;Open Bar;Arquibancada;PIT;Early Entrance;Lolla Pista;Lolla Lounge;Lolla Confort;Meet & Greet;Backstage;Mezanino ;Frontstage;VIP I;VIP II;Super Premium;Bistrô Superior;Lounge
TIMMY TRUMPET;21/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ABOVE & BEYOND;22/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AXWELL;22/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEEP PURPLE;22/04/2023;2023;ALLIANZ PARQUE;680;1180;0;780;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DJ SNAKE;22/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HELLOWEEN;22/04/2023;2023;ALLIANZ PARQUE;680;1180;0;780;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KISS;22/04/2023;2023;ALLIANZ PARQUE;680;1180;0;780;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NICKY ROMERO;22/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCORPIONS;22/04/2023;2023;ALLIANZ PARQUE;680;1180;0;780;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINI VICI;22/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VITOR KLEY;23/04/2023;2023;AUDIO;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;500;0;0;0;0
PERICLES;28/04/2023;2023;ESPACO UNIMED;160;240;280;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APOCALYPTICA;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
LAMB OF GOD;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
SEPULTURA;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
SKID ROW;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
STONE TEMPLE PILOTS;29/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
BEAST IN BLACK;30/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
JOAO GOMES;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARI FERNANDEZ;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NATTAN;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PARKWAY DRIVE;30/04/2023;2023;MEMORIAL DA AMERICA LATINA;400;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
TARCISIO DO ACORDEON;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VITOR FERNANDES;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XAND AVIAO;30/04/2023;2023;SAMBODROMO DO ANHEMBI;120;160;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALICIA KEYS;05/05/2023;2023;ALLIANZ PARQUE;780;880;980;720;0;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EDSON & HUDSON;05/05/2023;2023;ESPACO UNIMED;220;380;500;480;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300
MARINA SENA;05/05/2023;2023;AUDIO;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0
ARMANDINHO;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILIPE RET;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEGIAO URBANA;06/05/2023;2023;ESPACO UNIMED;120;220;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOURENA;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATUE;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MC CABELINHO;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OROCHI;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TETO;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WIZ KHALIFA;06/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHASE ATLANTIC;07/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ICE CUBE;07/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RACIONAIS MC'S;07/05/2023;2023;DISTRITO ANHEMBI;200;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHASE ATLANTIC;09/05/2023;2023;AUDIO;320;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BACO EXU DO BLUES;12/05/2023;2023;ESPACO UNIMED;160;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DANIEL;14/05/2023;2023;VIBRA SAO PAULO;90;170;410;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JACKSON WANG;15/05/2023;2023;ESPACO UNIMED;460;850;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900;0;0;0;0;0;0
DANIEL;19/05/2023;2023;VIBRA SAO PAULO;90;170;410;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DJAVAN;20/05/2023;2023;ESPACO UNIMED;210;595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0
GLORIA GROOVE;27/05/2023;2023;VALE DO ANHANGABAU;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TIAGO IORC;27/05/2023;2023;VIBRA SAO PAULO;120;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZE RAMALHO;27/05/2023;2023;ESPACO UNIMED;120;280;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALCEU VALENCA;28/05/2023;2023;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IZA;28/05/2023;2023;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PABLLO VITTAR;02/06/2023;2023;KOMPLEXO TEMPO;120;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0
URIAS;02/06/2023;2023;KOMPLEXO TEMPO;120;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0
BADBADNOTGOOD;03/06/2023;2023;NOVO ANHANGABAU;850;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DJONGA;03/06/2023;2023;NOVO ANHANGABAU;850;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FLUME;03/06/2023;2023;NOVO ANHANGABAU;850;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LANA DEL REY;03/06/2023;2023;NOVO ANHANGABAU;850;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LULU SANTOS;03/06/2023;2023;ESPACO UNIMED;140;320;320;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NATIRUTS;03/06/2023;2023;NOVO ANHANGABAU;850;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAPITAL INICIAL;04/06/2023;2023;NOVO ANHANGABAU;850;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FLORENCE + THE MACHINE;04/06/2023;2023;NOVO ANHANGABAU;850;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HAIM;04/06/2023;2023;NOVO ANHANGABAU;850;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SABRINA CARPENTER;04/06/2023;2023;NOVO ANHANGABAU;850;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLAUDIA LEITTE;08/06/2023;2023;SAMBODROMO DO ANHEMBI;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IVETE SANGALO;08/06/2023;2023;SAMBODROMO DO ANHEMBI;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;09/06/2023;2023;SAMBODROMO DO ANHEMBI;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLAUDIA LEITTE;10/06/2023;2023;SAMBODROMO DO ANHEMBI;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LINIKER;10/06/2023;2023;VALE DO ANHANGABAU;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARINA SENA;10/06/2023;2023;VALE DO ANHANGABAU;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PABLLO VITTAR;10/06/2023;2023;SAMBODROMO DO ANHEMBI;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARCELO D2;16/06/2023;2023;AUDIO;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0
TITAS;16/06/2023;2023;ALLIANZ PARQUE;300;450;0;250;0;95;0;0;0;0;0;0;700;0;0;0;1440;0;0;0;0;0;0;0;0
TITAS;17/06/2023;2023;ALLIANZ PARQUE;300;450;0;250;0;95;0;0;0;0;0;0;700;0;0;0;1440;0;0;0;0;0;0;0;0
TITAS;18/06/2023;2023;ALLIANZ PARQUE;300;450;0;250;0;95;0;0;0;0;0;0;700;0;0;0;1440;0;0;0;0;0;0;0;0
CHITAOZINHO & XORORO;23/06/2023;2023;ESPACO UNIMED;400;600;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0
CHITAOZINHO & XORORO;24/06/2023;2023;ESPACO UNIMED;400;600;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0
TITAS;27/06/2023;2023;VIBRA SAO PAULO;280;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RAIMUNDOS;29/06/2023;2023;AUDIO;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LAGUM;30/06/2023;2023;ESPACO UNIMED;220;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PERICLES;30/06/2023;2023;AUDIO;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NCT DREAM;04/07/2023;2023;VIBRA SAO PAULO;700;950;780;0;0;400;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNCO;05/07/2023;2023;AUDIO;420;0;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JEFF SATUR;07/07/2023;2023;ESPACO UNIMED;460;840;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;980;0;0;0;0;0;0
ROBERTO CARLOS;07/07/2023;2023;VIBRA SAO PAULO;350;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROBERTO CARLOS;08/07/2023;2023;VIBRA SAO PAULO;350;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARISA MONTE;14/07/2023;2023;ESPACO UNIMED;180;420;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
MARISA MONTE;15/07/2023;2023;ESPACO UNIMED;180;420;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
MARISA MONTE;21/07/2023;2023;ESPACO UNIMED;180;420;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
P1HARMONY;21/07/2023;2023;TOKIO MARINE HALL;340;490;410;490;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440;550;0;0;0
MARISA MONTE;22/07/2023;2023;ESPACO UNIMED;180;420;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
5 SECONDS OF SUMMER;25/07/2023;2023;ESPACO UNIMED;440;680;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;0;0;0;0;0;0
ALCEU VALENCA;28/07/2023;2023;CENTRO DE TRADICOES NORDESTINAS;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FALAMANSA;28/07/2023;2023;CENTRO DE TRADICOES NORDESTINAS;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RACA NEGRA;04/08/2023;2023;GINASIO DO IBIRAPUERA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZEZE DI CAMARGO & LUCIANO;04/08/2023;2023;ESPACO UNIMED;220;380;500;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALCEU VALENCA;06/08/2023;2023;GINASIO DO IBIRAPUERA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEO SANTANA;06/08/2023;2023;GINASIO DO IBIRAPUERA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEONARDO;06/08/2023;2023;GINASIO DO IBIRAPUERA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANA CASTELA;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRUNO & MARRONE;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUSTAVO MIOTO;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOAO GOMES;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAIARA & MARAISA;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARI FERNANDEZ;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PEDRO SAMPAIO;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZE NETO & CRISTIANO;19/08/2023;2023;SAMBODROMO DO ANHEMBI;180;320;450;220;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;25/08/2023;2023;ESPACO UNIMED;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CALUM SCOTT;25/08/2023;2023;VIBRA SAO PAULO;760;0;1200;0;0;0;0;0;0;0;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ATEEZ;26/08/2023;2023;ALLIANZ PARQUE;690;0;0;390;0;0;0;0;0;0;0;990;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;26/08/2023;2023;ESPACO UNIMED;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DILSINHO;01/09/2023;2023;ESPACO UNIMED;60;100;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAIO LUCCAS;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEMI LOVATO;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IGGY AZALEA;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KAYBLACK;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MC HARIEL;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OROCHI;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
POST MALONE;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RACIONAIS MC'S;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TETO;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
URIAS;02/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALOK;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BEBE REXHA;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRUNO MARS;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEON BRIDGES;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUCCAS CARLOS;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATUE;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAUL KALKBRENNER;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SEU JORGE;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VEIGH;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WIU;03/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUDMILLA;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARIA RITA;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAROON 5;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARVVILA;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MASEGO;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE-YO;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE CHAINSMOKERS;07/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FOO FIGHTERS;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GARBAGE;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MC DON JUAN;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PITTY;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WET LEG;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YEAH YEAH YEAHS;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YUNK VINO;09/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRUNO MARS;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H.E.R.;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IZA;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KIM PETRAS;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARINA SENA;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PABLLO VITTAR;10/09/2023;2023;AUTODROMO DE INTERLAGOS;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AESPA;11/09/2023;2023;ESPACO UNIMED;490;940;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;960;0;0;0;0;0;0
GILBERTO GIL;14/09/2023;2023;ESPACO UNIMED;280;530;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EDSON & HUDSON;15/09/2023;2023;VILLA COUNTRY;60;150;400;0;0;0;0;700;0;0;0;0;0;0;0;0;0;0;1700;0;0;0;0;0;0
GILBERTO GIL;15/09/2023;2023;ESPACO UNIMED;280;530;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PERICLES;15/09/2023;2023;MEMORIAL DA AMERICA LATINA;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
